1|[Cześć], co słychać?|Hi, how's it going?
1388|[Ten kucharz] zna się na rzeczy.|The chef knows his craft.
1389|[Składniki są najwyższej jakości].|The ingredients are of exquisite quality.
1390|[Nie pogardzę dobrym jedzeniem].|I'm not one to turn down good food.
1391|[Danie jest wyrafinowanie przyprawione].|The dish is subtly seasoned.
1392|[Umieram z głodu]!|I'm starving!
1393|[To wisienka na torcie].|That's the icing on the cake.
1394|[To był szczyt kulinarnych rozkoszy].|That was the height of culinary delight.
1395|[To nie jest szczyt marzeń].|That's not exactly ideal.
1396|[To niewiele zmienia].|That doesn't make much difference.
1397|[Teraz albo nigdy].|It's now or never.
1398|[Wszystko, co dobre, szybko się kończy].|All good things must come to an end.
1399|[Musi wtrącić swoje trzy grosze].|He's putting in his two cents.
1400|[To nie dla mnie].|That's not for me.
1401|Czy moglibyśmy dostać [stolik przy oknie]?|Could we have a table by the window?
1402|[Jakie jest dziś danie dnia]?|What's today's special?
1403|Poproszę [to samo co ona].|I'd like the same as her.
1404|[Czy to danie jest ostre]?|Is the dish spicy?
1405|Czy może Pan [pominąć cebulę]?|Can you leave out the onions?
1406|Wezmę [małą porcję].|I'll have the small portion.
1407|[Czy mogę] dostać dressing [osobno]?|Can I get the dressing on the side?
1408|[Poprosimy o kartę].|We'd like the menu.
1409|[Zupa jest niestety zimna].|Unfortunately the soup is cold.
1410|[Smakowało Panu]?|Did you enjoy your meal?
1411|[Zapraszam cię na kolację].|I'm treating you to dinner.
1412|[Dzielimy rachunek].|We're splitting the bill.
1413|[Niech będzie dwadzieścia], proszę.|Make it twenty, please. (tip)
1414|[Zakupy robię] zwykle [na targu].|I usually shop at the farmers' market.
1415|[Truskawki są] teraz [w promocji].|The strawberries are on sale right now.
1416|[Czy ten chleb jest dzisiejszy]?|Is the bread from today?
1417|[Pół kilo] mięsa mielonego, proszę.|Half a kilo of ground meat, please.
1418|Dziś [ugotuję coś lekkiego].|I'm cooking something light today.
1419|Przepis jest [bardzo prosty].|The recipe is really simple.
1420|[Musisz gotować] makaron [dziesięć minut].|You have to boil the pasta for ten minutes.
1421|[Nie zapomnij posolić] wody.|Don't forget to salt the water.
1422|Mięso musi się jeszcze [marynować przez godzinę].|The meat still has to marinate for an hour.
1423|[Nagrzej piekarnik] do 180 stopni.|Preheat the oven to 180 degrees.
1424|[Sam upiekłem] to ciasto.|I baked the cake myself.
1425|[Śmiało, weź sobie jeszcze trochę].|Go ahead and have some more.
1426|[Już nie dam rady], dziękuję.|I can't eat any more, thanks.
1427|[Wolę piwo bezalkoholowe].|I'd rather have a non-alcoholic beer.
1428|[Może zamówimy] dziś wieczorem [sushi]?|Shall we order sushi tonight?
1429|Dostawa potrwa [około czterdziestu minut].|Delivery takes about forty minutes.
1430|Stek jest [wysmażony idealnie].|The steak is cooked to perfection.
1431|Wino [świetnie pasuje do ryby].|The wine goes perfectly with the fish.
1432|[Co Pan do tego poleca]?|What do you recommend with it?
1433|Sos [wyszedł trochę za słony].|The sauce turned out a bit too salty.
1434|Warzywa są [kompletnie rozgotowane].|The vegetables are totally overcooked.
1435|Makaron jest [ładnie al dente].|The pasta is nicely al dente.
1436|Ciasto jest [w środku jeszcze surowe].|The cake is still raw inside.
1437|[Trochę zmieniłem przepis].|I adapted the recipe a little.
1438|Gotuję [na oko], a nie według przepisu.|I cook by feel, not by recipe.
1439|[Spróbuj], czy nie brakuje soli.|Taste it to see if it needs more salt.
1440|[Przydałoby się jeszcze trochę] cytryny.|It needs a splash of lemon.
1441|Szczypta cukru [dopełnia smak].|A pinch of sugar rounds it off.
1442|Niech sos [powoli się zredukuje].|Let the sauce reduce slowly.
1443|Mięso musi [odpocząć przed krojeniem].|The meat needs to rest before carving.
1444|Podsmażam cebulę [na szklisto].|I sauté the onions until translucent.
1445|[Ależ to pięknie pachnie]!|That smells heavenly!
1446|To [ciasto marzenie].|That's a dream of a cake.
1447|Jedzenie było [wyśmienite], dziękuję!|The food was excellent, thank you!
1448|[To nie do końca trafiło w mój gust].|That wasn't really to my taste.
1449|Ta restauracja [nie jest warta swojej ceny].|The restaurant isn't worth it.
1450|Ceny są [słone].|The prices are steep.
1451|Jedzenie było [raczej przeciętne].|The food was rather mediocre.
1452|[Obsługa była fatalna].|The service was abysmal.
1453|Musieliśmy [czekać wieki na rachunek].|We had to wait forever for the bill.
1454|[Chciałbym to zwrócić do kuchni].|I'd like to send this back.
1455|W zupie [pływa włos].|There's a hair in the soup.
1456|Mam [nietolerancję laktozy].|I'm lactose intolerant.
1457|Nie jem [wieprzowiny].|I don't eat pork.
1458|Czy jest [wegańska alternatywa]?|Is there a vegan alternative?
1459|Odżywiam się [głównie roślinnie].|I eat a mostly plant-based diet.
1460|Staram się [jeść bardziej świadomie].|I'm trying to eat more mindfully.
1461|Pilnuję, żeby jeść [wystarczająco dużo białka].|I make sure I eat enough protein.
1462|Wieczorem [rezygnuję z węglowodanów].|I skip carbs in the evening.
1463|Mam [straszną ochotę na czekoladę].|I'm craving chocolate.
1464|Jestem dziś [strasznie żarłoczny].|I'm really greedy today.
1465|[Straciłem apetyt].|I've lost my appetite.
1466|To jedzenie [ciąży mi w żołądku].|The food is sitting heavy in my stomach.
1467|[Objadłem się].|I overate.
1468|Potrzebuję [spaceru na trawienie].|I need a walk to help me digest.
1469|[Espresso na zakończenie]?|An espresso to finish?
1470|[Wznieśmy toast]!|Let's make a toast!
1471|[Twoje zdrowie]!|To your health!
1472|[Zdrówko]!|Cheers!
1473|[Wino trąci korkiem].|The wine is corked.
1474|[Wolę wytrawne wino].|I prefer dry wine.
1475|Wino [musi jeszcze pooddychać].|The wine still needs to breathe.
1476|Jestem [już lekko wstawiony].|I'm already a little tipsy.
1477|Mam [urwany film] z wczoraj.|I can't remember anything from last night.
1478|[Mam słabą głowę] do alkoholu.|I can't handle much alcohol.
1479|[Kawa i ciasto] są o trzeciej.|Coffee and cake is at three.
1480|Idziemy [na brunch].|We're going for brunch.
1481|[Śniadanie to najważniejszy posiłek] dnia.|Breakfast is the most important meal of the day.
1482|[Nie jestem typem śniadaniowym].|I'm not a breakfast person.
1483|Jem [zwykle tylko musli].|I usually just have some muesli.
1484|Na obiad jest [coś szybkiego].|For lunch there's something quick.
1485|Kupię sobie [coś w piekarni].|I'll get something from the bakery.
1486|Bułki są [jeszcze ciepłe].|The rolls are still warm.
1487|W stołówce jest [dziś całkiem niezłe jedzenie].|The cafeteria is pretty good today.
1488|Biorę [jedzenie z domu].|I bring food from home.
1489|Gotuję [z wyprzedzeniem na cały tydzień].|I cook for the whole week in advance.
1490|Resztki [zamrażam].|I freeze the leftovers.
1491|Termin przydatności [minął].|The best-before date has passed.
1492|To można [jeszcze spokojnie zjeść].|You can still eat that without worry.
1493|[Nie lubię wyrzucać jedzenia].|I don't like throwing food away.
1494|Jogurt [się zepsuł].|The yogurt has gone bad.
1495|Chleb jest [spleśniały].|The bread is moldy.
1496|Mleko [skwaśniało].|The milk has gone sour.
1497|Kupuję [w miarę możliwości lokalnie i sezonowo].|I buy local and seasonal as much as possible.
1498|Menu [składa się z pięciu dań].|The menu consists of five courses.
1499|W ramach pozdrowienia z kuchni [podano amuse-bouche].|As a compliment from the kitchen there's an amuse-bouche.
1500|Danie jest [wyrafinowanie doprawione].|The dish is subtly seasoned.
1501|Smaki [wspaniale się ze sobą komponują].|The flavors harmonize wonderfully.
1502|To [uczta dla zmysłów].|That's a feast for the senses.
1503|Kucharz [ma wyczucie do przypraw].|The chef has a knack for spices.
1504|Restauracja [otrzymała gwiazdkę].|The restaurant was awarded a star.
1505|Trzeba [rezerwować z kilkutygodniowym wyprzedzeniem].|You have to book weeks in advance.
1506|Stosunek jakości do ceny [jest bezkonkurencyjny].|The value for money is unbeatable.
1507|Ten lokal [bardzo stracił na jakości].|The place has gone downhill in quality.
1508|Kiedyś to było [miejsce tylko dla wtajemniczonych].|It used to be an insider tip.
1509|Ten lokal [to popularne miejsce spotkań].|The place is a popular meeting spot.
1510|Knajpka za rogiem [to moja ulubiona knajpa].|The pub around the corner is my local.
1511|Jestem tam [stałym bywalcem].|I'm a regular there.
1512|[Zatrzymujemy się w gospodzie].|We're stopping off at an inn.
1513|Porcje są [więcej niż obfite].|The portions are more than generous.
1514|Tym [się nie najesz].|That won't fill you up.
1515|Dla tego jedzenia [warto było nadłożyć drogi].|The food was worth the detour.
1516|To [smakuje tak, że chce się więcej].|That tastes like more.
1517|To [nie ma żadnego smaku].|That tastes of nothing.
1518|To [smakuje jak u mamy].|That tastes just like mom's cooking.
1519|To danie [przywołuje wspomnienia z dzieciństwa].|The dish brings back childhood memories.
1520|[Odważyłem się spróbować ostryg].|I plucked up the courage to try oysters.
1521|To [nie dla każdego].|That's not everyone's cup of tea.
1522|To [smak, do którego trzeba się przyzwyczaić].|That's an acquired taste.
1523|[Lubię kulinarne eksperymenty].|I'm adventurous when it comes to food.
1524|[Nie wierzę w diety].|I don't think much of diets.
1525|[Żyję zgodnie z zasadą: wszystko z umiarem].|My motto is: everything in moderation.
1526|[Od czasu do czasu pozwalam sobie na coś dobrego].|I treat myself now and then.
1527|[Jestem napchany po uszy].|I'm absolutely stuffed.
1528|[Mam wilczy apetyt].|I'm ravenous.
1529|[Burczy mi w brzuchu].|My stomach is growling.
1530|[Zjadłbym całego wołu].|I could eat a horse.
1531|On [je jak ptaszek].|He eats like a bird.
1532|Ona [jest zapaloną kucharką amatorką].|She's a passionate amateur cook.
1533|On [nie lubi stać przy garach].|He doesn't like cooking.
1534|U nas [każdy gotuje, jak mu się podoba].|At our place everyone cooks as they like.
1535|W niedziele [stół się ugina od jedzenia].|On Sundays there's a big spread.
1536|Stół [aż uginał się pod potrawami].|The table groaned under all the food.
1537|[Ucztowaliśmy jak królowie].|We feasted like kings.
1538|[Świąteczny obiad] okazał się [pełnym sukcesem].|The festive meal was a complete success.
1539|[Było mnóstwo jedzenia i picia].|There was plenty to eat and drink.
1540|[Biesiadowaliśmy do późnej nocy].|We dined until late at night.
1541|Jedzenie [się przypaliło].|The food got burned.
1542|[Opadło mi ciasto].|My cake collapsed.
1543|Sos [się zważył].|The sauce curdled.
1544|To [kompletnie mi nie wyszło].|That went completely wrong.
1545|Następnym razem [dam mniej chili].|Next time I'll use less chili.
1546|[Gotuję już tylko ze świeżych składników].|I only cook with fresh ingredients now.
1547|Składniki [pochodzą z upraw ekologicznych].|The ingredients are organically grown.
1548|Jajka [są z wolnego wybiegu].|The eggs are free-range.
1549|[Zwracam uwagę na uczciwe warunki produkcji].|I pay attention to fair production conditions.
1550|Marnowanie żywności [to ogromny problem].|Food waste is a huge problem.
1551|[Wykorzystujemy wszystkie resztki].|We use up all the leftovers.
1552|Ze starego chleba [robię knedle].|I make bread dumplings from old bread.
1553|To danie [jest regionalnym specjałem].|The dish is a regional specialty.
1554|Przepis [przechodzi z pokolenia na pokolenie].|The recipe has been passed down for generations.
1555|Kuchnia szwabska [jest raczej sycąca i tłusta].|Swabian cuisine is rather hearty.
1556|Na północy [je się dużo ryb].|In the north people eat a lot of fish.
1557|Białe kiełbaski [tradycyjnie je się przed południem].|White sausages are traditionally eaten before noon.
1558|Na kolację [są zwykle tylko kanapki z wędliną].|For supper there's usually just bread and cold cuts.
1559|Obiad [to u nas główny posiłek].|Lunch is the main meal at our place.
1560|Popołudniowa kawka ze znajomymi [to święta tradycja].|The afternoon coffee gathering is a sacred tradition.
1561|Bez kawy [jestem do niczego].|Without my coffee I'm useless.
1562|[Piję czarną kawę].|I drink my coffee black.
1563|Ta kawa [jest dla mnie za słaba].|The coffee is too weak for me.
1564|Herbata [musi parzyć się pięć minut].|The tea needs to steep for five minutes.
1565|To piwo [świetnie wchodzi].|The beer goes down nicely.
1566|To wino [ma długi finisz].|The wine has a long finish.
1567|To wino [jest dla mnie za słodkie].|The wine is too sweet for me.
1568|[Byliśmy na degustacji wina].|We did a wine tasting.
1569|[Nie jestem wielkim znawcą win].|I'm no great wine connoisseur.
1570|[Piję tylko od święta].|I only drink on special occasions.
1571|On [za dużo wypił].|He's had one too many.
1572|Ona [ma mocną głowę].|She can hold her drink.
1573|[Zarwaliśmy całą noc].|We partied through the night.
1574|Następnego ranka [miałem potwornego kaca].|The next morning I had a massive hangover.
1575|Klin [pomaga na kaca].|A beer the morning after helps with the hangover.
1576|To [mi nie posłużyło].|That didn't agree with me.
1577|[Rozstroiłem sobie żołądek].|I upset my stomach.
1578|Jedzenie [było niejadalne].|The food was inedible.
1579|To [można by dać świniom].|You could feed that to the pigs.
1580|Jedzenie [było poniżej wszelkiej krytyki].|The food was beneath contempt.
1581|Ten lokal [to totalna porażka].|The place is a letdown.
1582|[Nigdy więcej tam nie pójdziemy].|We're never going there again.
1583|[Wystawiliśmy złą opinię].|We wrote a bad review.
1584|Gospodarz [postawił nam wódkę].|The landlord bought us a schnapps.
1585|To [na koszt firmy], powiedział kelner.|That's on the house, said the waiter.
1586|[Ugoszczono nas po królewsku].|We were treated like royalty.
1587|Ona [jest wspaniałą gospodynią].|She's an excellent host.
1588|U niej [od razu czujesz się mile widziany].|At her place you feel welcome right away.
1589|Czym [mogę Pana poczęstować]?|What can I offer you?
1590|Tylko [bez żadnych ceregieli]!|Don't go to any trouble!
1591|[Ugotowałem specjalnie dla was].|I cooked specially for you.
1592|[Musicie kiedyś spróbować mojej lazanii].|You should try my lasagna sometime.
1593|Domowe [po prostu smakuje lepiej].|Homemade just tastes better.
1594|Głód [to najlepszy kucharz].|Hunger is the best sauce.
1595|Człowiek [jest tym, co je].|You are what you eat.
1596|Jedzenie i picie [trzyma człowieka przy życiu i w dobrym humorze].|Eating and drinking keep body and soul together.
1597|Czego chłop nie zna, [tego nie zje].|People won't try what they don't know.
1598|[Nie chwal dnia przed zachodem słońca], jedzenia też nie.|Don't count your chickens before they hatch, not even the food.
1599|[Co za bzdura]!|That's nonsense!
1600|On [zawsze musi mieć coś specjalnego].|He always wants special treatment.
1601|[Czym się zajmujesz] zawodowo?|What do you do for work?
1602|[Pracuję jako] nauczycielka.|I work as a teacher.
1603|[Jestem] inżynierem.|I'm an engineer.
1604|[Pracuję w] banku.|I work at a bank.
1605|[Mam] dzisiaj [wolne].|I have the day off today.
1606|[Pracuję] od dziewiątej do piątej.|I work from nine to five.
1607|[Jeżdżę] do pracy autobusem.|I take the bus to work.
1608|[Jestem] w biurze.|I'm at the office.
1609|[Jestem] studentem.|I'm a student.
1610|[Studiuję] medycynę.|I study medicine.
1611|[Gdzie pracujesz]?|Where do you work?
1612|[Pracuję] na pół etatu.|I work part-time.
1613|[Pracuję] na pełen etat.|I work full-time.
1614|[To jest] mój szef.|This is my boss.
1615|[Moi koledzy są] mili.|My colleagues are nice.
1616|[Robię sobie] przerwę.|I'm taking a break.
1617|[Mam] dużo pracy.|I have a lot of work.
1618|[Skończyłem].|I'm done.
1619|[Spóźnię się].|I'm running late.
1620|[Jestem] chory.|I'm sick.
1621|[Praca jest] ciekawa.|The work is interesting.
1622|[Pracuję] przy komputerze.|I work at the computer.
1623|[Pracuję] z domu.|I work from home.
1624|[Mam] nową pracę.|I have a new job.
1625|[Szukam] pracy.|I'm looking for work.
1626|[Kiedy jest] spotkanie?|When is the meeting?
1627|[Jaki jest] twój numer telefonu?|What's your phone number?
1628|[Jaki jest] twój adres e-mail?|What's your email address?
1629|[Piszę] maila.|I'm writing an email.
1630|[Zadzwonię] do ciebie później.|I'll call you later.
1631|[Oto] moje CV.|Here is my CV.
1632|[Dobrze] zarabiam.|I earn well.
1633|[Mam] urlop.|I'm on vacation.
1634|[Praca jest] męcząca.|The work is exhausting.
1635|[Lubię] swoją pracę.|I like my job.
1636|[Jestem] sprzedawczynią.|I'm a salesperson.
1637|[Pracuję] w szpitalu.|I work at the hospital.
1638|[Pracuję] na własny rachunek.|I'm self-employed.
1639|[Firma jest] duża.|The company is big.
1640|[Zaczynamy] o ósmej.|We start at eight.
1641|[Kończę pracę] o piątej.|I finish work at five.
1642|[Miłego wieczoru] po pracy!|Enjoy your evening! (after work)
1643|[Potrzebuję] pomocy.|I need help.
1644|[Nie ma problemu], zrobię to.|No problem, I'll do it.
1645|[Nie mam] czasu.|I don't have time.
1646|[Mam] o dziesiątej [spotkanie].|I have a meeting at ten.
1647|[Pracuję] dzisiaj [zdalnie].|I'm working from home today.
1648|[Możesz mi wysłać] ten plik?|Can you send me the file?
1649|[Wyślę ci] dokumenty.|I'll send you the documents.
1650|[W załączniku przesyłam] moje CV.|Please find my CV attached.
1651|[Z poważaniem]|Kind regards (email sign-off)
1652|[Szanowni Państwo],|Dear Sir or Madam,
1653|[Ubiegam się] o to stanowisko.|I'm applying for the position.
1654|[Mam] rozmowę kwalifikacyjną.|I have a job interview.
1655|[Dostałem] tę pracę!|I got the job!
1656|[Zrobiłem] dużo [nadgodzin].|I've worked a lot of overtime.
1657|[Jestem] totalnie [zestresowany].|I'm totally stressed.
1658|[Drukarka] nie działa.|The printer isn't working.
1659|[Zapomniałem] hasła.|I forgot my password.
1660|[Komputer] się zawiesił.|The computer crashed.
1661|[Zaraz wracam].|I'll be right back.
1662|[Idę] na przerwę obiadową.|I'm going on my lunch break.
1663|[Idziesz] ze mną do stołówki?|Are you coming to the cafeteria?
1664|[Muszę] to [skończyć] do piątku.|I have to finish this by Friday.
1665|[Jaki jest] termin?|When's the deadline?
1666|[Mam] pytanie [dotyczące projektu].|I have a question about the project.
1667|[Jestem] tu nowy.|I'm new here.
1668|[Pracuję tu] już trzy lata.|I've been working here for three years.
1669|[Uczę się] zawodu.|I'm doing an apprenticeship.
1670|[Robię] praktyki.|I'm doing an internship.
1671|[Wziąłem zwolnienie lekarskie].|I called in sick.
1672|[Biorę] w przyszłym tygodniu [urlop].|I'm taking vacation next week.
1673|[Mamy] nowy projekt.|We have a new project.
1674|[Odpowiadam] za marketing.|I'm responsible for marketing.
1675|[Możesz] mnie [zastąpić]?|Can you cover for me?
1676|[Spotkanie] zostało odwołane.|The meeting is canceled.
1677|[Jestem] na spotkaniu.|I'm in a meeting.
1678|[Oddzwonię] do Pana.|I'll call you back.
1679|[Kto mówi], proszę?|Who's speaking, please?
1680|[Łączę] z Panią.|I'll put you through.
1681|[Nie ma go] w tej chwili.|He's not here right now.
1682|[Czy mogę zostawić] wiadomość?|Can I leave a message?
1683|[Ile zarabiasz]?|How much do you earn?
1684|[Dostałem] podwyżkę.|I got a raise.
1685|[Złożyłem] wypowiedzenie.|I quit.
1686|[Szukam] nowego stanowiska.|I'm looking for a new position.
1687|[Zespół jest] super.|The team is great.
1688|[Pracuję] na zmiany.|I work shifts.
1689|[Mam] nocną zmianę.|I'm on the night shift.
1690|[Dojeżdżam] codziennie do pracy.|I commute every day.
1691|[Odezwę się do ciebie] jutro.|I'll get back to you tomorrow.
1692|[Jestem teraz] strasznie [zabiegany].|I'm totally stressed right now.
1693|[Czy moglibyśmy przełożyć] to spotkanie?|Could we reschedule the appointment?
1694|[Miałbym] pewną [propozycję].|I'd have a suggestion.
1695|[Co Pan sądzi o] tym pomyśle?|What do you think of this idea?
1696|[Zgadzam się] z Panią.|I agree with you.
1697|[Widzę to] trochę [inaczej].|I see that somewhat differently.
1698|[Czy mógłby Pan] to [dokładniej wyjaśnić]?|Could you explain that in more detail, please?
1699|[Zajmę się tym].|I'll take care of it.
1700|[Dam ci znać].|I'll let you know.
1701|[Informuj mnie na bieżąco].|Keep me posted.
1702|[Jeszcze się do tego nie zabrałem].|I haven't gotten around to it yet.
1703|[Dzisiaj już tego nie zdążę].|I won't manage it today.
1704|[Mam] mnóstwo [na głowie].|I have a lot on my plate.
1705|[Jestem przeciążony pracą].|I'm overloaded.
1706|[Musimy ustalić priorytety].|We have to set priorities.
1707|[To ma] najwyższy [priorytet].|That has top priority.
1708|[Popełniłem] błąd.|I made a mistake.
1709|[To było nieporozumienie].|That was a misunderstanding.
1710|[Wyślę] Panu [zaproszenie] na spotkanie.|I'll send you an invite for the meeting.
1711|[Dziękuję bardzo za] szybką odpowiedź.|Thank you for your quick reply.
1712|[Czekam na] Pana odpowiedź.|I look forward to hearing from you.
1713|[W załączeniu przesyłam] Pani protokół.|Attached I'm sending you the minutes.
1714|[W razie pytań] chętnie [służę pomocą].|If you have any questions, I'm happy to help.
1715|[Niestety muszę odwołać] spotkanie.|Unfortunately I have to cancel the meeting.
1716|[Będę] znowu [dostępny] od poniedziałku.|I'll be reachable again from Monday.
1717|[Jestem] do piątku [na urlopie].|I'm on vacation until Friday.
1718|[Zakończyliśmy] projekt.|We completed the project.
1719|[Pracuję] właśnie [nad prezentacją].|I'm working on a presentation right now.
1720|[Muszę] jeszcze [sprawdzić] te liczby.|I still have to check the numbers.
1721|[Możemy] szybko [pogadać przez telefon]?|Can we have a quick call?
1722|[W ogóle o tym nie pamiętałem].|That's not on my radar.
1723|Moja umowa [wygasa].|My contract is expiring.
1724|[Dostałem awans].|I got promoted.
1725|[Chciałbym się dokształcić].|I want to further my education.
1726|[Mam doświadczenie] w sprzedaży.|I have experience in sales.
1727|[Moje mocne strony] to praca zespołowa i cierpliwość.|My strengths are teamwork and patience.
1728|[Lubię pracować w zespole].|I like working in a team.
1729|[Potrafię] dobrze [pracować pod presją].|I work well under pressure.
1730|[Kiedy mogę] zacząć?|When can I start?
1731|[Firma] mnie [zatrudniła].|The company hired me.
1732|[Zwolnili mnie].|I got fired / laid off.
1733|[Jestem] teraz [bezrobotny].|I'm unemployed at the moment.
1734|[Jaka jest] atmosfera w zespole?|What's the mood like in the team?
1735|[Klient jest] niezadowolony.|The client is dissatisfied.
1736|[Chciałbym wrócić] do ostatniego punktu.|I'd like to come back to the last point.
1737|[To nie zależy ode mnie].|That's out of my hands.
1738|[Miejmy] to [z tyłu głowy].|Let's keep that in mind.
1739|[Powinniśmy] porozmawiać o tym [w cztery oczy].|We should discuss this in private.
1740|[Uzgodniłem] to [z szefem].|I've cleared it with the boss.
1741|[To sprawa dla szefa].|That's a matter for the boss.
1742|[Wszyscy gramy do jednej bramki].|We're all pulling in the same direction.
1743|[Projekt wisi na włosku].|The project is hanging in the balance.
1744|[Jesteśmy] dobrze [w harmonogramie].|We're well on schedule.
1745|[Mamy opóźnienie].|We're behind schedule.
1746|[Sprawa jest już załatwiona].|That's been taken care of.
1747|[Jestem po uszy] w pracy.|I'm up to my ears in work.
1748|[To niepotrzebnie zabiera czas].|That takes up unnecessary time.
1749|[Muszę] jeszcze [parę rzeczy załatwić].|I still have a few things to take care of.
1750|[Musimy to zrobić porządnie].|We have to do this properly.
1751|[Mam dość] tej pracy.|I'm fed up with this job.
1752|[Jestem wypalony].|I'm burned out.
1753|[Praca mnie przerasta].|The work is getting on top of me.
1754|[Robię tylko absolutne minimum].|I'm doing the bare minimum.
1755|[On jest pracoholikiem].|He's a workaholic.
1756|[Zrobiła karierę].|She made a career for herself.
1757|[Negocjuję] swoją pensję.|I'm negotiating my salary.
1758|[To nie podlega negocjacjom].|That's non-negotiable.
1759|[Powinniśmy dmuchać na zimne].|We should play it safe.
1760|[Wprawię] to [w ruch].|I'll get that started.
1761|[Jestem] tu [innego zdania].|I'm of a different opinion there.
1762|[To słuszna uwaga].|That's a good objection.
1763|[To strata czasu].|That's a waste of time.
1764|[Kręcimy się w kółko].|We're going around in circles.
1765|[Podsumujmy] to [krótko].|Let's quickly summarize.
1766|[Skonsultowałem się] z zespołem.|I consulted with the team.
1767|[Zlecenie jest zapięte na ostatni guzik].|The deal is in the bag.
1768|[Zdobyliśmy] to [zlecenie].|We landed the contract.
1769|[To spotkanie mogło być mailem].|The meeting could have been an email.
1770|[Od jutra jestem na urlopie] i bez kontaktu.|I'm on vacation from tomorrow and unreachable.
1771|[Mam teraz głowę pełną spraw].|My head is full right now.
1772|[On] wszystko [odkłada na później].|He puts everything off.
1773|[To miecz obosieczny].|That's a double-edged sword.
1774|[Pracuję na najwyższych obrotach].|I'm working flat out.
1775|[To był pełen sukces].|That was a complete success.
1776|[Ogólnie rzecz biorąc] jestem zadowolony z wyniku.|By and large, I'm happy with the result.
1777|[Powinniśmy ruszyć] z tym projektem.|We should get the project off the ground.
1778|[To nie jest szczyt marzeń], ale działa.|It's not ideal, but it works.
1779|[Musimy wyłożyć karty na stół].|We have to put our cards on the table.
1780|Na prezentacji [dał z siebie wszystko].|He pulled out all the stops in the presentation.
1781|[Jesteśmy pod ogromną presją czasu].|We're under enormous time pressure.
1782|[Wszystko zależy] od budżetu.|It all depends on the budget.
1783|[Musimy trzymać rękę na pulsie].|We have to stay on the ball.
1784|[Ma smykałkę do] negocjacji.|He has a knack for negotiations.
1785|[To ona pociąga za sznurki].|She's pulling the strings.
1786|[To nie moja działka].|That's not my department.
1787|[Jesteśmy na dobrej drodze].|We're on the right track.
1788|[To wykracza poza] ramy projektu.|That goes beyond the scope.
1789|[Będę Pana osłaniać].|I'll cover for you.
1790|[Projekt utknął w miejscu].|The project has stalled.
1791|[Musimy pociągnąć za hamulec bezpieczeństwa].|We have to pull the plug.
1792|[On się podlizuje] szefowi.|He's sucking up to the boss.
1793|[To kropla w morzu potrzeb].|That's a drop in the ocean.
1794|[Nie wymyśliliśmy koła na nowo].|We didn't reinvent the wheel.
1795|[Już nie wiem, co robić].|I'm at my wit's end.
1796|[To już jest dopięte].|That's all wrapped up.
1797|[On kopie pode mną dołki].|He's trying to get me fired.
1798|[Musimy odkryć karty].|We have to show our true colors.
1799|[Nie będę się za bardzo wychylać].|I'm not going out on a limb.
1800|To nas [do niczego nie prowadzi].|That doesn't get us anywhere.
1801|[Znalazłem pracę jako] pielęgniarz.|I found a job as a nurse.
1802|[Pracuję na zmiany] i często mam nocki.|I work shifts and often have night shifts.
1803|[Mamy elastyczne godziny pracy].|We have flexible working hours.
1804|Dzisiaj [kończę wcześniej].|I'm finishing early today.
1805|Czy mogę [wziąć jutro dzień urlopu]?|Can I take a day off tomorrow?
1806|W tym tygodniu [jestem w delegacji].|I'm on a business trip this week.
1807|[Muszę jeszcze odpisać na kilka maili].|I still have to answer a few emails.
1808|[Czy mógłby Pan przesłać mi] dokumenty [do piątku]?|Could you send me the documents by Friday?
1809|[Przegapiłem termin].|I missed the deadline.
1810|[Mieścimy się w harmonogramie].|We're on schedule.
1811|Spotkanie [przeniesiono na czwartek].|The meeting was moved to Thursday.
1812|[Dołączam do spotkania przez wideo].|I'm joining the meeting by video.
1813|[Masz wyciszony mikrofon].|You're on mute.
1814|[Możesz udostępnić ekran]?|Can you share your screen?
1815|Mój szef [jest dość surowy].|My boss is pretty strict.
1816|Koleżanka z pracy [bardzo mi pomogła].|My colleague helped me a lot.
1817|[Lubię z nim pracować].|I like working with him.
1818|[Mam sześciomiesięczny okres próbny].|I have a six-month probation period.
1819|[Zarabiam więcej niż wcześniej].|I earn more than before.
1820|[Ile masz dni urlopu]?|How many vacation days do you have?
1821|[Jestem zadowolony ze swojej pracy].|I'm happy with my job.
1822|[Chcę zmienić branżę].|I want a career change.
1823|[Wysłałem CV do trzech firm].|I applied to three companies.
1824|[Jak poszła rozmowa kwalifikacyjna]?|How did the job interview go?
1825|[Dostałem ofertę pracy]!|They offered me the job!
1826|Niestety [dostałem odmowę].|Unfortunately I got a rejection.
1827|[Zaczynam pierwszego października].|I start on October first.
1828|[Pracuję w księgowości].|I work in accounting.
1829|[Odpowiadam za obsługę klienta].|I'm responsible for customer service.
1830|[Jestem zawalony robotą].|I'm swamped with work.
1831|[Ledwo nadążam z pracą].|I can barely keep up with work.
1832|[Mamy braki kadrowe].|We're understaffed.
1833|Projekt [wymknął się spod kontroli].|The project got out of hand.
1834|[Musimy zaciągnąć hamulec awaryjny].|We have to pull the emergency brake.
1835|[Przekroczyliśmy budżet].|We've gone over budget.
1836|[Nie da się dotrzymać] tego terminu.|The deadline can't be met.
