1|[Ahoj], jak se máš?|Hi, how's it going?
2717|[Ke vstupu do země potřebujete vízum].|You need a visa to enter.
2718|Hraniční kontrola [trvala věčnost].|Border control took forever.
2719|Na celnici [nás důkladně prohledali].|We were searched thoroughly at customs.
2720|Varování před cestováním [bylo zrušeno].|The travel warning was lifted.
2721|Ministerstvo zahraničí [nedoporučuje cesty do té oblasti].|The Foreign Office advises against travel to the region.
2722|Masový turismus [ničí staré město].|Mass tourism is destroying the old town.
2723|Místní [už si nemůžou dovolit nájmy].|The locals can no longer afford the rents.
2724|Hodně měst [zavádí turistický poplatek].|Many cities are introducing a tourist tax.
2725|[Snažím se cestovat udržitelněji].|I'm trying to travel more sustainably.
2726|[Nelétám na krátké vzdálenosti].|I avoid short-haul flights.
2727|[Kompenzuju emise ze svých letů].|I offset my flights.
2728|Ve vlaku [je cesta cílem].|By train, the journey is the destination.
2729|[Udělali jsme si zastávku ve Vídni].|We made a stopover in Vienna.
2730|To město [mě úplně učarovalo].|The city captivated me.
2731|To město [má úplně svébytné kouzlo].|The city exudes a charm all its own.
2732|Staré město [je na seznamu světového dědictví UNESCO].|The old town is a UNESCO World Heritage Site.
2733|[Je tu cítit dech historie].|You can feel the breath of history.
2734|Město [žije nonstop].|The city pulses around the clock.
2735|Tady [se nikdy nespí].|Nobody sleeps here.
2736|Vesnice [leží malebně na svahu].|The village sits picturesquely on the hillside.
2737|Tady [se zastavil čas].|Time has stood still here.
2738|To [je ráj na zemi].|It's paradise on earth.
2739|Do zátoky [se dá dostat jen lodí].|The bay can only be reached by boat.
2740|Pláž [byla úplně liduprázdná].|The beach was deserted.
2741|[Měli jsme pláž jen pro sebe].|We had the beach to ourselves.
2742|Voda [byla křišťálově čistá].|The water was crystal clear.
2743|[Stanovali jsme pod hvězdnou oblohou].|We camped under the starry sky.
2744|[Cestovali jsme obytňákem].|We traveled by camper van.
2745|[Putovali jsme od chaty k chatě].|We hiked from hut to hut.
2746|Cesta [byla špatně značená].|The trail was poorly signposted.
2747|[Ztratili jsme orientaci].|We lost our bearings.
2748|[Už se stmívalo, když jsme dorazili].|It was already getting dark when we arrived.
2749|[Ubytování jsme našli jen s velkými obtížemi].|We only found the accommodation with difficulty.
2750|Hostitelé [nás srdečně přivítali].|The hosts welcomed us warmly.
2751|[Pozvali nás na večeři].|We were invited to dinner.
2752|Ta cesta [změnila můj pohled na svět].|The trip changed how I see the world.
2753|[Vrátil jsem se s kufrem plným vzpomínek].|I came back with a suitcase full of memories.
2754|[Zamiloval jsem se do té země].|I fell in love with the country.
2755|[Dovedu si představit, že bych tam žil].|I could imagine living there.
2756|[Zažil jsem kulturní šok].|I experienced culture shock.
2757|[Člověk se musí přizpůsobit místním zvyklostem].|You have to adapt to the local customs.
2758|[Šlápl jsem vedle], protože jsem neznal místní zvyky.|I put my foot in it because I didn't know the customs.
2759|Spropitné [tam není zvykem].|Tipping isn't customary there.
2760|Smlouvání [ke tržišti prostě patří].|Haggling is part of the bazaar.
2761|[Jsem mizerný vyjednavač].|I'm a terrible negotiator.
2762|[Nechali jsme se rozmazlovat, jak jen to šlo].|We let ourselves be thoroughly pampered.
2763|[Dal jsem si digitální detox].|I took a digital detox.
2764|[Byl jsem dva týdny offline].|I was offline for two weeks.
2765|Všední den [mě rychle zase dohnal].|Everyday life quickly caught up with me.
2766|Odpočinek [vydržel přesně dva dny].|The relaxation lasted exactly two days.
2767|[Z téhle cesty budu ještě dlouho žít].|I'll live off this trip for a long time.
2768|[Jsem světoběžník].|I'm a globetrotter.
2769|[Už jsem procestoval všechny kontinenty].|I've already traveled to every continent.
2770|Můj pas [je plný razítek].|My passport is full of stamps.
2771|[Chytil mě cestovatelský virus].|I've caught the travel bug.
2772|[Nikde nejsem tak úplně doma].|I'm not really at home anywhere.
2773|[Žiju z kufru].|I'm living out of a suitcase.
2774|[Jsem pořád na cestách].|I'm always on the go.
2775|[Hodně cestuju pracovně].|I travel a lot for work.
2776|Služební cesty [nemají s dovolenou moc společného].|Business trips have little to do with vacation.
2777|[Spojím služební cestu s pár dny dovolené].|I'm combining the business trip with a few vacation days.
2778|[Pracuju jako digitální nomád].|I work as a digital nomad.
2779|[Můžu pracovat odkudkoli].|I can work from anywhere.
2780|[Udělali jsme si víkendový výlet do města].|We took a weekend city trip.
2781|[Vyrazili jsme na plavbu výletní lodí].|We went on a cruise.
2782|Výletní plavby [jsou kritizované kvůli zátěži pro životní prostředí].|Cruises are criticized for their environmental impact.
2783|[Dostal jsem mořskou nemoc].|I got seasick.
2784|Přeplavba [byla bouřlivá].|The crossing was stormy.
2785|[Dorazili jsme tak akorát].|We arrived just in time.
2786|O vlásek [nám ujel trajekt].|We very nearly missed the ferry.
2787|[U gatu jsme byli na poslední chvíli].|We made it to the gate at the last minute.
2788|Naše zavazadla [si udělala cestu kolem světa].|Our luggage went on a world tour.
2789|Kufr [se zase našel].|The suitcase turned up again.
2790|[Byla to cesta mého života].|It was the trip of my life.
2791|Kdo cestuje, [ten má co vyprávět].|Anyone who travels has stories to tell.
2792|Cesta [vedla po dobrodružných serpentinách].|The drive took us over hair-raising hairpin bends.
2793|[Přizpůsobili jsme se místním zvykům].|We adapted to the local customs.
2794|To město [je tavicí kotel kultur].|The city is a melting pot of cultures.
2795|[Cítili jsme se tak trochu ztracení].|We felt a little lost.
2796|Ten výhled [nám vyrazil dech].|The view took our breath away.
2797|[Vyrazili jsme za úsvitu].|We set off at dawn.
2798|[Vyzvedli jsme si půjčené auto na letišti].|We picked up a rental car at the airport.
2799|Ve vlaku [skoro vždycky usnu].|I almost always fall asleep on the train.
2800|[Cestou jsme si udělali přestávku].|We took a break on the way.
2801|[Hledám] bundu.|I'm looking for a jacket.
2802|[To je] moc drahé.|That's too expensive.
2803|[To je] levné.|That's cheap.
2804|[Vezmu si] to.|I'll take it.
2805|[Máte] to v modré?|Do you have that in blue?
2806|[Kde je] pokladna?|Where's the checkout?
2807|[Platím] hotově.|I'm paying cash.
2808|[Tašku], prosím.|A bag, please.
2809|[Nepotřebuju] tašku.|I don't need a bag.
2810|[Kdy] otevírá obchod?|When does the store open?
2811|[Kdy] zavírá supermarket?|When does the supermarket close?
2812|[Jdu] nakupovat.|I'm going shopping.
2813|[Kde koupím] chleba?|Where can I get bread?
2814|[Chtěl bych] kilo jablek.|I'd like a kilo of apples.
2815|[To je] všechno.|That's everything.
2816|[Ještě něco]?|Anything else?
2817|[Ne, to je všechno].|No, that's it.
2818|[Stojí to] deset eur.|That costs ten euros.
2819|[Kolik] to dělá?|How much is that altogether?
2820|[Účtenku], prosím.|The receipt, please.
2821|[Jen se dívám].|I'm just looking.
2822|[To se mi líbí].|I like that.
2823|[To se mi nelíbí].|I don't like that.
2824|[Jakou velikost] máte?|What size are you?
2825|[Mám] velikost M.|I'm a size M.
2826|[To je] moc velké.|That's too big.
2827|[To je] moc malé.|That's too small.
2828|[Sedí to] dobře.|That fits well.
2829|[Kde je] kabinka?|Where's the fitting room?
2830|[Máte] mléko?|Do you have milk?
2831|[Potřebuju] vodu.|I need water.
2832|[Kde najdu] sýr?|Where do I find the cheese?
2833|[To je] dárek.|That's a present.
2834|[Je to] ve slevě?|Is that on sale?
2835|[Kupuju si] nové boty.|I'm buying new shoes.
2836|[Obchod je] zavřený.|The store is closed.
2837|[Obchod je] otevřený.|The store is open.
2838|[Tady máte] drobné nazpátek.|Here's your change.
2839|[Nemám] u sebe hotovost.|I don't have any cash.
2840|[Kde je] bankomat?|Where is an ATM?
2841|[Chci si] to koupit.|I want to buy that.
2842|[Ty boty jsou] hezké.|The shoes are nice.
2843|[To tričko stojí] pět eur.|The T-shirt costs five euros.
2844|[Můžu si] to [vyzkoušet]?|Can I try that on?
2845|[Máte] to [o číslo větší]?|Do you have that one size bigger?
2846|[Máte] to [o číslo menší]?|Do you have that one size smaller?
2847|[Jenom se rozhlížím].|I'm just looking around.
2848|[Můžete mi pomoct]? Hledám šaty.|Can you help me? I'm looking for a dress.
2849|[Sluší mi] to?|Does that suit me?
2850|[To ti] moc [sluší]!|That looks good on you!
2851|[Je mi to] moc těsné.|That's too tight for me.
2852|[Je mi to] moc volné.|That's too loose for me.
2853|[Máte] to [i v jiné barvě]?|Does that come in another color?
2854|[Můžete mi] to [zabalit jako dárek]?|Can you gift-wrap that?
2855|[Kde můžu] zaplatit?|Where can I pay?
2856|[Berete] kreditní karty?|Do you take credit cards?
2857|[Můžu zaplatit] bezkontaktně?|Can I pay contactless?
2858|[Karta] nefunguje.|The card isn't working.
2859|[Dal bych si] 20 deka šunky.|I'd like 200 grams of ham.
2860|[Může to být] trochu [víc]?|Is a bit more okay?
2861|[Je to] čerstvé?|Is that fresh?
2862|[To je] vyprodané.|That's sold out.
2863|[Kdy přijde] nové zboží?|When is new stock coming in?
2864|[Objednal jsem] to přes internet.|I ordered that online.
2865|[Balík] ještě nepřišel.|The package isn't here yet.
2866|[Pošlu] to [zpátky].|I'm sending that back.
2867|[Dneska je] všechno [zlevněné].|Everything is reduced today.
2868|[Je tam] dvacetiprocentní [sleva].|There's a 20 percent discount.
2869|[Potřebuju] dárek pro mámu.|I need a present for my mother.
2870|[Co mu] můžu [dát k dárku]?|What can I give him?
2871|[Jdu] na trh.|I'm going to the market.
2872|[Trh] je v sobotu.|The market is on Saturdays.
2873|[Nakupuju] většinou v supermarketu.|I usually shop at the supermarket.
2874|[Mám] nákupní seznam.|I have a shopping list.
2875|[Ještě potřebujeme] toaleťák.|We still need toilet paper.
2876|[Máš] tu účtenku?|Do you have the receipt?
2877|[To byl] špatný nákup.|That was a bad purchase.
2878|[Šetřím] na nový mobil.|I'm saving for a new phone.
2879|[Už] nemám [žádné] peníze.|I don't have any money left.
2880|[Na to nemám].|I can't afford that.
2881|[Utratil jsem] moc peněz.|I spent too much.
2882|[Můžeš mi půjčit] peníze?|Can you lend me money?
2883|[Vrátím] ti ty peníze zítra.|I'll give you the money back tomorrow.
2884|[Kolik] jsi za to [dal]?|How much did you pay for it?
2885|[To je] dobrá cena.|That's a good price.
2886|[Je tu] dlouhá fronta.|There's a long line here.
2887|[Kdo je] další?|Who's next?
2888|[Jste na řadě].|It's your turn.
2889|[Potřebujete] účtenku?|Do you need the receipt?
2890|[Dal bych si] půl kila rajčat.|I'd like a pound of tomatoes.
2891|[Chtěl bych] to [vyměnit].|I'd like to exchange this.
2892|[To je na mě moc drahé].|That's too expensive for me.
2893|[Chtěl bych] to [vrátit].|I'd like to return this.
2894|[Můžu dostat] peníze [zpátky]?|Can I get my money back?
2895|[Je to poškozené].|That's damaged.
2896|[Bylo to rozbité] už při koupi.|It was already broken when I bought it.
2897|[Je] na to [záruka]?|Is there a warranty on it?
2898|[Účtenku] už [nemám].|I don't have the receipt anymore.
2899|[Chtěl bych] to [reklamovat].|I'd like to make a complaint about this.
2900|[Můžete] mi dát [slevu]?|Can you give me a discount?
2901|[Je to konečná cena]?|Is that the final price?
2902|[To je speciální nabídka].|That's a special offer.
2903|[Ve výprodeji] je všechno levnější.|Everything is cheaper at the clearance sale.
2904|[Na internetu] jsem to viděl levněji.|I saw that cheaper online.
2905|[Musím si] to ještě [rozmyslet].|I still have to think about it.
2906|[Nechám si] to [odložit].|I'll have it put on hold.
2907|[Můžete] to [objednat]?|Can you order that?
2908|[Doručení] trvá tři dny.|Delivery takes three days.
2909|[Je doprava zdarma]?|Is shipping free?
2910|Balík [nechali] u souseda.|The package was left with the neighbor.
2911|[Radši kupuju z druhé ruky].|I prefer buying secondhand.
2912|[Rád chodím na bleší trh].|I like going to the flea market.
2913|[Dbám na] kvalitu.|I pay attention to quality.
2914|[Ta kvalita je zklamání].|The quality is disappointing.
2915|[To se] nevyplatí.|That's not worth it.
2916|[To se vyplatilo].|That was worth it.
2917|[Jsem lovec slev].|I'm a bargain hunter.
2918|[Nerad chodím nakupovat].|I don't like going shopping.
2919|[Kupuju jen to nejnutnější].|I only buy the essentials.
2920|[Přečerpal jsem] si účet.|I overdrew my account.
2921|[Musím šetřit].|I have to save money.
2922|Ceny [stouply].|Prices have gone up.
2923|[Všechno zdražuje].|Everything is getting more expensive.
2924|[To se nevejde do rozpočtu].|That's not in the budget.
2925|[Přišel mi účet].|I received a bill.
2926|[Platím na splátky].|I'm paying in installments.
2927|[Pošlu] ti ty peníze na účet.|I'll transfer you the money.
2928|[Ještě ti dlužím] dvacet eur.|I still owe you twenty euros.
2929|[Dělíme se] o náklady.|We're splitting the costs.
2930|[Koupil jsem] to [v akci].|I got that on sale.
2931|Obchod má otevřeno [do osmi večer].|The store is open until 8 p.m.
2932|[V neděli] mají obchody [zavřeno].|On Sundays the stores are closed.
2933|[Dopřál jsem si něco hezkého].|I treated myself to something nice.
2934|[To je značkový výrobek].|That's a brand-name product.
2935|[Privátní značka obchodu] je stejně dobrá.|The store brand is just as good.
2936|[To byla fakt výhodná koupě].|That was a real bargain.
2937|[To je lichva]!|That's daylight robbery!
2938|[Natáhli mě].|They ripped me off.
2939|[To stojí majlant].|That costs a fortune.
2940|[To je za babku].|That's dirt cheap.
2941|[To stojí hotové jmění].|That costs the earth.
2942|[Stojí to za ty peníze].|That's worth the money.
2943|[Jsem na mizině].|I'm broke.
2944|[Mám hluboko do kapsy].|I'm short on cash.
2945|[Musím si utáhnout opasek].|I have to tighten my belt.
2946|[Dostal jsem nákupní horečku].|I went on a shopping spree.
2947|[To byl nákup z rozmaru].|That was an impulse buy.
2948|[Jsem závislý na nakupování].|I'm a shopaholic.
2949|[Peníze mi protekly mezi prsty].|The money slipped through my fingers.
2950|[Žiju z ruky do úst].|I live hand to mouth.
2951|[To jsou vyhozené peníze].|That's money down the drain.
2952|[Hned jsem po tom skočil].|I snapped it up.
2953|[Na to si nemůžeš stěžovat].|You can't complain about that.
2954|[O ceně se dá jednat].|The price is negotiable.
2955|[Plácli jsme si].|We've struck a deal.
2956|[Nabídka platí jen dnes].|The offer is only valid today.
2957|[Do vyprodání zásob].|While supplies last.
2958|[To ti nezbaštím].|I don't buy that. (I don't believe you)
2959|[Ztratil jsem přehled o] svých [výdajích].|I've lost track of my spending.
2960|[Vedu si domácí rozpočet].|I keep a household budget.
2961|[Vrácení peněz] trvá moc dlouho.|The refund is taking too long.
2962|[Podal jsem námitku].|I filed an objection.
2963|[To je podvod].|That's a scam.
2964|Zboží je [vadné].|The goods are defective.
2965|[To už není k dostání].|That's no longer available.
2966|[Předplatil jsem si] časopis.|I took out a subscription.
2967|[Zrušil jsem předplatné].|I canceled the subscription.
2968|Poštovné je [pěkně mastné].|The shipping costs are steep.
2969|[Nakupuju udržitelně].|I shop sustainably.
2970|[Vždycky porovnávám ceny].|I always compare prices.
2971|[Poměr cena výkon] je dobrý.|The value for money is right.
2972|Centrum je [jako vymřelé].|The city center is deserted.
2973|[Za oblečení moc neutrácím].|I don't spend much on clothes.
2974|[Kdo levně kupuje, dvakrát kupuje].|Buy cheap, buy twice.
2975|[Peníze samy o sobě štěstí nepřinesou].|Money alone doesn't make you happy.
2976|[Musím obracet každou korunu].|I have to count every penny.
2977|[Topí se v penězích].|He's rolling in money.
2978|[To udělá díru do rozpočtu].|That leaves a hole in the budget.
2979|[To nestojí za řeč].|That's not worth mentioning.
2980|[Vyhodil jsem peníze oknem].|I threw my money out the window.
2981|[Kupovat zajíce v pytli].|To buy a pig in a poke.
2982|[Náš zákazník, náš pán].|The customer is king.
2983|[To se nedá vyvážit zlatem].|That's worth its weight in gold.
2984|[On se nenechá zahanbit].|He doesn't skimp.
2985|[Žije na vysoké noze].|She lives the high life.
2986|[To se prodraží].|That gets expensive.
2987|[Jsem úplně švorc].|I'm flat broke.
2988|[Vzali nás na hůl].|We've been swindled.
2989|[To je k nezaplacení].|That's priceless.
2990|Prodáno [za pár šupů].|Sold for a song.
2991|[Obchod jde jako na drátkách].|Business is booming.
2992|[Je to hrozný držgrešle].|He's a penny-pincher.
2993|[Držím peníze pěkně pohromadě].|I keep a tight hold on my money.
2994|[To je terno].|That's a steal.
2995|[Peníze nesmrdí].|Money is money.
2996|[Nemáme nic našetřeno na horší časy].|We have no savings put by.
2997|[To stojí strašné peníze].|That costs a small fortune.
2998|[Ceny vylétly do nebes].|Prices have gone through the roof.
2999|[Kdo neváží malých věcí, velkých není hoden].|Look after the pennies and the pounds will look after themselves.
3000|[Čas jsou peníze].|Time is money.
3001|[Hledám dárek pro tátu].|I'm looking for a present for my father.
3002|[Máte to i v černé]?|Do you have this in black too?
3003|[Kde jsou zkušební kabinky]?|Where are the fitting rooms?
3004|Ty kalhoty [mi nesedí].|The trousers don't fit me.
3005|Ty boty [trochu tlačí].|The shoes pinch a little.
3006|[Můžu to vrátit], když mi to nebude sedět?|Can I return it if it doesn't fit?
3007|Kolik [mám času na výměnu]?|How long do I have to exchange it?
3008|[Chtěl bych vrátit peníze].|I'd like my money back.
3009|[Berete i kreditní karty]?|Do you also take credit cards?
3010|[Radši platím mobilem].|I'd rather pay with my phone.
3011|[Potřebujete tašku]?|Do you need a bag?
3012|[Máte věrnostní kartu]?|Do you have a loyalty card?
3013|Obchod [má otevřeno do osmi].|The shop is open until eight.
3014|[Radši si to objednám přes internet].|I'd rather order that online.
3015|Balík [přijde zítra].|The package will be delivered tomorrow.
3016|[Nebyl jsem doma, když přišel kurýr].|I wasn't home when the courier came.
3017|[Musím si vyzvednout balík na poště].|I have to pick up the package at the post office.
3018|[Přišla mi špatná věc].|I received the wrong item.
3019|[Pošlu to zpátky].|I'm sending it back.
3020|Vrácení [je zdarma].|Returns are free.
3021|Momentálně [je všechno zlevněné].|Everything is reduced at the moment.
3022|[Ušetřil jsem padesát procent].|I saved fifty percent.
3023|To [už bohužel nemáme skladem].|Unfortunately that's no longer in stock.
3024|[Můžete mi to objednat]?|Can you order it for me?
3025|[Potřebuju nový notebook].|I need a new laptop.
3026|[Nejdřív porovnám ceny].|I'm comparing prices first.
3027|[Kupuju jen to, co opravdu potřebuju].|I only buy what I really need.
3028|[Šetřím na nové kolo].|I'm saving for a new bike.
3029|Na konci měsíce [mám vždycky hluboko do kapsy].|At the end of the month I'm always short of money.
3030|Kvalita [nechává hodně na přání].|The quality leaves a lot to be desired.
3031|[Po dvou týdnech se to rozbilo].|It broke after two weeks.
3032|[Chtěl bych podat reklamaci].|I'd like to file a complaint.
3033|To [se vztahuje na záruku].|That's covered by the warranty.
3034|Záruka [bohužel už vypršela].|Unfortunately the warranty has expired.
3035|[Můžeme Vám nabídnout poukaz].|We can offer you a voucher.
3036|[Trvám na vrácení peněz].|I insist on a refund.
3037|[Chtěl bych mluvit s vedoucím prodejny].|I'd like to speak to the store manager.
3038|To [je zákaznický servis na jedničku].|That's customer service at its finest.
3039|[Jsem věrný zákazník].|I'm a loyal customer.
3040|[Schoval jsem si účtenku].|I kept the receipt.
3041|To [byl fakt šťastný úlovek].|That was a real lucky find.
3042|[Ulovil jsem to ve výprodeji].|I snagged it in the clearance sale.
3043|To [byl spontánní nákup].|That was a spontaneous purchase.
3044|[Lituju toho nákupu].|I regret the purchase.
3045|[Nechal jsem se ukecat ke koupi].|I let myself be talked into buying it.
3046|Prodavač [byl dost vtíravý].|The salesperson was pretty pushy.
3047|[Chci se jen poradit].|I'm just getting advice.
3048|[Ještě si to rozmyslím].|I'll think about it.
3049|[Radši počkám na Black Friday].|I'd rather wait for Black Friday.
3050|Na internetu [je to výrazně levnější].|It's significantly cheaper online.
3051|[Radši nakupuju v obchodě za rohem].|I prefer buying from the shop around the corner.
3052|[Chci podpořit místní obchody].|I want to support local retail.
3053|Centrum města [vymírá].|The city center is dying out.
3054|Spousta obchodů [je prázdných].|Many shops are empty.
3055|[Nejsem fanoušek nákupních center].|I'm not a fan of shopping malls.
3056|V sobotu [je město úplně narvané].|On Saturdays the city is totally packed.
3057|[Nesnáším stání ve frontě].|I hate standing in line.
3058|[Používám samoobslužnou pokladnu].|I use the self-checkout.
3059|To [mi strhli dvakrát].|That was charged twice.
3060|Moje karta [byla zamítnutá].|My card was declined.
3061|[Zapomněl jsem si peněženku].|I forgot my wallet.
3062|[Jen si rychle vyberu peníze].|I'll quickly withdraw some cash.
3063|Bankomat [mi spolkl kartu].|The ATM swallowed my card.
3064|[Musím si nechat zablokovat kartu].|I have to have my card blocked.
3065|[Pošlu ti ty peníze ještě dneska].|I'll transfer the money to you today.
3066|Platba [ještě nedorazila].|The transfer hasn't arrived yet.
3067|[Nastavil jsem si trvalý příkaz].|I set up a standing order.
3068|Můj účet [je v mínusu].|My account is overdrawn.
3069|[Vzal jsem si úvěr].|I took out a loan.
3070|[Splácím to po částech].|I'm paying it off in installments.
3071|[Každý měsíc si něco odložím stranou].|I put something aside every month.
3072|[Vedu si rozpočet], abych měl přehled.|I keep a budget book to keep track.
3073|[Utrácím moc za jídlo].|I spend too much on food.
3074|Fixní náklady [mi sežerou celou výplatu].|Fixed costs eat up my salary.
3075|[Ruším pár předplatných].|I'm canceling a few subscriptions.
3076|Předplatné [se automaticky prodlužuje].|The subscription renews automatically.
3077|[Spadl jsem do předplatitelské pasti].|I fell into a subscription trap.
3078|To [je zlodějina].|That's a rip-off.
3079|To [se z dlouhodobého hlediska vyplatí].|That pays off in the long run.
3080|Kvalita [něco stojí].|Quality comes at a price.
3081|[Radši si jednou koupím něco pořádného].|I'd rather buy something good once.
3082|[Kupuju hodně z druhé ruky].|I buy a lot secondhand.
3083|[Prodávám své staré věci přes internet].|I sell my old things online.
3084|[Koupil jsem si mobil z druhé ruky].|I bought the phone used.
3085|Ten přístroj [je jako nový].|The device is as good as new.
3086|[Nechám to opravit, místo abych to vyhodil].|I'm having it repaired instead of throwing it away.
3087|[Snažím se míň konzumovat].|I'm trying to consume less.
3088|[Nakupuju bez obalu].|I shop package-free.
3089|[Nosím si vlastní tašku].|I bring my own bag.
3090|To [je fair trade].|That's fair trade.
3091|Značka [je mi jedno].|I don't care about the brand.
3092|[Kupuje jen značkové hadry].|He only buys designer clothes.
3093|To [je výhodná koupě, kterou jsem si nechtěl nechat ujít].|That's a bargain I didn't want to miss.
3094|[Chytla mě nákupní horečka].|I'm on a shopping spree.
3095|[Rád nakupuju, když se potřebuju odreagovat].|I like shopping to relieve stress.
3096|Ceny [poslední dobou vystřelily nahoru].|Prices have exploded lately.
3097|Inflace [je v supermarketu znát].|Inflation is noticeable in the supermarket.
3098|S těmi penězi [sotva vyjdu].|I can barely make ends meet with this money.
3099|To [výrazně přesahuje můj rozpočet].|That far exceeds my budget.
3100|To [mi za to nestojí].|It's not worth it to me.
3101|Nabídka [je vázaná na podmínky].|The offer is subject to conditions.
3102|To [je napsané drobným písmem].|That's in the small print.
3103|Obchodní podmínky [jsem samozřejmě nečetl].|Of course I didn't read the terms and conditions.
3104|[Využil jsem svého práva na odstoupení od smlouvy].|I exercised my right of withdrawal.
3105|Prodejce [dělá potíže].|The retailer is being difficult.
3106|[Obrátil jsem se na spotřebitelskou poradnu].|I turned to the consumer advice center.
3107|To [hraničí s podvodem].|That borders on fraud.
3108|Ceny [byly uměle vyhnané nahoru].|Prices were artificially driven up.
3109|Ta sleva [je jen klam].|The discount is a con.
3110|Člověka [k nákupu doslova svádějí].|You're practically seduced into buying.
3111|Reklama [nám namlouvá potřeby].|Advertising tricks us into thinking we need things.
3112|[Reklama mě neovlivňuje], aspoň si to myslím.|I'm not influenced by advertising, or at least I think so.
3113|Společnost na jedno použití [je problém].|The throwaway society is a problem.
3114|Plánované zastarávání [je bohužel realita].|Planned obsolescence is unfortunately a reality.
3115|Ty přístroje [jsou postavené tak, aby se rychle rozbily].|The devices are built to break quickly.
3116|[Sázím na trvanlivost místo trendů].|I go for longevity rather than trends.
3117|Kdo levně kupuje, [dvakrát kupuje], to jsem zažil už mockrát.|Buy cheap, buy twice, I've seen that often enough.
3118|[Jsem šetrný, ale ne lakomý].|I'm thrifty, but not stingy.
3119|[Je to škrt].|He's a skinflint.
3120|[Má peněz jako šlupek].|She has money to burn.
3121|[Rozhazuje peníze plnými hrstmi].|He throws money around.
3122|[Peníze mu jdou lehce z ruky].|He spends money freely.
3123|[Žiju nad poměry].|I'm living beyond my means.
3124|[Jsem až po krk v dluzích].|I'm up to my neck in debt.
3125|[Je hodně zadlužený].|He's heavily in debt.
3126|[Vytvořil jsem si finanční rezervu].|I've built up a financial cushion.
3127|[Investuju peníze do akcií].|I invest my money in stocks.
3128|[Šetřím si na důchod].|I'm saving for my retirement.
3129|Spořicí účet [skoro nic nenese].|The savings account barely earns interest.
3130|Peníze [ztrácejí hodnotu].|Money is losing value.
3131|Kupní síla [klesla].|Purchasing power has fallen.
3132|Životní náklady [enormně stouply].|The cost of living has risen enormously.
3133|Spousta lidí [musí každé euro dvakrát obrátit].|Many people have to think twice about every euro.
3134|To [je luxus, který si nemůžu dovolit].|That's a luxury I can't afford.
3135|[Prostě si to dopřeju].|I'm simply treating myself to it.
3136|[Žije se jenom jednou].|You only live once.
3137|To [stálo za každý cent].|That was worth every cent.
3138|Poměr cena výkon [není odpovídající].|The price isn't justified by the quality.
3139|Ten příplatek [se nevyplatí].|The extra cost isn't worth it.
3140|[Platíš hlavně za značku].|You mainly pay for the name.
3141|To [je symbol postavení].|That's a status symbol.
3142|[Chce se tím autem jen předvádět].|He only wants to show off with his car.
3143|Konzum [nedělá člověka šťastným].|Consumption doesn't make you happy.
3144|Nejlepší věci v životě [jsou zadarmo].|The best things in life are free.
3145|[Osvobodil jsem se od nutkání nakupovat].|I've freed myself from the pressure to consume.
3146|[Snažím se žít minimalisticky].|I try to live minimalistically.
3147|[Nekupuju nic nového, co si můžu půjčit].|I don't buy anything new that I can borrow.
3148|Vyměňovat [místo kupovat], to je moje heslo.|Swap instead of buy is my motto.
3149|Na bleším trhu [se dá dobře smlouvat].|You can haggle well at the flea market.
3150|[Pořádně srazil cenu].|He knocked the price down considerably.
3151|[Dohodli jsme se na ceně].|We agreed on a price.
3152|S tím [se ještě dá něco udělat].|There's still room for negotiation.
3153|To [je moje poslední slovo].|That's my final word.
3154|Smlouvání [tady není zvykem].|Haggling isn't customary here.
3155|Zboží [se posílá na dobírku].|The goods are delivered cash on delivery.
3156|Zásilka [zmizela beze stopy].|The delivery disappeared without a trace.
3157|Balík [nechali u souseda ve třetím patře].|The package was left with the neighbor on the third floor.
3158|Sledování zásilky [ukazuje už několik dní to samé].|The tracking has shown the same status for days.
3159|Online obchod [zažívá boom].|Online retail is booming.
3160|Záplava balíků [kurýry úplně zavaluje].|The flood of parcels is overwhelming the couriers.
3161|Vrácené zboží [je obrovský ekologický problém].|Returns are a huge environmental problem.
3162|Spousta vráceného zboží [skončí v koši].|Many returns end up in the trash.
3163|[Vědomě objednávám míň].|I deliberately order less.
3164|Recenze zákazníků [nejsou vždycky důvěryhodné].|Customer reviews aren't always credible.
3165|Spousta recenzí [je koupených].|Many reviews are paid for.
3166|[Radši se spoléhám na doporučení od kamarádů].|I'd rather rely on recommendations from friends.
3167|Ten obchod [má pečlivě vybraný sortiment].|The shop has a carefully chosen range.
3168|Poradenství [bylo prvotřídní].|The advice was first-class.
3169|Prodavačka [si na mě udělala spoustu času].|The saleswoman took a lot of time for me.
3170|To [se na internetu nahradit nedá].|You can't replace that online.
3171|Ten obchod [po čtyřiceti letech zavírá].|The shop is closing after forty years.
3172|[Máme likvidační výprodej].|We're having a closing-down sale.
3173|Všechno [musí pryč]!|Everything must go!
3174|Fronta [sahala až kolem celého bloku].|The line went around the block.
3175|Lidi [se o ty nabídky rvali].|People fought over the deals.
3176|Regály [byly úplně vybrakované].|The shelves were swept clean.
3177|[Lidi dělali panické nákupy].|There was panic buying.
3178|To [se stalo nedostatkovým zbožím].|That's become scarce.
3179|Výpadky dodávek [pořád trvají].|The supply shortages continue.
3180|Poptávka [převyšuje nabídku].|Demand exceeds supply.
