1|[Hei], hvordan går det?|Hi, how's it going?
1318|[Valuta for pengene] er supert.|The value for money is great.
1319|[Porsjonene er] enorme.|The portions are huge.
1320|[Jeg liker å prøve nye ting].|I like trying new things.
1321|[Vil du smake]?|Do you want to try some?
1322|[Det er] en [spesialitet] fra Bayern.|That's a specialty from Bavaria.
1323|[Hva liker du] best å drikke?|What do you like to drink most?
1324|[Jeg har] lyst på noe [søtt].|I'm in the mood for something sweet.
1325|[Jeg kunne tenke meg noe salt og mettende].|I feel like something savory.
1326|[Vi griller] i helgen.|We're having a barbecue at the weekend.
1327|Alle tar [med seg] noe.|Everyone brings something.
1328|[Jeg tar meg av] drikken.|I'll take care of the drinks.
1329|[Maten er] litt [smakløs].|The food is a bit bland.
1330|[Den trenger litt mer salt].|It still needs a bit of salt.
1331|[Jeg har forspist meg].|I overate.
1332|[Jeg er] en skikkelig [matvrak].|I'm a total glutton.
1333|[Det spanderer] huset.|That's on the house.
1334|[Jeg vil gjerne ha kvittering].|I'd like the receipt.
1335|[Er det ledig her]?|Is anyone sitting here?
1336|[Det er ikke helt min greie].|That's not really my thing.
1337|[Maten var rene poesien].|The food was a dream.
1338|[Det er] en [fest for smaksløkene].|That's a feast for the taste buds.
1339|[Jeg er] en [matentusiast].|I'm a foodie.
1340|[Jeg er glad i søtsaker].|I have a sweet tooth.
1341|Maten [ligger tungt i magen].|The food is sitting heavy in my stomach.
1342|[Det er en smakssak].|That's a matter of taste.
1343|[Smak og behag kan ikke diskuteres].|There's no accounting for taste.
1344|[Jeg har fått vondt i magen].|I have an upset stomach.
1345|[Det er] helt [overpriset].|That's totally overpriced.
1346|[Servicen] har mye å gå på.|The service leaves a lot to be desired.
1347|[Jeg vil gjerne klage].|I'd like to make a complaint.
1348|[Kjøttet er] seigt som lær.|The meat is as tough as leather.
1349|[Sausen er for mektig] for meg.|The sauce is too rich for me.
1350|[Jeg spiser] stort sett [etter sesong].|I mostly eat seasonally.
1351|[Vi handler] helst [lokalt].|We prefer to buy local.
1352|[Jeg lager] som regel [mat på forhånd].|I usually meal-prep.
1353|[Jeg gjør] det [på følelsen].|I do it by feel.
1354|[Det blir rester] i dag.|We're having leftovers today.
1355|[Vi spiser] som regel [ute].|We usually eat out.
1356|[Jeg drikker] ikke en dråpe til!|I'm not drinking another drop!
1357|[Jeg er fyllesyk].|I have a hangover.
1358|[Vinen har gått] meg [til hodet].|The wine went to my head.
1359|[Denne kaffen] kunne vekket de døde.|This coffee could wake the dead.
1360|[Brødet er] steinhardt.|The bread is rock-hard.
1361|[Det er det dårligste bordet] i hele restauranten.|That's a bad table (by the kitchen).
1362|[Vi ventet] en evighet [på maten].|We waited forever for our food.
1363|[Det er husmannskost].|That's home cooking.
1364|[Jeg er kresen] når det gjelder mat.|I'm a picky eater.
1365|[Det smelter] på tunga.|It melts in your mouth.
1366|[Jeg elsker] pasta.|I absolutely love pasta.
1367|[Jeg kutter ut] sukker.|I'm giving up sugar.
1368|[Det har mange kalorier].|That has a lot of calories.
1369|[Jeg faster] for tiden.|I'm fasting right now.
1370|[Vi skåler for] deg!|Let's toast to you!
1371|[Det er] en [nytelse].|That's a real treat.
1372|[Jeg unner] meg [en dessert] i dag.|I'm treating myself to a dessert today.
1373|[Maten er sånn passe] grei.|The food is halfway decent.
1374|[Maten er] heller [enkel og jordnær].|The cooking is rather down-to-earth.
1375|[Det blir] ingen dessert [før] du har spist opp grønnsakene.|No dessert until you've eaten your vegetables.
1376|[Jeg får vann i munnen av det].|That makes my mouth water.
1377|[Jo flere kokker, jo mer søl].|Too many cooks spoil the broth.
1378|[Appetitten kommer mens man spiser].|Appetite comes with eating.
1379|[Det faller ikke i min smak].|That's not to my taste.
1380|[Jeg har spist meg proppmett].|I stuffed my face.
1381|[Det er hipp som happ].|It's six of one, half a dozen of the other.
1382|[Maten er under enhver kritikk].|The food is absolutely awful. (colloquial)
1383|[Jeg må smake meg gjennom alt].|I have to taste my way through.
1384|[Maten tok helt pusten fra meg].|The food blew me away.
1385|[Dette må man] virkelig [nyte langsomt].|You have to really savor that.
1386|[Det finnes ikke noe bedre enn] bestemors eplekake.|There's nothing better than grandma's apple pie.
1387|[Alle snakker om restauranten].|Everyone's talking about the restaurant.
1388|[Kokken] kan faget sitt.|The chef knows his craft.
1389|[Råvarene er av utsøkt kvalitet].|The ingredients are of exquisite quality.
1390|[Jeg sier ikke nei til god mat].|I'm not one to turn down good food.
1391|[Retten er raffinert krydret].|The dish is subtly seasoned.
1392|[Jeg er helt utsultet]!|I'm starving!
1393|[Det er prikken over i-en].|That's the icing on the cake.
1394|[Det var toppen av matglede].|That was the height of culinary delight.
1395|[Det er ikke helt optimalt].|That's not exactly ideal.
1396|[Det gjør verken fra eller til].|That doesn't make much difference.
1397|[Nå gjelder det].|It's now or never.
1398|[Alt godt har en ende].|All good things must come to an end.
1399|[Han skal alltid ha et ord med i laget].|He's putting in his two cents.
1400|[Det er ikke noe for meg].|That's not for me.
1401|Kunne vi få [et bord ved vinduet]?|Could we have a table by the window?
1402|[Hva er dagens rett i dag]?|What's today's special?
1403|Jeg vil gjerne ha [det samme som henne].|I'd like the same as her.
1404|[Er retten sterk]?|Is the dish spicy?
1405|Kan du [droppe løken]?|Can you leave out the onions?
1406|Jeg tar [den lille porsjonen].|I'll have the small portion.
1407|[Kan jeg få] dressingen [ved siden av]?|Can I get the dressing on the side?
1408|[Vi vil gjerne se menyen].|We'd like the menu.
1409|[Suppen er dessverre kald].|Unfortunately the soup is cold.
1410|[Smakte maten]?|Did you enjoy your meal?
1411|[Jeg spanderer middag på deg].|I'm treating you to dinner.
1412|[Vi deler regningen].|We're splitting the bill.
1413|[Rund opp til tjue], takk.|Make it twenty, please. (tip)
1414|[Jeg handler] som regel [på bondens marked].|I usually shop at the farmers' market.
1415|[Jordbærene er på tilbud] nå.|The strawberries are on sale right now.
1416|[Er brødet bakt i dag]?|Is the bread from today?
1417|[En halv kilo] kjøttdeig, takk.|Half a kilo of ground meat, please.
1418|[Jeg lager noe lett] i dag.|I'm cooking something light today.
1419|Oppskriften er [helt enkel].|The recipe is really simple.
1420|[Du må koke] pastaen [i ti minutter].|You have to boil the pasta for ten minutes.
1421|[Ikke glem] å [salte] vannet.|Don't forget to salt the water.
1422|Kjøttet må [marinere en time] til.|The meat still has to marinate for an hour.
1423|[Forvarm ovnen] til 180 grader.|Preheat the oven to 180 degrees.
1424|[Jeg har bakt] kaken [selv].|I baked the cake myself.
1425|[Bare forsyn deg med mer].|Go ahead and have some more.
1426|[Jeg klarer ikke mer], takk.|I can't eat any more, thanks.
1427|[Jeg drikker] heller [en alkoholfri øl].|I'd rather have a non-alcoholic beer.
1428|[Skal vi bestille sushi] i kveld?|Shall we order sushi tonight?
1429|Leveringen tar [cirka førti minutter].|Delivery takes about forty minutes.
1430|Biffen er [stekt helt perfekt].|The steak is cooked to perfection.
1431|Vinen [passer perfekt til fisken].|The wine goes perfectly with the fish.
1432|[Hva anbefaler du til det]?|What do you recommend with it?
1433|Sausen [ble litt for salt].|The sauce turned out a bit too salty.
1434|Grønnsakene er [helt overkokte].|The vegetables are totally overcooked.
1435|Pastaen er [fin og al dente].|The pasta is nicely al dente.
1436|Kaken er [fortsatt rå inni].|The cake is still raw inside.
1437|Jeg har [endret litt på oppskriften].|I adapted the recipe a little.
1438|Jeg lager mat [på følelsen], ikke etter oppskrift.|I cook by feel, not by recipe.
1439|[Smak på det] og se om det trenger mer salt.|Taste it to see if it needs more salt.
1440|[Det trenger en skvett] sitron.|It needs a splash of lemon.
1441|En klype sukker [runder det av].|A pinch of sugar rounds it off.
1442|La sausen [koke inn sakte].|Let the sauce reduce slowly.
1443|Kjøttet må [hvile før du skjærer det].|The meat needs to rest before carving.
1444|Jeg steker løken [til den blir blank].|I sauté the onions until translucent.
1445|[Det lukter jo himmelsk]!|That smells heavenly!
1446|Det er [en drøm av en kake].|That's a dream of a cake.
1447|Maten var [utmerket], takk!|The food was excellent, thank you!
1448|[Det falt ikke helt i smak hos meg].|That wasn't really to my taste.
1449|Restauranten [er ikke verdt det].|The restaurant isn't worth it.
1450|Prisene er [saftige].|The prices are steep.
1451|Maten var [ganske middelmådig].|The food was rather mediocre.
1452|[Servicen var elendig].|The service was abysmal.
1453|Vi måtte [vente en evighet på regningen].|We had to wait forever for the bill.
1454|[Jeg vil gjerne sende dette tilbake].|I'd like to send this back.
1455|Det er [et hår i suppen].|There's a hair in the soup.
1456|Jeg har [laktoseintoleranse].|I'm lactose intolerant.
1457|Jeg spiser [ikke svinekjøtt].|I don't eat pork.
1458|Finnes det [et vegansk alternativ]?|Is there a vegan alternative?
1459|Jeg spiser [hovedsakelig plantebasert].|I eat a mostly plant-based diet.
1460|Jeg prøver å [spise mer bevisst].|I'm trying to eat more mindfully.
1461|Jeg passer på å spise [nok protein].|I make sure I eat enough protein.
1462|Jeg dropper [karbohydrater om kvelden].|I skip carbs in the evening.
1463|Jeg har [et voldsomt sug etter sjokolade].|I'm craving chocolate.
1464|Jeg er [helt umettelig] i dag.|I'm really greedy today.
1465|Jeg har [mistet matlysten].|I've lost my appetite.
1466|Maten [ligger og verker i magen].|The food is sitting heavy in my stomach.
1467|Jeg har [spist for mye].|I overate.
1468|Jeg trenger [en fordøyelsestur].|I need a walk to help me digest.
1469|[En espresso til slutt]?|An espresso to finish?
1470|[La oss skåle]!|Let's make a toast!
1471|[Skål for deg]!|To your health!
1472|[Skål]!|Cheers!
1473|[Vinen har korksmak].|The wine is corked.
1474|Jeg foretrekker [tørr vin].|I prefer dry wine.
1475|Vinen [må få puste litt].|The wine still needs to breathe.
1476|Jeg er [allerede litt brisen].|I'm already a little tipsy.
1477|Jeg har [totalt blackout] fra i går.|I can't remember anything from last night.
1478|[Jeg tåler ikke mye] alkohol.|I can't handle much alcohol.
1479|[Kaffe og kake] blir klokka tre.|Coffee and cake is at three.
1480|Vi skal [på brunsj].|We're going for brunch.
1481|[Frokost er dagens viktigste måltid].|Breakfast is the most important meal of the day.
1482|[Jeg er ikke noe frokostmenneske].|I'm not a breakfast person.
1483|Jeg spiser [som regel bare litt müsli].|I usually just have some muesli.
1484|Til lunsj blir det [noe raskt].|For lunch there's something quick.
1485|Jeg henter [noe fra bakeren].|I'll get something from the bakery.
1486|Rundstykkene er [fortsatt varme].|The rolls are still warm.
1487|Kantina er [ganske grei i dag].|The cafeteria is pretty good today.
1488|Jeg tar med [matpakke hjemmefra].|I bring food from home.
1489|Jeg lager [mat for hele uka på forhånd].|I cook for the whole week in advance.
1490|Restene [fryser jeg].|I freeze the leftovers.
1491|[Datoen har gått ut].|The best-before date has passed.
1492|Det kan du [trygt spise fortsatt].|You can still eat that without worry.
1493|Jeg [liker ikke å kaste mat].|I don't like throwing food away.
1494|Yoghurten har [blitt dårlig].|The yogurt has gone bad.
1495|Brødet er [muggent].|The bread is moldy.
1496|Melka er [sur].|The milk has gone sour.
1497|Jeg kjøper [lokalt og sesongbasert så langt det går].|I buy local and seasonal as much as possible.
1498|Menyen [består av fem retter].|The menu consists of five courses.
1499|Som en hilsen fra kjøkkenet [får vi en amuse-bouche].|As a compliment from the kitchen there's an amuse-bouche.
1500|Retten er [raffinert smakt til].|The dish is subtly seasoned.
1501|Smakene [harmonerer nydelig].|The flavors harmonize wonderfully.
1502|Det er [en fest for sansene].|That's a feast for the senses.
1503|Kokken [har teft for krydder].|The chef has a knack for spices.
1504|Restauranten [har fått en Michelin-stjerne].|The restaurant was awarded a star.
1505|Man må [bestille bord flere uker i forveien].|You have to book weeks in advance.
1506|Valuta for pengene [er uslåelig].|The value for money is unbeatable.
1507|Stedet [har blitt dårligere].|The place has gone downhill in quality.
1508|Før var det [en godt bevart hemmelighet].|It used to be an insider tip.
1509|Stedet [er et populært treffsted].|The place is a popular meeting spot.
1510|Puben rundt hjørnet [er stamstedet mitt].|The pub around the corner is my local.
1511|Jeg er [stamgjest] der.|I'm a regular there.
1512|Vi [tar en stopp på et vertshus].|We're stopping off at an inn.
1513|Porsjonene er [mer enn rause].|The portions are more than generous.
1514|Det [blir man ikke mett av].|That won't fill you up.
1515|Maten [var verdt omveien].|The food was worth the detour.
1516|Det [smaker så godt at man vil ha mer].|That tastes like more.
1517|Det [smaker ingenting].|That tastes of nothing.
1518|Det [smaker akkurat som hos mamma].|That tastes just like mom's cooking.
1519|Retten [vekker barndomsminner].|The dish brings back childhood memories.
1520|Jeg [våget meg på østers].|I plucked up the courage to try oysters.
1521|Det er [ikke noe for alle].|That's not everyone's cup of tea.
1522|Det er [en smak man må venne seg til].|That's an acquired taste.
1523|Jeg er [eventyrlysten når det gjelder mat].|I'm adventurous when it comes to food.
1524|Jeg [har ikke troen på dietter].|I don't think much of diets.
1525|Jeg [lever etter mottoet: alt med måte].|My motto is: everything in moderation.
1526|Jeg [unner meg noe av og til].|I treat myself now and then.
1527|Jeg [er proppmett].|I'm absolutely stuffed.
1528|Jeg [er hundesulten].|I'm ravenous.
1529|Det [romler i magen] min.|My stomach is growling.
1530|Jeg [kunne ha spist en hel hest].|I could eat a horse.
1531|Han [spiser som en spurv].|He eats like a bird.
1532|Hun [er en lidenskapelig hobbykokk].|She's a passionate amateur cook.
1533|Han [liker ikke å stå ved komfyren].|He doesn't like cooking.
1534|Hos oss [lager alle mat som de vil].|At our place everyone cooks as they like.
1535|På søndager [dekkes det rikelig på].|On Sundays there's a big spread.
1536|Bordet [bugnet av mat].|The table groaned under all the food.
1537|Vi [koste oss med mat som konger].|We feasted like kings.
1538|[Festmiddagen] var [en stor suksess].|The festive meal was a complete success.
1539|Det [var rikelig med mat og drikke].|There was plenty to eat and drink.
1540|Vi [satt til bords til langt på natt].|We dined until late at night.
1541|Maten [har brent seg].|The food got burned.
1542|Kaken [har falt sammen] for meg.|My cake collapsed.
1543|Sausen [har skilt seg].|The sauce curdled.
1544|Det [gikk helt galt for meg].|That went completely wrong.
1545|Neste gang [bruker jeg mindre chili].|Next time I'll use less chili.
1546|Jeg [lager bare mat med ferske råvarer nå].|I only cook with fresh ingredients now.
1547|Råvarene [er økologisk dyrket].|The ingredients are organically grown.
1548|Eggene [er fra frittgående høner].|The eggs are free-range.
1549|Jeg [bryr meg om rettferdige produksjonsforhold].|I pay attention to fair production conditions.
1550|Matsvinn [er et enormt problem].|Food waste is a huge problem.
1551|Vi [bruker opp alle restene].|We use up all the leftovers.
1552|Av gammelt brød [lager jeg brødpudding].|I make bread dumplings from old bread.
1553|Retten [er en lokal spesialitet].|The dish is a regional specialty.
1554|Oppskriften [har gått i arv i generasjoner].|The recipe has been passed down for generations.
1555|Det schwabiske kjøkkenet [er ganske mektig].|Swabian cuisine is rather hearty.
1556|I nord [spiser folk mye fisk].|In the north people eat a lot of fish.
1557|Weisswurst [spiser man tradisjonelt før klokka tolv].|White sausages are traditionally eaten before noon.
1558|Til kveldsmat [blir det som regel bare brødskiver med pålegg].|For supper there's usually just bread and cold cuts.
1559|Middagen [er hovedmåltidet hos oss].|Lunch is the main meal at our place.
1560|Ettermiddagskaffen [er en hellig tradisjon].|The afternoon coffee gathering is a sacred tradition.
1561|Uten kaffen min [er jeg ubrukelig].|Without my coffee I'm useless.
1562|Jeg [drikker kaffen svart].|I drink my coffee black.
1563|Kaffen [er for tynn for meg].|The coffee is too weak for me.
1564|Teen [må trekke i fem minutter].|The tea needs to steep for five minutes.
1565|Ølet [går ned som bare det].|The beer goes down nicely.
1566|Vinen [har en lang ettersmak].|The wine has a long finish.
1567|Vinen [er for søt for meg].|The wine is too sweet for me.
1568|Vi [var på vinsmaking].|We did a wine tasting.
1569|Jeg [er ingen stor vinkjenner].|I'm no great wine connoisseur.
1570|Jeg [drikker bare ved spesielle anledninger].|I only drink on special occasions.
1571|Han [har tatt seg et glass for mye].|He's had one too many.
1572|Hun [tåler en god del].|She can hold her drink.
1573|Vi [festet hele natta].|We partied through the night.
1574|Neste morgen [var jeg kraftig fyllesyk].|The next morning I had a massive hangover.
1575|En reparasjonsøl [hjelper mot fylla].|A beer the morning after helps with the hangover.
1576|Det [gjorde meg ikke godt].|That didn't agree with me.
1577|Jeg [har fått dårlig mage].|I upset my stomach.
1578|Maten [var uspiselig].|The food was inedible.
1579|Det [kan man gi til grisene].|You could feed that to the pigs.
1580|Maten [var under enhver kritikk].|The food was beneath contempt.
1581|Stedet [er en skuffelse].|The place is a letdown.
1582|Der [går vi aldri igjen].|We're never going there again.
1583|Vi [skrev en dårlig anmeldelse].|We wrote a bad review.
1584|Verten [spanderte en dram på oss].|The landlord bought us a schnapps.
1585|Det [spanderer huset], sa kelneren.|That's on the house, said the waiter.
1586|Vi [ble fyrstelig beværtet].|We were treated like royalty.
1587|Hun [er en fremragende vertinne].|She's an excellent host.
1588|Hos henne [føler man seg velkommen med en gang].|At her place you feel welcome right away.
1589|Hva [kan jeg by deg på]?|What can I offer you?
1590|Ikke [gjør deg noe bry] for min skyld!|Don't go to any trouble!
1591|Jeg [har laget mat spesielt til dere].|I cooked specially for you.
1592|Dere [burde smake lasagnen min en gang].|You should try my lasagna sometime.
1593|Hjemmelaget [smaker rett og slett bedre].|Homemade just tastes better.
1594|Sult [er den beste saus].|Hunger is the best sauce.
1595|Man [er hva man spiser].|You are what you eat.
1596|Mat og drikke [holder liv i kropp og sjel].|Eating and drinking keep body and soul together.
1597|Det bonden ikke kjenner, [spiser han ikke].|People won't try what they don't know.
1598|Man [skal ikke rose dagen før kvelden] – heller ikke maten.|Don't count your chickens before they hatch, not even the food.
1599|Det [er jo bare tull]!|That's nonsense!
1600|Han [skal alltid ha særbehandling].|He always wants special treatment.
1601|[Hva jobber du med]?|What do you do for work?
1602|[Jeg jobber som] lærer.|I work as a teacher.
1603|[Jeg er] ingeniør.|I'm an engineer.
1604|[Jeg jobber i] en bank.|I work at a bank.
1605|[Jeg har fri] i dag.|I have the day off today.
1606|[Jeg jobber] fra ni til fem.|I work from nine to five.
1607|[Jeg tar] bussen til jobben.|I take the bus to work.
1608|[Jeg er] på kontoret.|I'm at the office.
1609|[Jeg er] student.|I'm a student.
1610|[Jeg studerer] medisin.|I study medicine.
1611|[Hvor jobber du]?|Where do you work?
1612|[Jeg jobber] deltid.|I work part-time.
1613|[Jeg jobber] heltid.|I work full-time.
1614|[Dette er] sjefen min.|This is my boss.
1615|[Kollegene mine er] hyggelige.|My colleagues are nice.
1616|[Jeg tar] en pause.|I'm taking a break.
1617|[Jeg har] mye å gjøre.|I have a lot of work.
1618|[Jeg er] ferdig.|I'm done.
1619|[Jeg blir] forsinket.|I'm running late.
1620|[Jeg er] syk.|I'm sick.
1621|[Jobben er] interessant.|The work is interesting.
1622|[Jeg jobber] på datamaskin.|I work at the computer.
1623|[Jeg jobber] hjemmefra.|I work from home.
1624|[Jeg har] en ny jobb.|I have a new job.
1625|[Jeg ser etter] jobb.|I'm looking for work.
1626|[Når er] møtet?|When is the meeting?
1627|[Hva er] telefonnummeret ditt?|What's your phone number?
1628|[Hva er] e-postadressen din?|What's your email address?
1629|[Jeg skriver] en e-post.|I'm writing an email.
1630|[Jeg ringer] deg senere.|I'll call you later.
1631|[Her er] CV-en min.|Here is my CV.
1632|[Jeg tjener] godt.|I earn well.
1633|[Jeg har] ferie.|I'm on vacation.
1634|[Jobben er] slitsom.|The work is exhausting.
1635|[Jeg liker] jobben min.|I like my job.
1636|[Jeg er] selger.|I'm a salesperson.
1637|[Jeg jobber] på sykehuset.|I work at the hospital.
1638|[Jeg er] selvstendig næringsdrivende.|I'm self-employed.
1639|[Firmaet er] stort.|The company is big.
1640|[Vi begynner] klokka åtte.|We start at eight.
1641|[Jeg er ferdig på jobb] klokka fem.|I finish work at five.
1642|[Ha en fin kveld]!|Enjoy your evening! (after work)
1643|[Jeg trenger] hjelp.|I need help.
1644|[Ikke noe problem], jeg fikser det.|No problem, I'll do it.
1645|[Jeg har] ikke tid.|I don't have time.
1646|[Jeg har et møte] klokka ti.|I have a meeting at ten.
1647|[Jeg jobber hjemmefra] i dag.|I'm working from home today.
1648|[Kan du sende meg] filen?|Can you send me the file?
1649|[Jeg sender deg] dokumentene.|I'll send you the documents.
1650|[Vedlagt finner du] CV-en min.|Please find my CV attached.
1651|[Med vennlig hilsen]|Kind regards (email sign-off)
1652|[Til den det måtte gjelde],|Dear Sir or Madam,
1653|[Jeg søker på] stillingen.|I'm applying for the position.
1654|[Jeg skal på] jobbintervju.|I have a job interview.
1655|[Jeg har fått] jobben!|I got the job!
1656|[Jeg har jobbet] mye overtid.|I've worked a lot of overtime.
1657|[Jeg er] helt [stresset].|I'm totally stressed.
1658|[Skriveren] virker ikke.|The printer isn't working.
1659|[Jeg har glemt] passordet mitt.|I forgot my password.
1660|[Datamaskinen har] krasjet.|The computer crashed.
1661|[Jeg er] straks [tilbake].|I'll be right back.
1662|[Jeg går] til lunsj.|I'm going on my lunch break.
1663|[Blir du med] i kantina?|Are you coming to the cafeteria?
1664|[Jeg må bli ferdig med] dette innen fredag.|I have to finish this by Friday.
1665|[Når er] fristen?|When's the deadline?
1666|[Jeg har] et spørsmål [om prosjektet].|I have a question about the project.
1667|[Jeg er] ny her.|I'm new here.
1668|[Jeg har jobbet her] i tre år.|I've been working here for three years.
1669|[Jeg går] i lære.|I'm doing an apprenticeship.
1670|[Jeg har] praksisplass.|I'm doing an internship.
1671|[Jeg har meldt meg syk].|I called in sick.
1672|[Jeg tar ferie] neste uke.|I'm taking vacation next week.
1673|[Vi har] et nytt prosjekt.|We have a new project.
1674|[Jeg har ansvaret for] markedsføringen.|I'm responsible for marketing.
1675|[Kan du ta over for] meg?|Can you cover for me?
1676|[Møtet] er avlyst.|The meeting is canceled.
1677|[Jeg sitter] i et møte.|I'm in a meeting.
1678|[Jeg ringer] deg [tilbake].|I'll call you back.
1679|[Hvem er det] som ringer?|Who's speaking, please?
1680|[Jeg setter] deg over.|I'll put you through.
1681|[Han er ikke her] akkurat nå.|He's not here right now.
1682|[Kan jeg legge igjen] en beskjed?|Can I leave a message?
1683|[Hvor mye tjener du]?|How much do you earn?
1684|[Jeg har fått] lønnsøkning.|I got a raise.
1685|[Jeg har] sagt opp.|I quit.
1686|[Jeg ser etter] en ny stilling.|I'm looking for a new position.
1687|[Teamet er] supert.|The team is great.
1688|[Jeg jobber] skift.|I work shifts.
1689|[Jeg har] nattevakt.|I'm on the night shift.
1690|[Jeg pendler] hver dag.|I commute every day.
1691|[Jeg tar kontakt med deg] i morgen.|I'll get back to you tomorrow.
1692|[Jeg er] helt [nedlesset] akkurat nå.|I'm totally stressed right now.
1693|[Kunne vi flytte] avtalen?|Could we reschedule the appointment?
1694|[Jeg har] et [forslag].|I'd have a suggestion.
1695|[Hva synes du om] denne ideen?|What do you think of this idea?
1696|[Jeg er enig] med deg.|I agree with you.
1697|[Jeg ser det] litt [annerledes].|I see that somewhat differently.
1698|[Kunne du forklare det nærmere]?|Could you explain that in more detail, please?
1699|[Jeg tar meg av det].|I'll take care of it.
1700|[Jeg gir deg beskjed].|I'll let you know.
1701|[Hold meg oppdatert].|Keep me posted.
1702|[Jeg har] ennå [ikke fått gjort det].|I haven't gotten around to it yet.
1703|[Jeg rekker det ikke] i dag.|I won't manage it today.
1704|[Jeg har] mye [å stå i].|I have a lot on my plate.
1705|[Jeg er overarbeidet].|I'm overloaded.
1706|[Vi må prioritere].|We have to set priorities.
1707|[Det har] høyeste [prioritet].|That has top priority.
1708|[Jeg har gjort] en feil.|I made a mistake.
1709|[Det var] en [misforståelse].|That was a misunderstanding.
1710|[Jeg sender] deg [en invitasjon] til møtet.|I'll send you an invite for the meeting.
1711|[Tusen takk for] raskt svar.|Thank you for your quick reply.
1712|[Jeg ser frem til] å høre fra deg.|I look forward to hearing from you.
1713|[Vedlagt sender jeg] deg referatet.|Attached I'm sending you the minutes.
1714|[Har du spørsmål], er det bare [å ta kontakt].|If you have any questions, I'm happy to help.
1715|[Dessverre må jeg avlyse] møtet.|Unfortunately I have to cancel the meeting.
1716|[Jeg er tilgjengelig] igjen fra mandag.|I'll be reachable again from Monday.
1717|[Jeg er på ferie] til fredag.|I'm on vacation until Friday.
1718|[Vi har fullført] prosjektet.|We completed the project.
1719|[Jeg jobber] akkurat nå [med en presentasjon].|I'm working on a presentation right now.
1720|[Jeg må] fortsatt [sjekke] tallene.|I still have to check the numbers.
1721|[Kan vi] ta [en rask telefon]?|Can we have a quick call?
1722|[Det har jeg ikke på radaren].|That's not on my radar.
1723|Kontrakten min [går ut].|My contract is expiring.
1724|[Jeg har blitt forfremmet].|I got promoted.
1725|[Jeg vil gjerne videreutdanne] meg.|I want to further my education.
1726|[Jeg har erfaring] fra salg.|I have experience in sales.
1727|[Mine styrker] er samarbeid og tålmodighet.|My strengths are teamwork and patience.
1728|[Jeg liker å jobbe i team].|I like working in a team.
1729|[Jeg er] flink til å [jobbe under press].|I work well under pressure.
1730|[Når kan jeg] begynne?|When can I start?
1731|[Firmaet har ansatt] meg.|The company hired me.
1732|[Jeg har fått sparken].|I got fired / laid off.
1733|[Jeg er arbeidsledig] for tiden.|I'm unemployed at the moment.
1734|[Hvordan er] stemningen i teamet?|What's the mood like in the team?
1735|[Kunden er] misfornøyd.|The client is dissatisfied.
1736|[Jeg vil gjerne komme tilbake til] det siste punktet.|I'd like to come back to the last point.
1737|[Det er ikke opp til meg].|That's out of my hands.
1738|[La oss ha det i bakhodet].|Let's keep that in mind.
1739|[Vi bør ta dette på tomannshånd].|We should discuss this in private.
1740|[Jeg har avklart] det [med sjefen].|I've cleared it with the boss.
1741|[Det må sjefen ta seg av].|That's a matter for the boss.
1742|[Vi drar alle i samme retning].|We're all pulling in the same direction.
1743|[Prosjektet henger i en tynn tråd].|The project is hanging in the balance.
1744|[Vi ligger] godt [an i tidsplanen].|We're well on schedule.
1745|[Vi ligger etter skjema].|We're behind schedule.
1746|[Det har ordnet seg].|That's been taken care of.
1747|[Jeg er til opp over ørene] i arbeid.|I'm up to my ears in work.
1748|[Det tar unødvendig mye tid].|That takes up unnecessary time.
1749|[Jeg må] fortsatt [ordne en del ting].|I still have a few things to take care of.
1750|[Vi må gjøre det skikkelig].|We have to do this properly.
1751|[Jeg er lei av] denne jobben.|I'm fed up with this job.
1752|[Jeg er utbrent].|I'm burned out.
1753|[Jobben vokser meg over hodet].|The work is getting on top of me.
1754|[Jeg gjør bare det jeg må].|I'm doing the bare minimum.
1755|[Han er] en [arbeidsnarkoman].|He's a workaholic.
1756|[Hun har gjort karriere].|She made a career for herself.
1757|[Jeg forhandler] om lønna mi.|I'm negotiating my salary.
1758|[Det er ikke til forhandling].|That's non-negotiable.
1759|[Vi bør ta det sikre fremfor det usikre].|We should play it safe.
1760|[Jeg skal sette det i gang].|I'll get that started.
1761|[Der er jeg uenig].|I'm of a different opinion there.
1762|[Det er] en [god innvending].|That's a good objection.
1763|[Det er bortkastet tid].|That's a waste of time.
1764|[Vi går i ring].|We're going around in circles.
1765|[La oss oppsummere kort].|Let's quickly summarize.
1766|[Jeg har rådført meg] med teamet.|I consulted with the team.
1767|[Avtalen er i boks].|The deal is in the bag.
1768|[Vi har kapret] oppdraget.|We landed the contract.
1769|[Møtet kunne vært en e-post].|The meeting could have been an email.
1770|[Jeg har ferie fra i morgen] og er ikke tilgjengelig.|I'm on vacation from tomorrow and unreachable.
1771|[Jeg har mye i hodet akkurat nå].|My head is full right now.
1772|[Han skyver] alt [foran seg].|He puts everything off.
1773|[Det er et tveegget sverd].|That's a double-edged sword.
1774|[Jeg jobber for full maskin].|I'm working flat out.
1775|[Det var en kjempesuksess].|That was a complete success.
1776|[Stort sett] er jeg fornøyd med resultatet.|By and large, I'm happy with the result.
1777|[Vi bør få] prosjektet [i gang].|We should get the project off the ground.
1778|[Det er ikke helt optimalt], men det fungerer.|It's not ideal, but it works.
