1|[Bok], kako si?|Hi, how's it going?
3194|Novac [vlada svijetom].|Money makes the world go round.
3195|Kod novca [prestaje prijateljstvo].|Friendship ends where money begins.
3196|[Zrno po zrno pogača].|Every little bit helps.
3197|Štedi kad imaš, [pa ćeš imati kad nemaš].|Save in good times and you'll have in bad times.
3198|[Razbio sam kasicu prasicu].|I raided my piggy bank.
3199|To [je bila skupa zabava].|That was an expensive bit of fun.
3200|To [mi je napravilo veliku rupu u novčaniku].|That made a big dent in my wallet.
3201|[Nije mi] dobro.|I'm not feeling well.
3202|[Boli me] glava.|I have a headache.
3203|[Boli me] trbuh.|I have a stomachache.
3204|[Imam] temperaturu.|I have a fever.
3205|[Prehlađen sam].|I have a cold.
3206|[Imam] kašalj.|I have a cough.
3207|[Curi mi] nos.|I have a runny nose.
3208|[Grlo me] boli.|My throat hurts.
3209|[Leđa me] bole.|My back hurts.
3210|[Treba mi] liječnik.|I need a doctor.
3211|[Gdje je] ljekarna?|Where is the pharmacy?
3212|[Gdje je] bolnica?|Where is the hospital?
3213|[Zovite] hitnu pomoć!|Call an ambulance!
3214|[Upomoć]!|Help!
3215|[Hladno mi je].|I'm cold.
3216|[Vruće mi je].|I'm hot.
3217|[Muka mi je].|I feel sick.
3218|[Boli me] zub.|I have a toothache.
3219|[Trebaju mi] tablete.|I need pills.
3220|[Brz oporavak]!|Get well soon!
3221|[Ostajem] u krevetu.|I'm staying in bed.
3222|[Pijem] puno čaja.|I'm drinking lots of tea.
3223|[Puno spavam].|I sleep a lot.
3224|[Ruka me] boli.|My arm hurts.
3225|[Stopalo me] boli.|My foot hurts.
3226|[Gdje Vas boli]?|Where does it hurt?
3227|[Ovdje] me boli.|It hurts here.
3228|[Imam] termin.|I have an appointment.
3229|[Zdrav sam].|I'm healthy.
3230|[Bolje mi je].|I'm feeling better.
3231|[Ne pušim].|I don't smoke.
3232|[Pijem] puno vode.|I drink a lot of water.
3233|[Jedem] zdravo.|I eat healthily.
3234|[Alergičan sam].|I'm allergic.
3235|[Uzimam] lijekove.|I take medication.
3236|[Oko me] boli.|My eye hurts.
3237|[Ne mogu] spavati.|I can't sleep.
3238|[Trudna sam].|I'm pregnant.
3239|[Beba] je bolesna.|The baby is sick.
3240|[Imam] proljev.|I have diarrhea.
3241|[Treba mi] flaster.|I need a Band-Aid.
3242|[Krvari].|It's bleeding.
3243|[Trebam termin] kod liječnika.|I need a doctor's appointment.
3244|[Prehladio sam se].|I've caught a cold.
3245|[Porezao sam se po prstu].|I cut my finger.
3246|[Slomio sam] ruku.|I broke my arm.
3247|[Pao sam].|I fell down.
3248|[Otkad] imate temperaturu?|How long have you had a fever?
3249|[Već] tri dana.|For three days.
3250|[Osjećam se] slabo.|I feel weak.
3251|[Vrti mi se] u glavi.|I feel dizzy.
3252|[Moram] povraćati.|I have to throw up.
3253|[Nemam] apetita.|I have no appetite.
3254|[Treba mi] bolovanje.|I need a sick note.
3255|[Treba mi] recept.|I need a prescription.
3256|[Koliko često] moram [uzimati] tablete?|How often do I have to take the pills?
3257|[Tri puta dnevno] nakon jela.|Three times a day after meals.
3258|[Imate li] nešto protiv glavobolje?|Do you have something for headaches?
3259|[Moram] zubaru.|I have to go to the dentist.
3260|[Imam] gripu.|I have the flu.
3261|[Kašljem] cijelu noć.|I cough all night.
3262|[Nos mi] je začepljen.|My nose is blocked.
3263|[Izgorio sam] na suncu.|I have a sunburn.
3264|[Ugrizao me] komarac.|A mosquito bit me.
3265|[Alergičan sam] na mačke.|I'm allergic to cats.
3266|[Imam] peludnu groznicu.|I have hay fever.
3267|[Trebaju mi] naočale.|I need glasses.
3268|[Nosim] kontaktne leće.|I wear contact lenses.
3269|[Bio sam] kod liječnika.|I was at the doctor's.
3270|[Liječnik kaže] da se trebam odmarati.|The doctor says I should rest.
3271|[Moram] u bolnicu.|I have to go to the hospital.
3272|[Imam] zdravstveno osiguranje.|I have health insurance.
3273|[Izvolite] moju zdravstvenu iskaznicu.|Here's my insurance card.
3274|[Sjednite] u čekaonicu.|Take a seat in the waiting room.
3275|[Otvorite] usta.|Open your mouth.
3276|[Duboko udahnite].|Breathe in deeply.
3277|[Već se osjećam] bolje.|I already feel better.
3278|[Opet sam] zdrav.|I'm healthy again.
3279|[Na dijeti sam].|I'm on a diet.
3280|[Udebljao sam se].|I've gained weight.
3281|[Smršavio sam].|I've lost weight.
3282|[Više ne pušim].|I don't smoke anymore.
3283|[Izgledaš] blijedo.|You look pale.
3284|[Izgledaš] umorno.|You look tired.
3285|[Lezi] malo.|Lie down.
3286|[Odmori se].|Get some rest.
3287|[Udario sam se].|I bumped myself.
3288|[Otkad imate] te tegobe?|How long have you had these symptoms?
3289|[Želim ti brz oporavak]! Brzo ozdravi.|Get well soon! Hope you recover quickly.
3290|[Imam jake bolove].|I'm in a lot of pain.
3291|Bolovi su sve [jači].|The pain is getting worse.
3292|[Iščašio sam] leđa.|I threw out my back.
3293|[Imam problema s cirkulacijom].|I have circulation problems.
3294|[Patim od] migrene.|I suffer from migraines.
3295|[Kronični sam bolesnik].|I'm chronically ill.
3296|[Moram na operaciju].|I need to have surgery.
3297|[Dobit ću] injekciju.|I'm getting a shot.
3298|[Moram se cijepiti].|I have to get vaccinated.
3299|[Moram] vaditi krv.|I have to get blood drawn.
3300|Nalazi su [u redu].|The results are fine.
3301|[Imam nuspojave].|I'm having side effects.
3302|[Ne podnosim] taj lijek.|I can't tolerate the medication.
3303|[Je li to zarazno]?|Is that contagious?
3304|[Zarazio sam se].|I caught it.
3305|[Osjećam se potpuno bez snage].|I feel totally drained.
3306|[Imam problema sa spavanjem].|I have trouble sleeping.
3307|[Ne mogu zaspati].|I can't fall asleep.
3308|[Imam noćne more].|I have nightmares.
3309|[Pod stresom sam] i [napet].|I'm stressed and tense.
3310|[Treba mi godišnji] da se oporavim.|I need a vacation to recover.
3311|[Idem] na [fizioterapiju].|I go to physical therapy.
3312|[Imam problema s leđima].|I have back problems.
3313|[Previše sjedim].|I sit too much.
3314|[Trebao bih] više [paziti na sebe].|I should take better care of myself.
3315|[Pazim na] svoje zdravlje.|I watch my health.
3316|[Pokušavam prestati] pušiti.|I'm trying to quit smoking.
3317|[Gotovo da ne pijem alkohol].|I hardly drink alcohol.
3318|[Imam termin kod specijalista].|I have an appointment with a specialist.
3319|[Moram] na [sistematski pregled].|I have to go for a checkup.
3320|[Uganuo sam gležanj].|I sprained my ankle.
3321|Rana se [upalila].|The wound is infected.
3322|[Imam potres mozga].|I have a concussion.
3323|[Moraju me šivati].|I need stitches.
3324|[Hitna] je puna.|The ER is full.
3325|[Imao sam nesreću].|I had an accident.
3326|[Bez svijesti je].|He's unconscious.
3327|[Ne može disati].|She can't breathe.
3328|[Srce mi ubrzano lupa].|My heart is racing.
3329|[Tlak mi] je previsok.|My blood pressure is too high.
3330|[Na putu sam oporavka].|I'm on the road to recovery.
3331|[Još sam na bolovanju].|I'm still on sick leave.
3332|Danas [se osjećam kao da me pregazio vlak].|I feel completely worn out today.
3333|[Potpuno sam slomljen].|I'm totally wiped out.
3334|[Previše sam se naprezao].|I overdid it.
3335|[Nisam baš u formi].|I'm not feeling up to par.
3336|[Nešto mi je zapelo u grlu].|I have a frog in my throat.
3337|[Glava mi puca].|My head is pounding.
3338|[Zdrav sam kao dren].|I'm fit as a fiddle.
3339|[Nešto sam pokupio].|I've caught something.
3340|[Već tjednima pobolijevam].|I've been under the weather for weeks.
3341|[Prehlada me baš dohvatila].|The cold hit me hard.
3342|[Iskašljat ću dušu].|I'm coughing my lungs out.
3343|[Boli me cijelo tijelo].|My whole body aches.
3344|[Muka mi je do povraćanja].|I feel sick to my stomach.
3345|[Blijed sam kao krpa].|I'm white as a sheet.
3346|[Nije to tako strašno].|It's not that bad.
3347|[Nije ništa ozbiljno].|It's nothing serious.
3348|[Bit će sve u redu].|It'll be fine.
3349|[Opet sam na nogama].|I'm back on my feet.
3350|[Imao sam recidiv].|I had a relapse.
3351|[Dijagnoza] je bila šok.|The diagnosis was a shock.
3352|[Tražit ću drugo mišljenje].|I'm getting a second opinion.
3353|[Imam apstinencijsku krizu].|I'm going through withdrawal.
3354|[Patim od sagorijevanja].|I'm suffering from burnout.
3355|[Imam napadaje panike].|I have panic attacks.
3356|[Idem] na [terapiju].|I'm in therapy.
3357|[Moram slušati svoje tijelo].|I have to listen to my body.
3358|[Morao sam se čuvati].|I had to take it easy.
3359|[Ukočen mi je] vrat.|I have tension in my neck.
3360|Čekanje kod liječnika [traje vječno].|The wait times at the doctor are endless.
3361|[Ja sam privatni pacijent].|I'm a private patient.
3362|[Zdravstveno osiguranje pokriva troškove].|The health insurance covers the costs.
3363|[Imam uputnicu] za ortopeda.|I have a referral to an orthopedist.
3364|Liječnik me [temeljito pregledao].|The doctor examined me thoroughly.
3365|[Ukočila su mi se leđa].|I have lumbago.
3366|[Imam žgaravicu].|I have heartburn.
3367|[Jako sam prehlađen].|I have a bad cold.
3368|[Stvari idu nabolje].|Things are looking up.
3369|[Došao sam do svojih granica].|I've reached my limits.
3370|[Ništa mi ne fali].|There's nothing wrong with me.
3371|[Smijeh je najbolji lijek].|Laughter is the best medicine.
3372|[Izvukao sam se smrti iz ralja].|I cheated death.
3373|[Osjećam se užasno jadno].|I feel absolutely awful.
3374|[Leži bolestan u krevetu].|He's laid up in bed.
3375|[Potpuno sam se izliječio].|I've fully recovered.
3376|[Izvan je opasnosti].|She's out of the woods.
3377|[Prošao sam samo s pukim strahom].|I got off with just a fright.
3378|[To nije šala].|That's no joke.
3379|[Prehlada mi se uvukla u kosti].|The cold has settled in my bones.
3380|[Samo sam sjena samoga sebe].|I'm just a shadow of my former self.
3381|[To te baš iscrpi].|That really takes it out of you.
3382|[Upropastio sam si tijelo].|I've worn my body out.
3383|[Prošao je drastično liječenje].|He's been through a drastic treatment.
3384|[Strašno mi je zlo].|I feel terribly sick.
3385|[Samo što se nisam srušio].|I'm about to keel over.
3386|[To mi udara na želudac].|That upsets my stomach.
3387|[Leđa me opet muče].|I have back problems. (colloquial)
3388|[Opet je puna života].|She's full of beans again.
3389|[To treba shvatiti ozbiljno].|You have to take that seriously.
3390|[Bolje spriječiti nego liječiti].|Prevention is better than cure.
3391|[Jabuka na dan tjera doktora van].|An apple a day keeps the doctor away.
3392|[Najgore je prošlo].|I'm over the worst.
3393|[Doživio je živčani slom].|He suffered a nervous breakdown.
3394|[Sve visi o koncu].|It's touch and go.
3395|[Opet sam se sabrao].|I've pulled myself together again.
3396|[Vrijeme liječi sve rane].|Time heals all wounds.
3397|[Treba mi] tableta protiv bolova.|I need a painkiller.
3398|[Kada] liječnik ima radno vrijeme?|When are the doctor's office hours?
3399|[Ozlijedio sam se].|I hurt myself.
3400|Od jučer [me boli grlo].|I've had a sore throat since yesterday.
3401|[Htio bih se naručiti kod obiteljskog liječnika].|I'd like to make an appointment with my family doctor.
3402|[Imate li danas još koji slobodan termin]?|Do you have any appointments left today?
3403|[Nov sam pacijent u ovoj ordinaciji].|I'm new to this practice.
3404|[Što Vas muči]?|What seems to be the problem?
3405|[Već danima se osjećam iscrpljeno].|I've been feeling run-down for days.
3406|[Imam blagu temperaturu].|I have a slight fever.
3407|[Boli me cijelo tijelo].|My whole body hurts.
3408|[Imam suhi kašalj].|I have a dry cough.
3409|[Teško dišem].|I'm having trouble breathing.
3410|[Ozlijedio sam koljeno].|I hurt my knee.
3411|Gležanj [je natečen].|The ankle is swollen.
3412|[Molim Vas, skinite se do pojasa].|Please remove your top.
3413|[Duboko udahnite i izdahnite].|Breathe in and out deeply.
3414|[Propisat ću Vam antibiotik].|I'll prescribe you an antibiotic.
3415|[Uzimajte tablete tri puta dnevno].|Take the tablets three times a day.
3416|[Dat ću Vam tjedan dana bolovanja].|I'll sign you off sick for a week.
3417|[Trebali biste se čuvati].|You should take it easy.
3418|[Moram ići vaditi krv].|I have to go for a blood test.
3419|[Čekam nalaze].|I'm waiting for the results.
3420|Vrijednosti [su sve normalne].|The values are all normal.
3421|[Imam termin kod zubara].|I have a dentist appointment.
3422|[Imam karijes].|I have a cavity.
3423|Ljekarna [je dežurna].|The pharmacy is on emergency duty.
3424|[Treba mi nešto protiv grlobolje].|I need something for a sore throat.
3425|[Svake večeri idem u šetnju] da ostanem u formi.|I go for a walk every evening to stay fit.
3426|[Spavam barem sedam sati].|I sleep at least seven hours.
3427|[Pijem premalo vode].|I don't drink enough water.
3428|[Pokušavam se zdravije hraniti].|I'm trying to eat more healthily.
3429|[Prestao sam pušiti]!|I've quit smoking!
3430|[Pokupio sam neku infekciju].|I've caught an infection.
3431|Gripa [upravo hara].|The flu is going around.
3432|[Zarazio sam se od svoje djece].|I caught it from my kids.
3433|[Ležim bolestan].|I'm laid up in bed.
3434|[Oporavljam se kod kuće].|I'm recovering at home.
3435|[Još nisam sasvim na nogama].|I'm not quite back on my feet yet.
3436|Temperatura [je napokon pala].|The fever has finally gone down.
3437|[Imao sam recidiv bolesti].|I've had a relapse.
3438|[Imam upalu srednjeg uha].|I have a middle ear infection.
3439|[Imam upalu sinusa].|I have a sinus infection.
3440|[Patim od peludne alergije].|I suffer from hay fever.
3441|Pelud [mi zadaje muke].|The pollen is giving me trouble.
3442|[Alergičan sam na penicilin].|I'm allergic to penicillin.
3443|[Izbio mi je osip].|I've come out in a rash.
3444|[Užasno svrbi].|It itches terribly.
3445|[Opekao sam se].|I burned myself.
3446|Ranu [treba zašiti].|The wound needs stitches.
3447|Konci [se vade za deset dana].|The stitches come out in ten days.
3448|[Stavili su mi gips].|I got a cast.
3449|[Hodam na štakama].|I'm getting around on crutches.
3450|[Moram na rendgen].|I have to get an X-ray.
3451|Liječnik [me uputio specijalistu].|The doctor referred me to a specialist.
3452|Čekanje [traje tri mjeseca].|The waiting time is three months.
3453|[Imam hernijaciju diska].|I have a slipped disc.
3454|[Stalno me bole leđa].|I constantly have back pain.
3455|[Propisali su mi fizioterapiju].|I'm getting physiotherapy prescribed.
3456|[Moram popraviti držanje].|I have to improve my posture.
3457|[Previše sjedim za stolom].|I sit at my desk too much.
3458|[Moram piti tablete za visoki tlak].|I have to take pills for high blood pressure.
3459|Kolesterol [mi je povišen].|My cholesterol level is raised.
3460|[Imam dijabetes].|I have diabetes.
3461|[Moram paziti na šećer].|I have to watch my blood sugar.
3462|Pregled [je bio neugodan, ali bezopasan].|The examination was unpleasant but harmless.
3463|[Bojim se injekcija].|I'm afraid of needles.
3464|[Cijepit ću se protiv gripe].|I'm getting a flu shot.
3465|Cjepivo [treba docijepiti].|The vaccination needs a booster.
3466|[Redovito idem na preventivne preglede].|I go for regular checkups.
3467|Prevencija [je bolja od liječenja].|Prevention is better than cure.
3468|Operacija [je dobro prošla].|The operation went well.
3469|[Ležim u bolnici].|I'm in the hospital.
3470|Posjete [su od dva do šest].|Visiting hours are from two to six.
3471|[Sutra me otpuštaju].|I'm being discharged tomorrow.
3472|[Još moram na rehabilitaciju].|I still have to do rehab.
3473|[Na bolovanju sam do kraja mjeseca].|I'm on sick leave until the end of the month.
3474|[Potpuno sam se premorio od posla].|I've completely overworked myself.
3475|[Iscijeđen sam].|I'm drained.
3476|[Patim od poremećaja spavanja].|I suffer from sleep problems.
3477|[Noću se stalno budim].|I keep waking up at night.
3478|[Danju sam potpuno umoran].|I'm totally tired during the day.
3479|[Često me boli glava kad sam pod stresom].|I often get headaches when I'm stressed.
3480|Masaža [bi mi dobro došla].|A massage would do me good.
3481|[Radim vježbe opuštanja].|I do relaxation exercises.
3482|[Meditiram svako jutro].|I meditate every morning.
3483|[Više pazim na svoje mentalno zdravlje].|I pay more attention to my mental health.
3484|[Počeo sam s terapijom].|I've started therapy.
3485|[Dobro je razgovarati o tome].|It helps to talk about it.
3486|[U dobrim sam rukama].|I'm in good hands.
3487|Liječnica [odvoji puno vremena].|The doctor takes a lot of time.
3488|Liječnik [me nije shvatio ozbiljno].|The doctor didn't take me seriously.
3489|[Tražim mišljenje još jednog liječnika].|I'm getting a second opinion.
3490|[Imam privatno osiguranje].|I have private insurance.
3491|[Imam obvezno zdravstveno osiguranje].|I have statutory health insurance.
3492|Osiguranje [ne pokriva troškove].|The insurance won't cover the costs.
3493|[Moram platiti participaciju].|I have to make a co-payment.
3494|Zdravlje [je najveće bogatstvo].|Health is the greatest good.
3495|Simptomi [upućuju na virusnu infekciju].|The symptoms point to a viral infection.
3496|Dijagnoza [još nije postavljena].|The diagnosis is still pending.
3497|[Uzeli su uzorak tkiva].|They took a tissue sample.
3498|Nalaz [je bio uredan].|The findings were normal.
3499|[Nema razloga za brigu].|There's no cause for concern.
3500|Liječnici [ne znaju što bi].|The doctors are baffled.
3501|Bolest [je kronična, ali izlječiva].|The illness is chronic but treatable.
3502|Liječenje [dobro djeluje].|The treatment is working well.
3503|Nuspojave [su gotovo nepodnošljive].|The side effects are almost unbearable.
3504|[Moram postupno smanjivati lijek].|I have to taper off the medication.
3505|Za ozdravljenje [treba vremena].|Healing takes time.
3506|[Opet sam potpuno radno sposoban].|I'm fully fit for work again.
3507|[Samo sam djelomično radno sposoban].|I'm only partially fit to work.
3508|Oporavak [ide po planu].|Recovery is going to plan.
3509|On [je za dlaku izbjegao smrt].|He narrowly escaped death.
3510|Ona [leži na intenzivnoj].|She's in intensive care.
3511|Njezino stanje [je stabilno].|Her condition is stable.
3512|Njezino stanje [se pogoršalo].|Her condition has worsened.
3513|On [je izvan opasnosti].|He's out of the woods.
3514|On [je preminuo nakon duge bolesti].|He passed away after a long illness.
3515|Palijativna skrb [ublažava bolove].|Palliative care relieves the pain.
3516|Njega [je golem teret za obitelj].|The care is an enormous burden on the relatives.
3517|U sestrinstvu [vlada manjak osoblja].|There's a staff shortage in nursing.
3518|Zdravstveni sustav [je na izmaku snaga].|The health system is at its limit.
3519|Hitni prijam [je beznadno preopterećen].|The emergency room is hopelessly overloaded.
3520|Na selu [gotovo da više nema obiteljskih liječnika].|There are hardly any family doctors left in the countryside.
3521|Prevenciju [treba više poticati].|Prevention needs more support.
3522|Zdrav način života [znatno smanjuje rizik].|A healthy lifestyle lowers the risk considerably.
3523|Nedostatak kretanja [je masovan problem].|Lack of exercise is a widespread problem.
3524|Prekomjerna težina [pogoduje mnogim bolestima].|Being overweight contributes to many illnesses.
3525|Pušenje [ozbiljno šteti zdravlju].|Smoking seriously damages your health.
3526|[Odviknuo sam se od pušenja].|I got out of the habit of smoking.
3527|[Opet sam se vratio starim navikama].|I relapsed.
3528|[Sad pijem samo umjereno].|I only drink in moderation now.
3529|[Mjesec dana ne pijem alkohol].|I'm doing an alcohol-free month.
3530|[Slušam signale svoga tijela].|I listen to my body's signals.
3531|Tijelo [mi je povuklo ručnu kočnicu].|My body pulled the emergency brake.
3532|[Ignorirao sam znakove upozorenja].|I ignored the warning signs.
3533|[Potpuno sam izgorio].|I'm completely burned out.
3534|[Doživio sam živčani slom].|I had a nervous breakdown.
3535|[Borim se s anksioznošću].|I struggle with anxiety.
3536|[Bolujem od depresije].|I suffer from depression.
3537|Psihičke bolesti [još su uvijek tabu].|Mental illnesses are still a taboo.
3538|[Nije slabost potražiti pomoć].|It's not a weakness to get help.
3539|[Naučio sam bolje paziti na sebe].|I've learned to take better care of myself.
3540|[Postavljam jasne granice].|I set clear boundaries.
3541|Stres [mi udara na želudac].|Stress upsets my stomach.
3542|Glavobolje [su psihosomatske].|The headaches are psychosomatic.
3543|[Jednostavno se ne mogu isključiti].|I just can't switch off.
3544|[Misli koje se vrte u krug] ne daju mi spavati.|My racing thoughts keep me awake.
3545|[Isprobao sam vježbu svjesnosti].|I tried a mindfulness exercise.
3546|[U prirodi punim baterije].|I recharge in nature.
3547|Šetnja [čini čuda].|A walk works wonders.
3548|Smijeh [je zdrav].|Laughing is healthy.
3549|[Zdrav sam kao dren, kucnem u drvo].|I'm perfectly healthy, touch wood.
3550|[Godinama nisam bio bolestan].|I haven't been sick in years.
3551|[Imam jak imunitet].|I have a strong immune system.
3552|[Jačam imunitet].|I'm boosting my immune system.
3553|[Kunem se u kućne lijekove].|I swear by home remedies.
3554|Čaj od đumbira [pomaže kod prehlade].|Ginger tea helps with colds.
3555|Bakina pileća juha [najbolji je lijek].|Grandma's chicken soup is the best medicine.
3556|Homeopatiju [smatram glupošću].|I think homeopathy is nonsense.
3557|Njezina djelotvornost [nije znanstveno dokazana].|Its effectiveness hasn't been scientifically proven.
3558|[Radije se oslanjam na klasičnu medicinu].|I prefer to rely on conventional medicine.
3559|[Radije ne guglam svoje simptome].|I'd better not google my symptoms.
3560|Dr. Google [samo te izludi].|Dr. Google only drives you crazy.
3561|[Pravi sam hipohondar].|I'm quite the hypochondriac.
3562|On [je prava mimoza kad ga nešto boli].|He's a big baby about pain.
3563|Muška prehlada [je ozbiljna stvar], kažu muškarci.|Man flu is serious business, according to men.
3564|[Stišćem zube].|I grit my teeth.
3565|[Svejedno se dovučem na posao].|I drag myself to work anyway.
3566|Ići bolestan na posao [je neodgovorno].|Going to work sick is irresponsible.
3567|[Ne želim nikoga zaraziti].|I don't want to infect anyone.
3568|[Radije ostajem kod kuće i liječim se].|I'd rather stay home and get better.
3569|[Izgledam kao da su me izvukli iz groba].|I look like death warmed up.
3570|[Osjećam se kao da me netko samljeo].|I feel like I've been through the wringer.
3571|[Samo sam još hrpica jada].|I'm just a bundle of misery.
3572|[Već mi je bolje, hvala na pitanju].|I'm already feeling better, thanks for asking.
3573|[Opet sam u top formi].|I'm in top shape again.
3574|[Kao da sam se ponovno rodio].|I feel like a new person.
3575|[Skupio sam novu snagu].|I've regained my strength.
3576|Brz oporavak [i ozdravi što prije]!|Get well and recover quickly!
3577|[Držim ti fige za operaciju].|I'm keeping my fingers crossed for your operation.
3578|Dobro [pazi na sebe] i čuvaj se.|Take good care of yourself and rest.
3579|[Svakako bi to trebao provjeriti].|You should definitely get that checked out.
3580|To [ne bi trebao olako shvatiti].|You shouldn't take that lightly.
3581|To [nije nešto što treba odgađati].|That's nothing you should let drag on.
3582|Neizliječena prehlada [može postati opasna].|An untreated cold can become dangerous.
3583|[Dobio sam termin u zadnji čas].|I got a last-minute appointment.
3584|Ordinacija [je zatvorena zbog godišnjeg odmora].|The practice is closed for vacation.
3585|[Zamjenjuje ga dr. Klein].|Dr. Klein is covering.
3586|[Tražit ću liječničku potvrdu].|I'm getting a medical certificate.
3587|Recept [treba podići u roku od 28 dana].|The prescription must be filled within 28 days.
3588|Lijek [se izdaje samo na recept].|The medication requires a prescription.
3589|To [se u ljekarni dobiva bez recepta].|You can get that over the counter at the pharmacy.
3590|Pročitajte [uputu o lijeku].|Read the package insert.
3591|O rizicima i nuspojavama [upitajte svog liječnika ili ljekarnika].|For risks and side effects, ask your doctor or pharmacist.
3592|[Uzimati] natašte.|Take on an empty stomach.
3593|Dozu [treba prilagoditi].|The dose needs adjusting.
3594|[Dobro podnosim taj lijek].|I tolerate the medication well.
3595|Bol [je podnošljiva].|The pain is bearable.
3596|Bol [je jedva podnošljiva].|The pain is almost unbearable.
3597|Na ljestvici od jedan do deset [to je osmica].|On a scale of one to ten, it's an eight.
3598|[Probada me kad udahnem].|It stabs when I breathe in.
3599|[Pulsira mi u cijeloj glavi].|My whole head is throbbing.
3600|[Širi se sve do ruke].|It radiates down into my arm.
3601|[Sretan sam].|I'm happy.
3602|[Tužan sam].|I'm sad.
3603|[Ljut sam].|I'm angry.
3604|[Bojim se].|I'm scared.
3605|[To je] super!|That's great!
3606|[To je] šteta.|That's a pity.
3607|[To je] lijepo.|That's nice.
3608|[To je] loše.|That's bad.
3609|[Sviđa mi se] to.|I like that.
3610|[Ne sviđa mi se] to.|I don't like that.
3611|[Volim] glazbu.|I love music.
3612|[Mrzim] ponedjeljke.|I hate Mondays.
3613|[Mislim da je] to dobro.|I think that's good.
3614|[Mislim da je] to glupo.|I think that's dumb.
3615|[To je] smiješno!|That's funny!
3616|[To je] dosadno.|That's boring.
3617|[To je] zanimljivo.|That's interesting.
3618|[To je] čudno.|That's strange.
3619|[Nervozan sam].|I'm nervous.
3620|[Drago mi je].|I'm glad.
3621|[Zadovoljan sam].|I'm satisfied.
3622|[Sam sam].|I'm alone.
3623|[Dosadno mi je].|I'm bored.
3624|[Iznenađen sam].|I'm surprised.
3625|[Kako lijepo]!|How nice!
3626|[Super]!|Great!
3627|[Vau]!|Wow!
3628|[Ma ne]!|Oh no!
3629|[Kakav peh]!|What bad luck!
3630|[Bravo, odlično]!|Great job!
3631|[Ponosan sam].|I'm proud.
3632|[Miran sam].|I'm calm.
3633|[Pod stresom sam].|I'm stressed.
3634|[Umirem] od brige.|I'm worried sick.
3635|[Zaljubljen sam].|I'm in love.
3636|[Mislim da je] drag.|I think he's nice.
3637|[Slažem se].|I agree.
3638|[To je] točno.|That's right.
3639|[To je] krivo.|That's wrong.
3640|[To mi je] važno.|That's important to me.
3641|[Dobre sam] volje.|I'm in a good mood.
3642|[Loše sam] volje.|I'm in a bad mood.
3643|[Volim] se smijati.|I like to laugh.
3644|[Zašto] si tužan?|Why are you sad?
3645|[Veselim se] godišnjem odmoru.|I'm looking forward to the vacation.
3646|[Svejedno mi je].|I don't mind. / I don't care.
3647|[Drago mi je zbog] tvog poklona.|I'm happy about your present.
3648|[Bojim se] pauka.|I'm afraid of spiders.
3649|[Ljuti me] gužva u prometu.|I'm annoyed about the traffic jam.
3650|[Brinem se].|I'm worried.
3651|[Ne brini].|Don't worry.
3652|[Razočaran sam].|I'm disappointed.
3653|[Totalno sam uzbuđen].|I'm totally excited.
3654|[Iznerviran sam].|I'm annoyed.
3655|[To živcira]!|That's annoying!
3656|[Ljubomoran sam].|I'm jealous.
3657|[Sram me je].|I'm ashamed.
3658|[Neugodno] mi je.|That's embarrassing for me.
3659|[Osjećam se] usamljeno.|I feel lonely.
3660|[Osjećam se] ugodno.|I feel good / comfortable.
3661|[Ne osjećam se] ugodno.|I don't feel comfortable.
3662|[Nedostaje mi] domovina.|I miss my home country.
3663|[Nadam se] da će uspjeti.|I hope it works out.
3664|[Volio bih] imati više vremena.|I wish I had more time.
3665|[Nemam] volje.|I don't feel like it.
3666|[Baš mi se] ide u kino.|I'm in the mood for the movies.
3667|[Mislim da je to] super!|I think that's great!
3668|[Mislim da to] nije dobro.|I don't think that's good.
3669|[Ja sam za].|I'm for it.
3670|[Ja sam protiv].|I'm against it.
3671|[Mislim] da si u pravu.|I think you're right.
3672|[Imaš] pravo.|You're right.
3673|[To nije] baš točno.|That's not quite right.
3674|[Nisam siguran].|I'm not sure.
3675|[Ne znam] točno.|I don't know exactly.
3676|[Sviđa mi se] tvoja haljina.|I like your dress.
3677|[Stvarno mi je žao].|I'm really sorry.
3678|[Ljut sam na] tebe.|I'm mad at you.
3679|[To nije bilo] lijepo.|That wasn't nice.
3680|[Razumijem] te.|I understand you.
3681|[Drago mi je što] si tu.|I'm glad you're here.
3682|[Kakvo] iznenađenje!|What a surprise!
3683|[Ne boj se]!|Don't be afraid!
3684|[Smiri se]!|Calm down!
3685|[Potpuno sam miran].|I'm perfectly calm.
3686|[Prestrašio sam se].|I got a fright.
3687|[Prestrašio si me]!|You scared me!
3688|[Zahvalan sam] na svemu.|I'm grateful for everything.
3689|[To je nevjerojatno]!|That's unbelievable!
3690|[Ma nemoguće]!|No way!
3691|[Ne mogu vjerovati].|I can't believe it.
3692|[Po mom mišljenju] to je dobra ideja.|In my opinion, that's a good idea.
3693|[Živcira me] buka.|I'm annoyed by the noise.
3694|[Tu se slažem s tobom].|I agree with you on that.
3695|[Ja mislim drugačije].|I have a different opinion.
3696|[Dobro je što] si iskren.|I think it's good that you're honest.
3697|[Smeta mi što] uvijek kasni.|It bothers me that he's always late.
3698|[Ljuti me] kad ljudi lažu.|It annoys me when people lie.
3699|[Ne mogu shvatiti zašto] je to napravio.|I can't understand why he did that.
