1|[Hej], hvordan går det?|Hi, how's it going?
2319|De [satsede på kontraangreb].|They relied on counterattacks.
2320|Holdet [viste karakter].|The team showed character.
2321|De [kæmpede sig tilbage i kampen].|They fought their way back into the game.
2322|Kampen [hang i en tynd tråd].|The game hung in the balance.
2323|Det [var en gyser helt til sidste sekund].|It was a thriller right up to the last second.
2324|Nerverne [var helt uden på tøjet].|Nerves were on edge.
2325|Han [svigtede i det afgørende øjeblik].|He choked at the crucial moment.
2326|Han [kan ikke klare presset].|He can't cope with the pressure.
2327|Hun [har nerver af stål].|She has nerves of steel.
2328|Han [er en mester i at iscenesætte sig selv].|He's a master of self-promotion.
2329|Sejren [er steget hende til hovedet].|The win went to her head.
2330|Hovmod [står for fald].|Pride comes before a fall.
2331|Det [er begyndelsen på enden] for en æra.|That's the beginning of the end of an era.
2332|Han [har lagt støvlerne på hylden].|He hung up his boots.
2333|Han [har meddelt, at han stopper].|He announced his retirement.
2334|Hun [er en levende legende].|She's a living legend.
2335|Han [har skrevet sportshistorie].|He made sporting history.
2336|Rekorden [holdt i årtier].|The record stood for decades.
2337|Det [er en milepæl] for kvindesporten.|That's a milestone for women's sport.
2338|Professionel fodbold [er blevet en milliardforretning].|Professional football has become a billion-dollar business.
2339|Kommercialiseringen [tager overhånd].|Commercialization is getting out of hand.
2340|Fansene [protesterer mod de høje billetpriser].|The fans are protesting against high ticket prices.
2341|Breddeidrætten [bliver overset].|Grassroots sport gets neglected.
2342|Klubberne [lever af frivillige kræfter].|Clubs depend on volunteers.
2343|Sport [styrker sammenholdet].|Sport promotes cohesion.
2344|Han [er en ægte sportsmand].|He's a true sportsman.
2345|Hun [har bid].|She's got grit.
2346|Han [lader sig ikke slå ud].|He doesn't let himself be beaten.
2347|At give op [er ikke en mulighed].|Giving up is not an option.
2348|Jeg [bed tænderne sammen og kom igennem].|I gritted my teeth and got through it.
2349|Jeg [overgik mig selv].|I outdid myself.
2350|Jeg [har fået blod på tanden].|I've got a taste for it.
2351|Træningen [betaler sig].|The training is paying off.
2352|Jeg [er i topform].|I'm as fit as a fiddle.
2353|Jeg [er fuldstændig ude af form].|I'm completely out of shape.
2354|Jeg [har tømmermænd] efter træningen, altså ømme muskler, mener jeg.|I'm aching from training, muscle ache, I mean.
2355|Jeg [har ondt i muskler, jeg ikke vidste, jeg havde].|Muscles I didn't know I had are hurting.
2356|Jeg [fik en forstrækning under opvarmningen].|I pulled a muscle while warming up.
2357|Jeg [har overdrevet træningen].|I overdid the training.
2358|Mindre [er nogle gange mere], også når det gælder sport.|Less is sometimes more, even in sport.
2359|Jeg [lytter til min krop].|I listen to my body.
2360|Restitution [er lige så vigtig som træning].|Recovery is just as important as training.
2361|Jeg [træner med pulsur].|I train with a heart rate monitor.
2362|Min fitnessapp [motiverer mig].|My fitness app motivates me.
2363|Jeg [har sat mig et ambitiøst mål].|I've set myself an ambitious goal.
2364|Min ambition [er vakt].|My ambition has been sparked.
2365|Jeg [er med af hele mit hjerte].|I'm in it heart and soul.
2366|Jeg [er sofakartoffel helt ind til benet].|I'm a total couch potato.
2367|Sport [er mord], sagde Churchill efter sigende.|Sport is murder, Churchill supposedly said.
2368|Jeg [er mere til den afslappede side].|I'm more the laid-back type.
2369|Min yndlingssport [er at kigge på].|My favorite sport is watching.
2370|Jeg [lever mig ind i hver eneste kamp].|I get caught up in every game.
2371|Jeg [er en passioneret fan].|I'm a passionate fan.
2372|Det [er ikke bare et spil, det er en passion].|It's not just a game, it's a passion.
2373|Vi [tog nederlaget med fatning].|We took the defeat with composure.
2374|Skuffelsen [stod skrevet i ansigtet på dem].|The disappointment was written all over their faces.
2375|De [faldt hinanden om halsen].|They embraced each other.
2376|Hele byen [var i ekstase].|The whole city was in raptures.
2377|Det [var den rene undtagelsestilstand].|It was a state of emergency.
2378|Fansene [stormede banen].|The fans stormed the pitch.
2379|Det [var den største succes i klubbens historie].|That was the biggest success in the club's history.
2380|Pokalen [står nu i vores trofæskab].|The cup is now in our trophy cabinet.
2381|Bolden [er rund, og en kamp varer halvfems minutter].|The ball is round and the game lasts ninety minutes.
2382|Et hold [skal være elleve venner].|You have to be eleven friends. (team spirit)
2383|Bolden [skal i mål].|The round thing has to go in the square thing.
2384|Vi [solgte os dyrt].|We didn't go down without a fight.
2385|Det [var en moralsk sejr].|It was a moral victory.
2386|Man [skal også lære at tabe].|Losing is something you have to learn too.
2387|Revanchen [kommer i returkampen].|Revenge will come in the return leg.
2388|Vi [har en høne at plukke med dem].|We still have a score to settle.
2389|Derbyet [er altid noget helt særligt].|The derby is always something special.
2390|Rivaliseringen [går årtier tilbage].|The rivalry goes back decades.
2391|Han [leger med ilden].|He's playing with fire.
2392|Det [er en balancegang].|That's a balancing act.
2393|Vi [har fået styr på det].|We've got the hang of it.
2394|Han [fører].|He's in the lead.
2395|De [lå side om side helt til stregen].|They were neck and neck.
2396|Han [er på opløbsstrækningen].|He's on the home straight.
2397|Vi [har lagt barren højt].|We've set the bar high.
2398|Han [har stor udholdenhed].|He has staying power.
2399|Hun [er en født kæmper].|She's a born fighter.
2400|Han [giver aldrig op, før dommeren fløjter af].|He never gives up until the final whistle.
2401|[Hvor er] banegården?|Where is the train station?
2402|[En billet til] München, tak.|A ticket to Munich, please.
2403|[Hvordan kommer jeg] til hotellet?|How do I get to the hotel?
2404|[Gå] ligeud.|Go straight ahead.
2405|[Gå] til venstre.|Go left.
2406|[Drej] til højre.|Go right.
2407|[Er det] langt væk?|Is that far?
2408|[Det er] ikke langt.|It's not far.
2409|[Hvor er] busstoppestedet?|Where is the bus stop?
2410|[Hvornår kommer] bussen?|When is the bus coming?
2411|[Jeg leder efter] metroen.|I'm looking for the subway.
2412|[Jeg har reserveret] et værelse.|I booked a room.
2413|[Et enkeltværelse], tak.|A single room, please.
2414|[Et dobbeltværelse], tak.|A double room, please.
2415|[I] to nætter.|For two nights.
2416|[Er] morgenmaden [inkluderet]?|Is breakfast included?
2417|[Hvor er] lufthavnen?|Where is the airport?
2418|[Jeg holder] ferie.|I'm on vacation.
2419|[Jeg tager] til Berlin.|I'm going to Berlin.
2420|[Jeg flyver] til Wien.|I'm flying to Vienna.
2421|[Her er] mit pas.|Here's my passport.
2422|[Enkelt eller retur]?|One-way or round-trip?
2423|[Retur], tak.|Round-trip, please.
2424|[Hvilket spor]?|Which platform?
2425|[Toget kører] klokken ti.|The train leaves at ten.
2426|[Jeg er faret vild].|I'm lost.
2427|[Kan du hjælpe mig]?|Can you help me?
2428|[Hvor er] toilettet?|Where is the restroom?
2429|[En taxa], tak.|A taxi, please.
2430|[Til lufthavnen], tak.|To the airport, please.
2431|[Hvor lang tid] tager turen?|How long does the ride take?
2432|[Jeg er] turist.|I'm a tourist.
2433|[Byen er] smuk.|The city is beautiful.
2434|[Hvor er] museet?|Where is the museum?
2435|[Hvornår] åbner museet?|When does the museum open?
2436|[Et kort], tak.|A ticket, please. / A map, please.
2437|[Er det her] toget til Köln?|Is this the train to Cologne?
2438|[Hvor] kan jeg veksle penge?|Where can I exchange money?
2439|[Min kuffert er] væk.|My suitcase is gone.
2440|[Jeg kommer fra] Canada.|I'm from Canada.
2441|[Hvad hedder] den her gade?|What's the name of this street?
2442|[Er der] et hotel her?|Is there a hotel here?
2443|[Hotellet er] fuldt booket.|The hotel is full.
2444|[Jeg er] på stranden.|I'm at the beach.
2445|[Hvornår kører] det næste tog?|When does the next train leave?
2446|[Er den her plads ledig]?|Is this seat free?
2447|[Skal jeg] skifte?|Do I have to change trains?
2448|[Hvor skal jeg] stå af?|Where do I have to get off?
2449|[Jeg vil gerne købe] en billet.|I'd like to buy a ticket.
2450|[Hvor er] billetautomaten?|Where is the ticket machine?
2451|[Hvad koster] et dagskort?|How much is a day pass?
2452|[Kører den her bus] til centrum?|Does this bus go to the center?
2453|[Næste stop] er Marienplatz.|The next stop is Marienplatz.
2454|[Jeg vil gerne] tjekke ind.|I'd like to check in.
2455|[Jeg vil gerne] tjekke ud.|I'd like to check out.
2456|[Hvad tid] er der morgenmad?|What time is breakfast?
2457|[Bruseren] virker ikke.|The shower doesn't work.
2458|[Kan jeg lade] min bagage [stå her]?|Can I leave my luggage here?
2459|[Har du] et [ledigt] værelse?|Do you still have a room available?
2460|[Hvordan kommer jeg] nemmest ind til den gamle bydel?|What's the best way to get to the old town?
2461|[Kan du vise mig] det på kortet?|Can you show me that on the map?
2462|[Ved lyskrydset] til venstre.|Left at the traffic light.
2463|[Anden gade] til højre.|The second street on the right.
2464|[Det er] lige [rundt om hjørnet].|It's right around the corner.
2465|[Over for] kirken.|Across from the church.
2466|[Jeg har misset] mit fly.|I missed my flight.
2467|[Flyet] er forsinket.|The flight is delayed.
2468|[Hvor er] gate 12?|Where's gate 12?
2469|[Jeg har] kun håndbagage.|I only have carry-on luggage.
2470|[Jeg vil gerne have] en vinduesplads.|I'd like a window seat.
2471|[Jeg vil gerne have] en plads ved gangen.|I'd like an aisle seat.
2472|[Vi lejer] en bil.|We're renting a car.
2473|[Hvor kan jeg] parkere?|Where can I park?
2474|[Hvor er] den nærmeste tankstation?|Where's the nearest gas station?
2475|[Hvad kan man lave] her?|What is there to do here?
2476|[Hvad skal jeg] se, mens jeg er her?|What should I go see?
2477|[Vi tager på] en byvandring.|We're doing a city tour.
2478|[Kan du tage et billede af os]?|Can you take a photo of us?
2479|[Jeg har været] i Paris før.|I've been to Paris before.
2480|[Vi var i Spanien] i to uger.|We were in Spain for two weeks.
2481|[Hvor skal du hen] på ferie?|Where are you going on vacation?
2482|[Vi tager] til havet.|We're going to the sea.
2483|[Vi tager] op i bjergene.|We're going to the mountains.
2484|[Jeg har pakket] min kuffert.|I packed my suitcase.
2485|[Jeg har glemt] mit pas.|I forgot my passport.
2486|[Vejret var] super.|The weather was great.
2487|[Det regnede] hele tiden.|It rained the whole time.
2488|[Vi er] lige [ankommet].|We just arrived.
2489|[Hvornår] er vi fremme?|When do we arrive?
2490|[Turen] var lang.|The trip was long.
2491|[Jeg tog] toget.|I went by train.
2492|Toget [er] tyve minutter [forsinket].|The train is twenty minutes late.
2493|[Jeg har misset] mit tog videre.|I missed my connection.
2494|[Toget er aflyst].|The train is canceled.
2495|[Er der togbusser]?|Is there replacement transportation?
2496|[Jeg vil gerne ombooke] min billet.|I'd like to change my ticket.
2497|[Min bagage er] ikke [kommet frem].|My luggage didn't arrive.
2498|[Jeg vil gerne anmelde] noget [bortkommet].|I'd like to report a loss.
2499|[Nogen har stjålet] min taske.|Someone stole my bag.
2500|[Hvor er] den nærmeste politistation?|Where's the nearest police station?
2501|[Jeg leder efter] et billigt sted at bo.|I'm looking for cheap accommodation.
2502|[Vi overnatter] på et vandrerhjem.|We're staying at a youth hostel.
2503|Værelset har [havudsigt].|The room has a sea view.
2504|[Værelset er] ikke [rent].|The room isn't clean.
2505|[Kunne jeg få] et andet værelse?|Could I get a different room?
2506|[Kunne du ringe efter] en taxa til mig?|Could you call me a taxi?
2507|[Vi tog på] en [dagstur].|We went on a day trip.
2508|[Det kan betale sig] at stå tidligt op.|It's worth getting up early.
2509|[Det skal man bare have set].|That's a must-see.
2510|[Vi kiggede] os [omkring] i den gamle bydel.|We looked around the old town.
2511|[Jeg rejser] helst [alene].|I prefer traveling alone.
2512|[Jeg rejser] med let bagage.|I travel light.
2513|[Jeg har rejsefeber].|I have pre-trip jitters.
2514|[Jeg har udlængsel].|I have wanderlust.
2515|[Vi tog på] en [rundrejse].|We went on a round trip.
2516|[Vi blaffede].|We hitchhiked.
2517|[Jeg har] aldrig [fløjet].|I've never flown.
2518|[Jeg har flyskræk].|I'm afraid of flying.
2519|[Vi har] en [mellemlanding] i Frankfurt.|We have a layover in Frankfurt.
2520|[Jeg skal] igennem [sikkerhedskontrollen].|I have to go through security.
2521|[Har du] noget [at fortolde]?|Do you have anything to declare?
2522|[Skal jeg have visum]?|Do I need a visa?
2523|[Hvor længe] bliver du i Tyskland?|How long are you staying in Germany?
2524|[Jeg er her i forretningsøjemed].|I'm here on business.
2525|[Jeg er her privat].|I'm here for personal reasons.
2526|[Vejen er spærret].|The road is closed.
2527|[Vi holder] i [kø].|We're stuck in traffic.
2528|[Vi er kørt forkert].|We took a wrong turn.
2529|[GPS'en] førte os den forkerte vej.|The GPS sent us the wrong way.
2530|[Jeg er punkteret].|I have a flat tire.
2531|[Vi bookede last minute].|We booked last-minute.
2532|[Hotellet ligger centralt].|The hotel is centrally located.
2533|[De lokale] er meget venlige.|The locals are very friendly.
2534|[Jeg følte] mig [hjemme] med det samme.|I felt at home right away.
2535|[Jeg ville helt sikkert komme igen].|I'd definitely come back.
2536|[Jeg vil gerne afbestille] min booking.|I'd like to cancel my booking.
2537|[Vi er] fuldstændig [faret vild].|We got completely lost.
2538|[Turen var en kæmpe succes].|The trip was a total success.
2539|[Hotellet var et rottehul].|The hotel was a dump.
2540|Billederne på nettet var [pyntet på].|The pictures online were embellished.
2541|[Vi kom fra asken i ilden].|We went out of the frying pan into the fire.
2542|[Jeg er et vanedyr] og tager altid til det samme sted.|I'm a creature of habit and always go to the same place.
2543|[Vi bookede en pakkerejse].|We booked a package holiday.
2544|[Vi rejste på egen hånd].|We traveled independently.
2545|Rejsen [åbnede mine øjne].|The trip opened my eyes.
2546|[Jeg har jetlag].|I have jet lag.
2547|[Jeg er] ikke [helt landet] endnu.|I haven't fully settled in yet.
2548|[Vi tog afsted på et indfald].|We went away on the spur of the moment.
2549|[Der var fuldstændig proppet med turister].|It was completely overrun with tourists.
2550|[Det er] en [turistfælde].|That's a tourist trap.
2551|[Vi fulgte insidertippet].|We followed the insider tip.
2552|[Landskabet er betagende].|The landscape is breathtaking.
2553|[Vi slappede helt af].|We totally unwound.
2554|[Jeg trænger virkelig til ferie].|I urgently need a vacation.
2555|[Jeg er ferieparat].|I'm ready for a vacation.
2556|[Vi tog på] en [storbyferie] til Prag.|We did a city break to Prague.
2557|[Jeg backpacker] rundt i Asien.|I'm backpacking through Asia.
2558|[Vi nåede] ikke [vores forbindelse].|We didn't make the connection.
2559|[Vi måtte overnatte i lufthavnen].|We had to spend the night at the airport.
2560|Flyselskabet har [aflyst] flyet.|The airline canceled the flight.
2561|[Jeg har] krav på [kompensation].|I'm entitled to compensation.
2562|[Rejseforsikringen] dækker udgifterne.|The travel insurance covers the costs.
2563|[Jeg missede] toget [med et hår].|I missed the train by a hair.
2564|[Vi steg på i sidste sekund].|We got on at the last second.
2565|Toget er [forsinket] igen, som sædvanlig.|The train is late yet again.
2566|[Jeg er kommet meget omkring].|I've traveled around a lot.
2567|Området er [afsides].|The area is remote.
2568|Landsbyen ligger [ude på bøhlandet].|The village is in the middle of nowhere.
2569|[Stedet vi boede var meget spartansk].|The accommodation was basic.
2570|[Vi sov under åben himmel].|We slept under the open sky.
2571|[Jeg fik hjemve].|I got homesick.
2572|Hjemrejsen var [en katastrofe].|The return trip was a disaster.
2573|[Vi strakte] lige [benene].|We stretched our legs.
2574|Turen var [det hele værd].|The trip was worth it.
2575|[Jeg er træt af] at rejse.|I'm sick of traveling.
2576|[Skik følge eller land fly].|When in Rome, do as the Romans do.
2577|[Rejser giver dannelse].|Travel broadens the mind.
2578|[Vi stak af].|We took off.
2579|[Vi kom væk fra stien].|We strayed from the path.
2580|[Jeg er en globetrotter].|I'm a globetrotter.
2581|[Byen er ved at sprænges].|The city is bursting at the seams.
2582|[Det er et stenkast] herfra.|That's a stone's throw from here.
2583|[Det ligger langt ude på landet], hvor kragerne vender.|It's way out in the sticks.
2584|[Hotellet lader intet tilbage at ønske].|The hotel leaves nothing to be desired.
2585|[Jeg lod] mig [drive].|I let myself drift.
2586|[Vi vandrede tværs over marker og enge].|We hiked cross-country.
2587|[Rejsen er ikke født under en heldig stjerne].|The trip is ill-fated.
2588|[Vi brød op og tog videre].|We packed up and left.
2589|[Jeg blomstrede op i udlandet].|I blossomed abroad.
2590|[Her er der langt til alting].|This is the middle of nowhere.
2591|[Vi var til fods].|We went on foot.
2592|[Jeg lærte land og folk] at kende.|I got to know the country and its people.
2593|[Rejsen var en uforglemmelig oplevelse].|The trip was an unforgettable experience.
2594|[Vejen er målet].|It's the journey, not the destination.
2595|[Jeg drages mod fjerne steder].|I'm drawn to faraway places.
2596|[Vi har været rundt til alle seværdighederne].|We did the rounds of all the sights.
2597|[Det var en hel odyssé].|That was an odyssey.
2598|[Jeg trænger til en pause].|I need a break badly.
2599|[Vi oplevede lidt af hvert undervejs].|We experienced all sorts of things on the way.
2600|[Ude godt, men hjemme bedst].|East or west, home is best.
2601|Jeg [har booket flyet online].|I booked the flight online.
2602|Jeg [skal lige tjekke ind online].|I still have to check in online.
2603|Hvor [er bagageafleveringen]?|Where is the baggage drop-off?
2604|Min kuffert [er for tung].|My suitcase is too heavy.
2605|Jeg [skal betale for overvægt].|I have to pay for excess baggage.
2606|Boardingen [starter om tyve minutter].|Boarding starts in twenty minutes.
2607|Flyet [er blevet aflyst].|The flight was canceled.
2608|Vi [lander til tiden].|We're landing on time.
2609|Hvor [er bagageudleveringen]?|Where is baggage claim?
2610|Min kuffert [er ikke kommet frem].|My suitcase didn't arrive.
2611|Hvordan [kommer jeg nemmest ind til centrum]?|What's the best way to get to the center?
2612|Jeg [tager toget til lufthavnen].|I'm taking the train to the airport.
2613|Toget [kører fra spor syv].|The train leaves from platform seven.
2614|Jeg [har en pladsbillet].|I have a seat reservation.
2615|Er [det den rigtige perron]?|Is this the right platform?
2616|Vi [skal skifte i Hannover].|We have to change trains in Hannover.
2617|Jeg [har misset den sidste bus].|I missed the last bus.
2618|[Hvor kan jeg købe en billet]?|Where can I buy a ticket?
2619|[Skal barnet have en billet]?|Do I need a ticket for the child?
2620|Vi [lejer en bil i en uge].|We're renting a car for a week.
2621|Jeg [har booket et værelse med morgenmad].|I booked a room with breakfast.
2622|Hvad tid [skal jeg tjekke ud]?|What time do I have to check out?
2623|Kan jeg [lade min kuffert stå her til i eftermiddag]?|Can I leave my suitcase here until the afternoon?
2624|Værelset [er meget larmende].|The room is very noisy.
2625|Aircondition [virker ikke].|The air conditioning doesn't work.
2626|Vi [tager på en guidet tur i den gamle bydel].|We're doing a guided tour of the old town.
2627|Hvornår [sejler den sidste båd tilbage]?|When does the last boat go back?
2628|[Vil du tage et billede af os]?|Can you take a photo of us?
2629|Vi [har taget et hotel ved stranden].|We got a hotel on the beach.
2630|Flyet [er tre timer forsinket].|The flight is three hours late.
2631|Vi [har misset vores forbindelsesfly].|We missed our connecting flight.
2632|Flyselskabet [har ombooket os].|The airline rebooked us.
2633|Vi [får en madkupon].|We're getting a meal voucher.
2634|Jeg [har krav på erstatning].|I'm entitled to compensation.
2635|Jeg [tog et natfly].|I took a night flight.
2636|Jeg [kunne næsten ikke sove i flyet].|I could hardly sleep on the plane.
2637|Jetlagget [slår mig helt ud].|The jet lag is getting to me.
2638|Jeg [har brug for et par dage til at vænne mig til det].|I need a few days to get used to it.
2639|Vi [tog nattoget].|We took the night train.
2640|Togpersonalet [strejker igen].|The railway is on strike again.
2641|Der [kører togbusser i stedet].|There's a replacement bus service.
2642|Toget [er totalt overfyldt].|The train is hopelessly overcrowded.
2643|Jeg [fik ingen siddeplads].|I didn't get a seat.
2644|Aircondition i toget [er gået i stykker].|The air conditioning on the train broke down.
2645|Vi [holder stille ude på strækningen].|We're stopped in the middle of nowhere.
2646|På grund af en signalfejl [er videre kørsel forsinket].|Due to a signal failure, the journey is delayed.
2647|Toget [kører ikke længere], alle bedes stige af.|This train terminates here, all passengers please alight.
2648|Vi [blaffede rundt i Irland].|We hitchhiked through Ireland.
2649|Vi [tog på roadtrip].|We went on a road trip.
2650|Vi [kørte langs kysten].|We drove along the coast.
2651|Vejafgiften [er ret dyr].|The toll is pretty expensive.
2652|Vi [har købt en vignet].|We bought a highway toll sticker.
2653|Vi [holdt i kø i tre timer].|We were stuck in traffic for three hours.
2654|Vi [kørte forkert og endte ude i ingenting].|We took a wrong turn and ended up in the middle of nowhere.
2655|GPS'en [sendte os ind i en blindgyde].|The GPS sent us into a dead end.
2656|Tanken [er næsten tom].|The tank is almost empty.
2657|Vi [er brudt sammen].|We've broken down.
2658|Jeg [ringer til vejhjælpen].|I'm calling roadside assistance.
2659|Vi [har lejet et sommerhus].|We rented a vacation home.
2660|Stedet vi boede [var præcis som beskrevet].|The accommodation was exactly as described.
2661|Billederne [lovede meget].|The photos promised a lot.
2662|Hotellet [ligger lige ned til vandet].|The hotel is right on the sea.
2663|Værelset [har en altan med havudsigt].|The room has a balcony with a sea view.
2664|Morgenbuffeten [var helt vild].|The breakfast buffet was amazing.
2665|Vi [har booket all inclusive].|We booked all-inclusive.
2666|Vi [udnyttede lavsæsonen].|We took advantage of the off-season.
2667|I højsæsonen [er alt proppet med turister].|In high season everything is overcrowded.
2668|Vi [undgår de store turiststeder].|We avoid tourist hotspots.
2669|Vi [rejser hellere væk fra de slagne veje].|We prefer to travel off the beaten track.
2670|De lokale [gav os et godt insidertip].|The locals gave us an insider tip.
2671|Vi [gik bare rundt på må og få].|We just wandered around.
2672|Vi [udforskede byen til fods].|We explored the city on foot.
2673|Vi [tog på cykeltur].|We went on a bike tour.
2674|Museet [var et besøg værd].|The museum was worth a visit.
2675|Køen [var uendelig lang].|The queue was endless.
2676|Vi [købte billetterne online på forhånd].|We bought the tickets online in advance.
2677|Der [er gratis adgang om søndagen].|Admission is free on Sundays.
2678|Vejret [spændte ben for vores planer].|The weather ruined our plans.
2679|Vi [tilbragte en regnvejrsdag på museet].|We spent a rainy day in the museum.
2680|Jeg [har fået solstik].|I have sunstroke.
2681|Jeg [fik dårlig mave] på ferien.|I got an upset stomach on vacation.
2682|Mit rejseapotek [var guld værd].|My travel first-aid kit was worth its weight in gold.
2683|Jeg [har en rejsesygeforsikring].|I have travel health insurance.
2684|Jeg [taler næsten ikke et ord af det lokale sprog].|I hardly speak a word of the local language.
2685|Vi [gjorde os forståelige med fagter].|We communicated with gestures.
2686|Folk [var utroligt gæstfrie].|The people were incredibly hospitable.
2687|Vi [lærte land og folk at kende].|We got to know the country and its people.
2688|Landskabet [var betagende].|The scenery was breathtaking.
2689|Solnedgangen [var som en drøm].|The sunset was dreamlike.
2690|Jeg [tog tusind billeder].|I took a thousand photos.
2691|Jeg [sender dig et postkort].|I'll send you a postcard.
2692|Ferien [var alt for kort].|The vacation was far too short.
2693|Jeg [er helt udhvilet].|I'm completely rested.
2694|Jeg [har allerede udlængsel], selvom jeg lige er kommet hjem.|I already have wanderlust even though I just got back.
2695|Jeg [planlægger allerede den næste rejse].|I'm already planning the next trip.
2696|At rejse [udvider ens horisont].|Traveling broadens your horizons.
2697|Vi [fløj bare til Lissabon på et indfald].|We flew to Lisbon on the spur of the moment.
2698|Rejsen [var dømt til at gå galt fra starten].|The trip was ill-fated from the start.
2699|Stort set [alt, hvad der kunne gå galt, gik galt].|Pretty much everything that could go wrong did.
2700|Vi [fik det bedste ud af det].|We made the best of it.
2701|Bagefter [kan vi grine af det].|In hindsight we can laugh about it.
2702|Det [var en rejse ud i det uvisse].|That was a journey into the unknown.
2703|Jeg [rejser med let bagage].|I'm traveling light.
2704|Jeg [rejser principielt kun med håndbagage].|On principle I only travel with carry-on.
2705|Jeg [elsker at rejse på egen hånd].|I'm a passionate independent traveler.
2706|Pakkerejser [er ikke noget for mig].|Package tours aren't for me.
2707|Jeg [kan godt lide at tage tingene, som de kommer, og planlægger ikke meget].|I like to go with the flow and plan little.
2708|Jeg [havde planlagt alt ned til mindste detalje].|I planned everything down to the minute.
2709|Jeg [har brug for en plan B].|I need a plan B.
2710|Vi [gik lige i en turistfælde].|We fell into a tourist trap.
2711|Vi [blev godt og grundigt snydt].|We were thoroughly ripped off.
2712|Taxachaufføren [kørte en omvej].|The taxi driver took a detour.
2713|Pas på [lommetyve]!|Watch out for pickpockets!
2714|Nogen [har stjålet min pung].|Someone stole my wallet.
2715|Jeg [måtte på ambassaden for at søge om et nødpas].|I had to go to the embassy to apply for a replacement passport.
2716|Indrejsereglerne [er blevet ændret].|The entry requirements have changed.
2717|Man [skal have visum for at rejse ind].|You need a visa to enter.
2718|Grænsekontrollen [tog en evighed].|Border control took forever.
2719|Vi [blev grundigt gennemsøgt i tolden].|We were searched thoroughly at customs.
2720|Rejsevejledningen [er blevet ophævet].|The travel warning was lifted.
2721|Udenrigsministeriet [fraråder rejser til området].|The Foreign Office advises against travel to the region.
2722|Masseturismen [ødelægger den gamle bydel].|Mass tourism is destroying the old town.
2723|De lokale [har ikke længere råd til huslejen].|The locals can no longer afford the rents.
2724|Mange byer [indfører en turistskat].|Many cities are introducing a tourist tax.
2725|Jeg [prøver at rejse mere bæredygtigt].|I'm trying to travel more sustainably.
2726|Jeg [dropper korte flyrejser].|I avoid short-haul flights.
2727|Jeg [klimakompenserer for mine flyrejser].|I offset my flights.
2728|Med tog [er vejen målet].|By train, the journey is the destination.
2729|Vi [gjorde et stop i Wien undervejs].|We made a stopover in Vienna.
2730|Byen [fortryllede mig].|The city captivated me.
2731|Byen [har sin helt egen charme].|The city exudes a charm all its own.
2732|Den gamle bydel [er på UNESCO's verdensarvsliste].|The old town is a UNESCO World Heritage Site.
2733|Man [kan mærke historiens vingesus].|You can feel the breath of history.
2734|Byen [pulserer døgnet rundt].|The city pulses around the clock.
2735|Her [sover ingen nogensinde].|Nobody sleeps here.
2736|Landsbyen [ligger smukt ud til skråningen].|The village sits picturesquely on the hillside.
2737|Her [står tiden stille].|Time has stood still here.
2738|Det [er et paradis på jord].|It's paradise on earth.
2739|Bugten [kan kun nås med båd].|The bay can only be reached by boat.
2740|Stranden [var helt mennesketom].|The beach was deserted.
2741|Vi [havde stranden helt for os selv].|We had the beach to ourselves.
2742|Vandet [var krystalklart].|The water was crystal clear.
2743|Vi [teltede under stjernehimlen].|We camped under the starry sky.
2744|Vi [rejste rundt i autocamper].|We traveled by camper van.
2745|Vi [vandrede fra hytte til hytte].|We hiked from hut to hut.
2746|Stien [var dårligt afmærket].|The trail was poorly signposted.
2747|Vi [mistede orienteringen].|We lost our bearings.
2748|Det [var allerede ved at blive mørkt, da vi kom frem].|It was already getting dark when we arrived.
2749|Vi [havde svært ved at finde stedet, hvor vi skulle bo].|We only found the accommodation with difficulty.
2750|Værtsparret [tog hjerteligt imod os].|The hosts welcomed us warmly.
2751|Vi [blev inviteret til middag].|We were invited to dinner.
2752|Rejsen [ændrede mit syn på verden].|The trip changed how I see the world.
2753|Jeg [kom hjem med en kuffert fuld af minder].|I came back with a suitcase full of memories.
2754|Jeg [er blevet forelsket i landet].|I fell in love with the country.
2755|Jeg [kunne godt forestille mig at bo der].|I could imagine living there.
2756|Jeg [fik et kulturchok].|I experienced culture shock.
2757|Man [må tilpasse sig de lokale skikke].|You have to adapt to the local customs.
2758|Jeg [trådte i spinaten], fordi jeg ikke kendte skikkene.|I put my foot in it because I didn't know the customs.
2759|Drikkepenge [er ikke almindeligt der].|Tipping isn't customary there.
2760|At prutte om prisen [hører med på basaren].|Haggling is part of the bazaar.
2761|Jeg [er elendig til at forhandle].|I'm a terrible negotiator.
2762|Vi [lod os forkæle efter alle kunstens regler].|We let ourselves be thoroughly pampered.
2763|Jeg [tog en digital pause].|I took a digital detox.
2764|Jeg [var offline i to uger].|I was offline for two weeks.
2765|Hverdagen [indhentede mig hurtigt].|Everyday life quickly caught up with me.
2766|Afslapningen [holdt præcis to dage].|The relaxation lasted exactly two days.
2767|Jeg [kommer til at leve længe på den rejse].|I'll live off this trip for a long time.
2768|Jeg [er en rigtig verdensvandrer].|I'm a globetrotter.
2769|Jeg [har allerede været på alle kontinenter].|I've already traveled to every continent.
2770|Mit pas [er fyldt med stempler].|My passport is full of stamps.
2771|Jeg [er blevet bidt af at rejse].|I've caught the travel bug.
