1|[Hallo], wie geht's?|Hi, how's it going?
1580|Das Essen [war unter aller Kritik].|The food was beneath contempt.
1581|Das Lokal [ist ein Reinfall].|The place is a letdown.
1582|Da [gehen wir nie wieder hin].|We're never going there again.
1583|Wir [haben eine schlechte Bewertung geschrieben].|We wrote a bad review.
1584|Der Wirt [hat uns einen Schnaps ausgegeben].|The landlord bought us a schnapps.
1585|Das [geht aufs Haus], sagte der Kellner.|That's on the house, said the waiter.
1586|Wir [wurden fürstlich bewirtet].|We were treated like royalty.
1587|Sie [ist eine hervorragende Gastgeberin].|She's an excellent host.
1588|Bei ihr [fühlt man sich sofort willkommen].|At her place you feel welcome right away.
1589|Was [darf ich Ihnen anbieten]?|What can I offer you?
1590|Nur [keine Umstände]!|Don't go to any trouble!
1591|Ich [habe extra für euch gekocht].|I cooked specially for you.
1592|Ihr [solltet mal meine Lasagne probieren].|You should try my lasagna sometime.
1593|Selbst gemacht [schmeckt es einfach besser].|Homemade just tastes better.
1594|Hunger [ist der beste Koch].|Hunger is the best sauce.
1595|Der Mensch [ist, was er isst].|You are what you eat.
1596|Essen und Trinken [hält Leib und Seele zusammen].|Eating and drinking keep body and soul together.
1597|Was der Bauer nicht kennt, [das frisst er nicht].|People won't try what they don't know.
1598|Man [soll den Tag nicht vor dem Abend loben] – auch nicht das Essen.|Don't count your chickens before they hatch, not even the food.
1599|Das [ist doch Käse]!|That's nonsense!
1600|Er [macht aus allem eine Extrawurst].|He always wants special treatment.
1601|[Was machst du] beruflich?|What do you do for work?
1602|[Ich arbeite als] Lehrerin.|I work as a teacher.
1603|[Ich bin] Ingenieur.|I'm an engineer.
1604|[Ich arbeite bei] einer Bank.|I work at a bank.
1605|[Ich habe] heute [frei].|I have the day off today.
1606|[Ich arbeite] von neun bis fünf.|I work from nine to five.
1607|[Ich fahre] mit dem Bus zur Arbeit.|I take the bus to work.
1608|[Ich bin] im Büro.|I'm at the office.
1609|[Ich bin] Student.|I'm a student.
1610|[Ich studiere] Medizin.|I study medicine.
1611|[Wo arbeitest du]?|Where do you work?
1612|[Ich arbeite] Teilzeit.|I work part-time.
1613|[Ich arbeite] Vollzeit.|I work full-time.
1614|[Das ist] mein Chef.|This is my boss.
1615|[Meine Kollegen sind] nett.|My colleagues are nice.
1616|[Ich mache] eine Pause.|I'm taking a break.
1617|[Ich habe] viel Arbeit.|I have a lot of work.
1618|[Ich bin] fertig.|I'm done.
1619|[Ich komme] zu spät.|I'm running late.
1620|[Ich bin] krank.|I'm sick.
1621|[Die Arbeit ist] interessant.|The work is interesting.
1622|[Ich arbeite] am Computer.|I work at the computer.
1623|[Ich arbeite] von zu Hause.|I work from home.
1624|[Ich habe] einen neuen Job.|I have a new job.
1625|[Ich suche] Arbeit.|I'm looking for work.
1626|[Wann ist] die Besprechung?|When is the meeting?
1627|[Wie ist] deine Telefonnummer?|What's your phone number?
1628|[Wie ist] deine E-Mail-Adresse?|What's your email address?
1629|[Ich schreibe] eine E-Mail.|I'm writing an email.
1630|[Ich rufe] dich später [an].|I'll call you later.
1631|[Hier ist] mein Lebenslauf.|Here is my CV.
1632|[Ich verdiene] gut.|I earn well.
1633|[Ich habe] Urlaub.|I'm on vacation.
1634|[Die Arbeit ist] anstrengend.|The work is exhausting.
1635|[Ich mag] meinen Job.|I like my job.
1636|[Ich bin] Verkäuferin.|I'm a salesperson.
1637|[Ich arbeite] im Krankenhaus.|I work at the hospital.
1638|[Ich bin] selbstständig.|I'm self-employed.
1639|[Die Firma ist] groß.|The company is big.
1640|[Wir fangen] um acht [an].|We start at eight.
1641|[Ich habe] um fünf [Feierabend].|I finish work at five.
1642|[Schönen Feierabend]!|Enjoy your evening! (after work)
1643|[Ich brauche] Hilfe.|I need help.
1644|[Kein Problem], ich mache das.|No problem, I'll do it.
1645|[Ich habe] keine Zeit.|I don't have time.
1646|[Ich habe] um zehn [ein Meeting].|I have a meeting at ten.
1647|[Ich bin] heute [im Homeoffice].|I'm working from home today.
1648|[Kannst du mir] die Datei [schicken]?|Can you send me the file?
1649|[Ich schicke dir] die Unterlagen.|I'll send you the documents.
1650|[Im Anhang finden Sie] meinen Lebenslauf.|Please find my CV attached.
1651|[Mit freundlichen Grüßen]|Kind regards (email sign-off)
1652|[Sehr geehrte Damen und Herren],|Dear Sir or Madam,
1653|[Ich bewerbe mich] um die Stelle.|I'm applying for the position.
1654|[Ich habe] ein Vorstellungsgespräch.|I have a job interview.
1655|[Ich habe] die Stelle [bekommen]!|I got the job!
1656|[Ich habe] viele Überstunden [gemacht].|I've worked a lot of overtime.
1657|[Ich bin] total [gestresst].|I'm totally stressed.
1658|[Der Drucker] funktioniert nicht.|The printer isn't working.
1659|[Ich habe] mein Passwort [vergessen].|I forgot my password.
1660|[Der Computer ist] abgestürzt.|The computer crashed.
1661|[Ich bin] gleich [zurück].|I'll be right back.
1662|[Ich gehe] in die Mittagspause.|I'm going on my lunch break.
1663|[Kommst du] mit in die Kantine?|Are you coming to the cafeteria?
1664|[Ich muss] das bis Freitag [fertig machen].|I have to finish this by Friday.
1665|[Wann ist] die Deadline?|When's the deadline?
1666|[Ich habe] eine Frage [zum Projekt].|I have a question about the project.
1667|[Ich bin] neu hier.|I'm new here.
1668|[Ich arbeite] schon drei Jahre [hier].|I've been working here for three years.
1669|[Ich mache] eine Ausbildung.|I'm doing an apprenticeship.
1670|[Ich mache] ein Praktikum.|I'm doing an internship.
1671|[Ich habe] mich [krankgemeldet].|I called in sick.
1672|[Ich nehme] nächste Woche [Urlaub].|I'm taking vacation next week.
1673|[Wir haben] ein neues Projekt.|We have a new project.
1674|[Ich bin] für das Marketing [zuständig].|I'm responsible for marketing.
1675|[Kannst du] mich [vertreten]?|Can you cover for me?
1676|[Die Besprechung] fällt aus.|The meeting is canceled.
1677|[Ich bin] in einer Besprechung.|I'm in a meeting.
1678|[Ich rufe] Sie [zurück].|I'll call you back.
1679|[Wer spricht] da, bitte?|Who's speaking, please?
1680|[Ich verbinde] Sie.|I'll put you through.
1681|[Er ist] gerade [nicht da].|He's not here right now.
1682|[Kann ich] eine Nachricht [hinterlassen]?|Can I leave a message?
1683|[Wie viel verdienst du]?|How much do you earn?
1684|[Ich habe] eine Gehaltserhöhung [bekommen].|I got a raise.
1685|[Ich habe] gekündigt.|I quit.
1686|[Ich suche] eine neue Stelle.|I'm looking for a new position.
1687|[Das Team ist] super.|The team is great.
1688|[Ich arbeite] im Schichtdienst.|I work shifts.
1689|[Ich habe] Nachtschicht.|I'm on the night shift.
1690|[Ich pendle] jeden Tag.|I commute every day.
1691|[Ich melde mich] morgen [bei dir].|I'll get back to you tomorrow.
1692|[Ich bin gerade] total [im Stress].|I'm totally stressed right now.
1693|[Könnten wir] den Termin [verschieben]?|Could we reschedule the appointment?
1694|[Ich hätte] einen [Vorschlag].|I'd have a suggestion.
1695|[Was halten Sie von] dieser Idee?|What do you think of this idea?
1696|[Ich stimme] Ihnen [zu].|I agree with you.
1697|[Ich sehe das] etwas [anders].|I see that somewhat differently.
1698|[Könnten Sie das] bitte [genauer erklären]?|Could you explain that in more detail, please?
1699|[Ich kümmere mich darum].|I'll take care of it.
1700|[Ich gebe dir Bescheid].|I'll let you know.
1701|[Halt mich auf dem Laufenden].|Keep me posted.
1702|[Ich bin] noch [nicht dazu gekommen].|I haven't gotten around to it yet.
1703|[Ich schaffe das] heute [nicht mehr].|I won't manage it today.
1704|[Ich habe] viel [um die Ohren].|I have a lot on my plate.
1705|[Ich bin überlastet].|I'm overloaded.
1706|[Wir müssen] Prioritäten [setzen].|We have to set priorities.
1707|[Das hat] höchste [Priorität].|That has top priority.
1708|[Ich habe] einen Fehler [gemacht].|I made a mistake.
1709|[Das war] ein [Missverständnis].|That was a misunderstanding.
1710|[Ich schicke] Ihnen [eine Einladung] für das Meeting.|I'll send you an invite for the meeting.
1711|[Vielen Dank für] Ihre schnelle Antwort.|Thank you for your quick reply.
1712|[Ich freue mich auf] Ihre Rückmeldung.|I look forward to hearing from you.
1713|[Anbei sende ich] Ihnen das Protokoll.|Attached I'm sending you the minutes.
1714|[Bei Fragen] stehe ich gern [zur Verfügung].|If you have any questions, I'm happy to help.
1715|[Leider muss ich] das Meeting [absagen].|Unfortunately I have to cancel the meeting.
1716|[Ich bin] ab Montag wieder [erreichbar].|I'll be reachable again from Monday.
1717|[Ich bin] bis Freitag [im Urlaub].|I'm on vacation until Friday.
1718|[Wir haben] das Projekt [abgeschlossen].|We completed the project.
1719|[Ich arbeite] gerade [an einer Präsentation].|I'm working on a presentation right now.
1720|[Ich muss] die Zahlen noch [überprüfen].|I still have to check the numbers.
1721|[Können wir] kurz [telefonieren]?|Can we have a quick call?
1722|[Ich habe] das [nicht auf dem Schirm].|That's not on my radar.
1723|Mein Vertrag läuft [aus].|My contract is expiring.
1724|[Ich wurde befördert].|I got promoted.
1725|[Ich möchte] mich [weiterbilden].|I want to further my education.
1726|[Ich habe Erfahrung] im Verkauf.|I have experience in sales.
1727|[Meine Stärken] sind Teamarbeit und Geduld.|My strengths are teamwork and patience.
1728|[Ich arbeite gern im Team].|I like working in a team.
1729|[Ich kann] gut [unter Druck arbeiten].|I work well under pressure.
1730|[Wann kann ich] anfangen?|When can I start?
1731|[Die Firma hat] mich [eingestellt].|The company hired me.
1732|[Mir wurde gekündigt].|I got fired / laid off.
1733|[Ich bin] gerade [arbeitslos].|I'm unemployed at the moment.
1734|[Wie ist] die Stimmung im Team?|What's the mood like in the team?
1735|[Der Kunde ist] unzufrieden.|The client is dissatisfied.
1736|[Ich würde gern] auf den letzten Punkt [zurückkommen].|I'd like to come back to the last point.
1737|[Das liegt nicht in meiner Hand].|That's out of my hands.
1738|[Lass uns] das [im Hinterkopf behalten].|Let's keep that in mind.
1739|[Wir sollten] das [unter vier Augen besprechen].|We should discuss this in private.
1740|[Ich habe] das [mit dem Chef abgesprochen].|I've cleared it with the boss.
1741|[Das ist Chefsache].|That's a matter for the boss.
1742|[Wir ziehen alle an einem Strang].|We're all pulling in the same direction.
1743|[Das Projekt steht auf der Kippe].|The project is hanging in the balance.
1744|[Wir liegen] gut [im Zeitplan].|We're well on schedule.
1745|[Wir sind im Verzug].|We're behind schedule.
1746|[Das hat sich erledigt].|That's been taken care of.
1747|[Ich bin bis über beide Ohren] in Arbeit.|I'm up to my ears in work.
1748|[Das kostet unnötig Zeit].|That takes up unnecessary time.
1749|[Ich muss] noch [einiges erledigen].|I still have a few things to take care of.
1750|[Wir müssen Nägel mit Köpfen machen].|We have to do this properly.
1751|[Ich habe die Nase voll von] diesem Job.|I'm fed up with this job.
1752|[Ich bin ausgebrannt].|I'm burned out.
1753|[Die Arbeit wächst mir über den Kopf].|The work is getting on top of me.
1754|[Ich mache Dienst nach Vorschrift].|I'm doing the bare minimum.
1755|[Er ist] ein [Workaholic].|He's a workaholic.
1756|[Sie hat Karriere gemacht].|She made a career for herself.
1757|[Ich verhandle] über mein Gehalt.|I'm negotiating my salary.
1758|[Das ist nicht verhandelbar].|That's non-negotiable.
1759|[Wir sollten auf Nummer sicher gehen].|We should play it safe.
1760|[Ich werde] das [in die Wege leiten].|I'll get that started.
1761|[Ich bin] da [anderer Meinung].|I'm of a different opinion there.
1762|[Das ist] ein [guter Einwand].|That's a good objection.
1763|[Das ist Zeitverschwendung].|That's a waste of time.
1764|[Wir drehen uns im Kreis].|We're going around in circles.
1765|[Lass uns] das [kurz zusammenfassen].|Let's quickly summarize.
1766|[Ich habe Rücksprache] mit dem Team gehalten.|I consulted with the team.
1767|[Der Auftrag ist unter Dach und Fach].|The deal is in the bag.
1768|[Wir haben] den Auftrag [an Land gezogen].|We landed the contract.
1769|[Das Meeting hätte eine E-Mail sein können].|The meeting could have been an email.
1770|[Ich bin ab morgen im Urlaub] und nicht erreichbar.|I'm on vacation from tomorrow and unreachable.
1771|[Ich habe gerade den Kopf voll].|My head is full right now.
1772|[Er schiebt] alles [auf die lange Bank].|He puts everything off.
1773|[Das ist ein zweischneidiges Schwert].|That's a double-edged sword.
1774|[Ich arbeite auf Hochtouren].|I'm working flat out.
1775|[Das war ein voller Erfolg].|That was a complete success.
1776|[Im Großen und Ganzen] bin ich mit dem Ergebnis zufrieden.|By and large, I'm happy with the result.
1777|[Wir sollten] das Projekt [auf den Weg bringen].|We should get the project off the ground.
1778|[Das ist nicht das Gelbe vom Ei], aber es funktioniert.|It's not ideal, but it works.
1779|[Wir müssen die Karten auf den Tisch legen].|We have to put our cards on the table.
1780|[Er hat] bei der Präsentation [alle Register gezogen].|He pulled out all the stops in the presentation.
1781|[Wir stehen unter enormem Zeitdruck].|We're under enormous time pressure.
1782|[Das steht und fällt] mit dem Budget.|It all depends on the budget.
1783|[Wir müssen am Ball bleiben].|We have to stay on the ball.
1784|[Er hat ein Händchen für] Verhandlungen.|He has a knack for negotiations.
1785|[Sie hat die Fäden in der Hand].|She's pulling the strings.
1786|[Das ist nicht mein Ressort].|That's not my department.
1787|[Wir sind auf dem richtigen Weg].|We're on the right track.
1788|[Das sprengt] den Rahmen.|That goes beyond the scope.
1789|[Ich halte] Ihnen [den Rücken frei].|I'll cover for you.
1790|[Das Projekt ist ins Stocken geraten].|The project has stalled.
1791|[Wir müssen die Reißleine ziehen].|We have to pull the plug.
1792|[Er macht sich] beim Chef [lieb Kind].|He's sucking up to the boss.
1793|[Das ist ein Tropfen auf den heißen Stein].|That's a drop in the ocean.
1794|[Wir haben das Rad nicht neu erfunden].|We didn't reinvent the wheel.
1795|[Ich bin mit meinem Latein am Ende].|I'm at my wit's end.
1796|[Das ist in trockenen Tüchern].|That's all wrapped up.
1797|[Er sägt] an meinem [Stuhl].|He's trying to get me fired.
1798|[Wir müssen Farbe bekennen].|We have to show our true colors.
1799|[Ich lehne mich nicht zu weit aus dem Fenster].|I'm not going out on a limb.
1800|Das bringt uns [nicht weiter].|That doesn't get us anywhere.
1801|Ich habe [eine Stelle als] Krankenpfleger [gefunden].|I found a job as a nurse.
1802|Ich [arbeite im Schichtdienst] und habe oft Nachtschicht.|I work shifts and often have night shifts.
1803|Wir [haben flexible Arbeitszeiten].|We have flexible working hours.
1804|Ich [mache heute früher Schluss].|I'm finishing early today.
1805|Kann ich [morgen einen Tag Urlaub nehmen]?|Can I take a day off tomorrow?
1806|Ich [bin diese Woche auf Dienstreise].|I'm on a business trip this week.
1807|Ich [muss noch ein paar E-Mails beantworten].|I still have to answer a few emails.
1808|[Könnten Sie mir] die Unterlagen [bis Freitag schicken]?|Could you send me the documents by Friday?
1809|Ich [habe die Frist verpasst].|I missed the deadline.
1810|Wir [sind gut im Zeitplan].|We're on schedule.
1811|Die Besprechung [wurde auf Donnerstag verlegt].|The meeting was moved to Thursday.
1812|Ich [nehme per Video an der Sitzung teil].|I'm joining the meeting by video.
1813|[Du bist stummgeschaltet].|You're on mute.
1814|[Kannst du deinen Bildschirm teilen]?|Can you share your screen?
1815|Mein Chef [ist ziemlich streng].|My boss is pretty strict.
1816|Meine Kollegin [hat mir sehr geholfen].|My colleague helped me a lot.
1817|Ich [arbeite gern mit ihm zusammen].|I like working with him.
1818|Ich [habe eine Probezeit von sechs Monaten].|I have a six-month probation period.
1819|Ich [verdiene mehr als vorher].|I earn more than before.
1820|Wie [viele Urlaubstage hast du]?|How many vacation days do you have?
1821|Ich [bin mit meinem Job zufrieden].|I'm happy with my job.
1822|Ich [möchte mich beruflich verändern].|I want a career change.
1823|Ich [habe mich bei drei Firmen beworben].|I applied to three companies.
1824|[Wie lief das Vorstellungsgespräch]?|How did the job interview go?
1825|Sie [haben mir eine Zusage gegeben]!|They offered me the job!
1826|Ich [habe leider eine Absage bekommen].|Unfortunately I got a rejection.
1827|Ich [fange am ersten Oktober an].|I start on October first.
1828|Ich [arbeite in der Buchhaltung].|I work in accounting.
1829|Ich [bin für den Kundenservice zuständig].|I'm responsible for customer service.
1830|Ich [bin mit Arbeit eingedeckt].|I'm swamped with work.
1831|Ich [komme mit der Arbeit kaum hinterher].|I can barely keep up with work.
1832|Wir [sind personell unterbesetzt].|We're understaffed.
1833|Das Projekt [ist aus dem Ruder gelaufen].|The project got out of hand.
1834|Wir [müssen die Notbremse ziehen].|We have to pull the emergency brake.
1835|Wir [haben das Budget überschritten].|We've gone over budget.
1836|Die Deadline [ist nicht zu halten].|The deadline can't be met.
1837|Ich [bitte um eine Fristverlängerung].|I'm asking for an extension.
1838|Das [hat oberste Priorität].|That has top priority.
1839|Das [kann warten].|That can wait.
1840|Ich [kümmere mich gleich darum].|I'll take care of it right away.
1841|Ich [leite das an die zuständige Abteilung weiter].|I'll forward that to the relevant department.
1842|Dafür [bin ich nicht zuständig].|I'm not responsible for that.
1843|Da [müssen Sie sich an meine Kollegin wenden].|You'll have to contact my colleague about that.
1844|Ich [setze Sie in CC].|I'll cc you.
1845|[Anbei finden Sie] das Angebot.|Please find the offer attached.
1846|[Ich bitte um Rückmeldung] bis Montag.|Please get back to me by Monday.
1847|[Vielen Dank im Voraus].|Thank you in advance.
1848|[Ich bin derzeit nicht im Büro].|I'm currently out of the office.
1849|[In dringenden Fällen wenden Sie sich an] Herrn Weber.|In urgent cases, please contact Mr. Weber.
1850|Lass uns [ein kurzes Meeting ansetzen].|Let's schedule a short meeting.
1851|Was [steht auf der Tagesordnung]?|What's on the agenda?
1852|Wer [führt heute Protokoll]?|Who's taking the minutes today?
1853|[Gibt es noch Fragen]?|Are there any more questions?
1854|Das [sollten wir vertagen].|We should postpone that.
1855|Wir [müssen eine Entscheidung treffen].|We have to make a decision.
1856|Ich [schlage vor], dass wir abstimmen.|I suggest we vote.
1857|Das [ist ein guter Ansatz].|That's a good approach.
1858|Da [bin ich skeptisch].|I'm skeptical about that.
1859|Das [ist nicht umsetzbar].|That's not feasible.
1860|Wir [sollten das Risiko abwägen].|We should weigh up the risk.
1861|Wir [müssen Kosten einsparen].|We have to cut costs.
1862|Das [rechnet sich nicht].|That doesn't pay off.
1863|Der Umsatz [ist deutlich gestiegen].|Sales have risen significantly.
1864|Wir [haben unsere Ziele erreicht].|We've reached our targets.
1865|Das Team [hat hervorragende Arbeit geleistet].|The team did an excellent job.
1866|Ich [bekomme eine Prämie].|I'm getting a bonus.
1867|Ich [habe um eine Gehaltserhöhung gebeten].|I asked for a raise.
1868|Ich [habe ein Mitarbeitergespräch].|I have a performance review.
1869|Mein Chef [hat mir Feedback gegeben].|My boss gave me feedback.
1870|Ich [muss an meinem Zeitmanagement arbeiten].|I need to work on my time management.
1871|Ich [bilde mich nebenbei weiter].|I'm doing further training on the side.
1872|Ich [mache eine Umschulung].|I'm retraining.
1873|Ich [habe mich selbstständig gemacht].|I've become self-employed.
1874|Ich [arbeite freiberuflich].|I work freelance.
1875|Die Auftragslage [ist gut].|Business is good.
1876|Ich [muss Kunden akquirieren].|I have to find new clients.
1877|Ich [schreibe eine Rechnung].|I'm writing an invoice.
1878|Der Kunde [hat noch nicht bezahlt].|The client hasn't paid yet.
1879|Ich [muss eine Mahnung schicken].|I have to send a payment reminder.
1880|Ich [pendle eine Stunde zur Arbeit].|I commute an hour to work.
1881|Ich [arbeite zwei Tage die Woche remote].|I work remotely two days a week.
1882|Im Homeoffice [fehlt mir der Austausch].|I miss the interaction when working from home.
1883|Die Stimmung im Büro [ist angespannt].|The mood in the office is tense.
1884|Es [gibt Gerüchte über Entlassungen].|There are rumors about layoffs.
1885|Die Firma [baut Stellen ab].|The company is cutting jobs.
1886|Ich [habe meine Kündigung eingereicht].|I handed in my resignation.
1887|Ich [habe eine Kündigungsfrist von drei Monaten].|I have a three-month notice period.
1888|Ich [bekomme ein gutes Arbeitszeugnis].|I'm getting a good reference.
1889|Mein letzter Arbeitstag [ist am Freitag].|My last day at work is Friday.
1890|Wir [machen einen Ausstand].|We're having a farewell party.
1891|Ich [gehe in Rente].|I'm retiring.
1892|Ich [habe einen unbefristeten Vertrag].|I have a permanent contract.
1893|Mein Vertrag [ist befristet].|My contract is fixed-term.
1894|Die Überstunden [werden nicht bezahlt].|The overtime isn't paid.
1895|Ich [feiere Überstunden ab].|I'm taking time off in lieu of overtime.
1896|Ich [bin im Betriebsrat].|I'm on the works council.
1897|Die Gewerkschaft [ruft zum Streik auf].|The union is calling a strike.
1898|Ich [habe einen Bürojob].|I have an office job.
1899|Ich [bin für die strategische Ausrichtung verantwortlich].|I'm responsible for the strategic direction.
1900|Wir [müssen unsere Prozesse optimieren].|We have to optimize our processes.
1901|Die Zuständigkeiten [sind nicht klar geregelt].|Responsibilities aren't clearly defined.
1902|Das [fällt in meinen Aufgabenbereich].|That falls within my remit.
1903|Wir [arbeiten abteilungsübergreifend].|We work across departments.
1904|Die Kommunikation [lässt zu wünschen übrig].|Communication leaves a lot to be desired.
1905|Das [muss auf höchster Ebene entschieden werden].|That has to be decided at the highest level.
1906|Die Geschäftsleitung [hat grünes Licht gegeben].|Management has given the green light.
1907|Wir [stehen vor großen Herausforderungen].|We're facing major challenges.
1908|Wir [müssen neue Märkte erschließen].|We have to open up new markets.
1909|Die Konkurrenz [schläft nicht].|The competition never sleeps.
1910|Wir [müssen uns vom Wettbewerb abheben].|We have to stand out from the competition.
1911|Das [ist unser Alleinstellungsmerkmal].|That's our unique selling point.
1912|Das Unternehmen [befindet sich im Umbruch].|The company is undergoing upheaval.
1913|Die Umstrukturierung [sorgt für Unruhe].|The restructuring is causing unrest.
1914|Die Stimmung [ist auf dem Tiefpunkt].|Morale is at rock bottom.
1915|Viele Mitarbeiter [haben innerlich gekündigt].|Many employees have mentally checked out.
1916|Die Fluktuation [ist besorgniserregend hoch].|Staff turnover is worryingly high.
1917|Wir [müssen die Mitarbeiterbindung stärken].|We have to strengthen employee retention.
1918|Fachkräfte [sind schwer zu finden].|Skilled workers are hard to find.
1919|Die Stelle [ist seit Monaten unbesetzt].|The position has been vacant for months.
1920|Die Bewerberin [hat einen hervorragenden Eindruck hinterlassen].|The applicant made an excellent impression.
1921|Sie [bringt die nötige Erfahrung mit].|She brings the necessary experience.
1922|Er [ist überqualifiziert] für die Stelle.|He's overqualified for the position.
1923|Wir [haben uns für einen anderen Kandidaten entschieden].|We decided on another candidate.
1924|Ich [möchte Verantwortung übernehmen].|I want to take on responsibility.
1925|Ich [sehe mich in fünf Jahren in einer Führungsposition].|In five years I see myself in a leadership position.
1926|Meine größte Schwäche [ist mein Perfektionismus].|My biggest weakness is my perfectionism.
1927|Ich [arbeite lösungsorientiert].|I work in a solution-oriented way.
1928|Ich [behalte auch unter Druck einen kühlen Kopf].|I keep a cool head even under pressure.
1929|Sie [delegiert Aufgaben geschickt].|She delegates tasks skillfully.
1930|Er [ist ein Mikromanager].|He's a micromanager.
1931|Er [kann einfach nicht loslassen].|He just can't let go.
1932|Sie [führt mit klarer Hand].|She leads with a firm hand.
1933|Er [hat keinerlei Führungsqualitäten].|He has no leadership qualities at all.
1934|Der Chef [hat mich vor versammelter Mannschaft kritisiert].|The boss criticized me in front of everyone.
1935|Das [war ein Schlag ins Gesicht].|That was a slap in the face.
1936|Ich [fühle mich nicht wertgeschätzt].|I don't feel valued.
1937|Meine Arbeit [wird nicht anerkannt].|My work isn't recognized.
1938|Er [schmückt sich mit fremden Federn].|He takes credit for other people's work.
1939|Sie [macht Dienst nach Vorschrift] seit der Umstrukturierung.|She's been doing the bare minimum since the restructuring.
1940|Er [schiebt eine ruhige Kugel].|He takes it easy.
1941|Ich [schiebe einen Berg Überstunden vor mir her].|I have a mountain of overtime piled up.
1942|Ich [stehe kurz vor dem Burnout].|I'm on the verge of burnout.
1943|Ich [muss lernen, Nein zu sagen].|I have to learn to say no.
1944|Die Work-Life-Balance [stimmt einfach nicht].|The work-life balance just isn't right.
1945|Ich [nehme mir eine Auszeit].|I'm taking a break.
1946|Ich [mache ein Sabbatjahr].|I'm taking a sabbatical.
1947|Ich [habe mich beruflich neu orientiert].|I've changed career direction.
1948|Ich [habe den Sprung ins kalte Wasser gewagt].|I took the plunge.
1949|Die Firma [steht kurz vor der Pleite].|The company is on the verge of bankruptcy.
1950|Die Firma [hat Insolvenz angemeldet].|The company filed for bankruptcy.
1951|Wir [schreiben schwarze Zahlen].|We're in the black.
1952|Wir [schreiben rote Zahlen].|We're in the red.
1953|Der Quartalsbericht [übertrifft die Erwartungen].|The quarterly report exceeds expectations.
1954|Wir [haben einen Großauftrag an Land gezogen].|We landed a major contract.
1955|Der Vertrag [ist unter Dach und Fach].|The contract is signed and sealed.
1956|Wir [müssen nachverhandeln].|We have to renegotiate.
1957|Die Verhandlungen [sind ins Stocken geraten].|The negotiations have stalled.
1958|Wir [sind uns in den Grundzügen einig].|We agree on the basics.
1959|Wir [müssen einen Kompromiss finden].|We have to find a compromise.
1960|Das [ist mein letztes Angebot].|That's my final offer.
1961|Darauf [kann ich mich nicht einlassen].|I can't agree to that.
1962|Das [lässt sich einrichten].|That can be arranged.
1963|Ich [werde mich dafür einsetzen].|I'll push for that.
1964|Ich [halte Rücksprache mit meinem Team].|I'll consult with my team.
1965|Ich [gebe Ihnen zeitnah Bescheid].|I'll let you know promptly.
1966|Ich [komme so bald wie möglich auf Sie zurück].|I'll get back to you as soon as possible.
1967|[Bezug nehmend auf] Ihre E-Mail vom Montag|With reference to your email of Monday
1968|[Wie telefonisch besprochen], sende ich Ihnen den Vertrag.|As discussed on the phone, I'm sending you the contract.
1969|[Für Rückfragen stehe ich Ihnen gern zur Verfügung].|I'm happy to answer any further questions.
1970|[Ich wäre Ihnen dankbar], wenn Sie das prüfen könnten.|I'd be grateful if you could check that.
1971|[Leider müssen wir Ihnen mitteilen], dass sich die Lieferung verzögert.|Unfortunately we have to inform you that the delivery is delayed.
1972|[Wir bitten um Ihr Verständnis].|We ask for your understanding.
1973|[Wir entschuldigen uns für die Unannehmlichkeiten].|We apologize for the inconvenience.
1974|[Mit freundlichen Grüßen aus Berlin]|Kind regards from Berlin
1975|Ich [habe den Posten kommissarisch übernommen].|I've taken over the post on an interim basis.
1976|Sie [wurde zur Abteilungsleiterin befördert].|She was promoted to head of department.
1977|Er [ist die rechte Hand des Chefs].|He's the boss's right-hand man.
1978|Sie [zieht im Hintergrund die Fäden].|She's pulling the strings behind the scenes.
1979|Er [hat Vitamin B].|He has connections.
1980|Ohne Beziehungen [kommt man hier nicht weit].|Without connections you won't get far here.
1981|Das Netzwerken [gehört zum Geschäft].|Networking is part of the business.
1982|Wir [sind per Du mit dem Chef].|We're on first-name terms with the boss.
1983|Der Ton [ist rau, aber herzlich].|The tone is rough but warm.
1984|Das Betriebsklima [ist hervorragend].|The working atmosphere is excellent.
1985|Er [ist ein echter Teamplayer].|He's a real team player.
1986|Sie [ist ein Einzelkämpfer].|She's a lone wolf.
1987|Er [macht sich unentbehrlich].|He makes himself indispensable.
1988|Niemand [ist unersetzlich].|Nobody is irreplaceable.
1989|Ich [bin nur ein kleines Rädchen im Getriebe].|I'm just a small cog in the machine.
1990|Die Bürokratie [lähmt alles].|Bureaucracy paralyzes everything.
1991|Das [muss erst durch drei Instanzen].|That has to go through three levels first.
1992|Der Amtsschimmel [wiehert].|Red tape rules.
1993|Wir [erfinden das Rad nicht neu].|We're not reinventing the wheel.
1994|Wir [müssen über den Tellerrand hinausschauen].|We have to think outside the box.
1995|Das [ist ein Schritt in die richtige Richtung].|That's a step in the right direction.
1996|Lasst uns [Nägel mit Köpfen machen].|Let's do it properly.
1997|Wir [dürfen den Anschluss nicht verpassen].|We mustn't fall behind.
1998|Die Digitalisierung [verändert die Arbeitswelt grundlegend].|Digitalization is fundamentally changing the world of work.
1999|Viele Tätigkeiten [werden automatisiert].|Many tasks are being automated.
2000|Lebenslanges Lernen [ist unverzichtbar].|Lifelong learning is indispensable.
2001|[Ich spiele gern] Fußball.|I like playing soccer.
2002|[Ich gehe] jeden Morgen [joggen].|I go jogging every morning.
