1|[Salut], ce mai faci?|Hi, how's it going?
1787|[Suntem pe drumul cel bun].|We're on the right track.
1788|[Asta depășește] cadrul.|That goes beyond the scope.
1789|[Vă țin eu spatele].|I'll cover for you.
1790|[Proiectul s-a împotmolit].|The project has stalled.
1791|[Trebuie să tragem linie].|We have to pull the plug.
1792|[Se dă bine] pe lângă șef.|He's sucking up to the boss.
1793|[E o picătură în ocean].|That's a drop in the ocean.
1794|[N-am reinventat roata].|We didn't reinvent the wheel.
1795|[Nu mai știu ce să fac].|I'm at my wit's end.
1796|[Totul e pus la punct].|That's all wrapped up.
1797|[Îmi sapă scaunul].|He's trying to get me fired.
1798|[Trebuie să ne spunem clar poziția].|We have to show our true colors.
1799|[Nu mă avânt prea mult].|I'm not going out on a limb.
1800|Asta [nu ne duce nicăieri].|That doesn't get us anywhere.
1801|[Mi-am găsit un post de] asistent medical.|I found a job as a nurse.
1802|[Lucrez în ture] și am des tura de noapte.|I work shifts and often have night shifts.
1803|[Avem program flexibil].|We have flexible working hours.
1804|Azi [termin mai devreme].|I'm finishing early today.
1805|Pot [să-mi iau mâine o zi de concediu]?|Can I take a day off tomorrow?
1806|Săptămâna asta [sunt în delegație].|I'm on a business trip this week.
1807|[Mai trebuie să răspund la câteva e-mailuri].|I still have to answer a few emails.
1808|[Ați putea să-mi trimiteți] documentele [până vineri]?|Could you send me the documents by Friday?
1809|[Am ratat termenul].|I missed the deadline.
1810|[Ne încadrăm bine în termene].|We're on schedule.
1811|Ședința [a fost mutată joi].|The meeting was moved to Thursday.
1812|[Particip la ședință prin video].|I'm joining the meeting by video.
1813|[Ai microfonul oprit].|You're on mute.
1814|[Poți să-ți partajezi ecranul]?|Can you share your screen?
1815|Șeful meu [e destul de strict].|My boss is pretty strict.
1816|Colega mea [m-a ajutat foarte mult].|My colleague helped me a lot.
1817|[Îmi place să lucrez cu el].|I like working with him.
1818|[Am o perioadă de probă de șase luni].|I have a six-month probation period.
1819|[Câștig mai mult decât înainte].|I earn more than before.
1820|[Câte zile de concediu ai]?|How many vacation days do you have?
1821|[Sunt mulțumit de jobul meu].|I'm happy with my job.
1822|[Vreau să-mi schimb cariera].|I want a career change.
1823|[Am aplicat la trei firme].|I applied to three companies.
1824|[Cum a mers interviul]?|How did the job interview go?
1825|[Mi-au dat răspuns pozitiv]!|They offered me the job!
1826|Din păcate [am primit un refuz].|Unfortunately I got a rejection.
1827|[Încep pe întâi octombrie].|I start on October first.
1828|[Lucrez la contabilitate].|I work in accounting.
1829|[Mă ocup de serviciul clienți].|I'm responsible for customer service.
1830|[Sunt sufocat de muncă].|I'm swamped with work.
1831|[Abia mai țin pasul cu munca].|I can barely keep up with work.
1832|[Avem personal insuficient].|We're understaffed.
1833|Proiectul [a scăpat de sub control].|The project got out of hand.
1834|[Trebuie să tragem frâna de urgență].|We have to pull the emergency brake.
1835|[Am depășit bugetul].|We've gone over budget.
1836|Termenul [nu poate fi respectat].|The deadline can't be met.
1837|[Solicit o prelungire a termenului].|I'm asking for an extension.
1838|Asta [are prioritate absolută].|That has top priority.
1839|Asta [mai poate aștepta].|That can wait.
1840|[Mă ocup imediat de asta].|I'll take care of it right away.
1841|[Trimit asta mai departe la departamentul responsabil].|I'll forward that to the relevant department.
1842|[Nu eu mă ocup de asta].|I'm not responsible for that.
1843|Pentru asta [trebuie să vă adresați colegei mele].|You'll have to contact my colleague about that.
1844|[Vă pun în CC].|I'll cc you.
1845|[Găsiți atașat] oferta.|Please find the offer attached.
1846|[Vă rog să-mi răspundeți] până luni.|Please get back to me by Monday.
1847|[Vă mulțumesc anticipat].|Thank you in advance.
1848|[Momentan nu sunt la birou].|I'm currently out of the office.
1849|[Pentru urgențe, vă rog să-l contactați pe] domnul Weber.|In urgent cases, please contact Mr. Weber.
1850|Hai să [programăm o ședință scurtă].|Let's schedule a short meeting.
1851|Ce [e pe ordinea de zi]?|What's on the agenda?
1852|Cine [ia notițe] azi?|Who's taking the minutes today?
1853|[Mai sunt întrebări]?|Are there any more questions?
1854|[Ar trebui să amânăm] asta.|We should postpone that.
1855|[Trebuie să luăm o decizie].|We have to make a decision.
1856|[Propun] să votăm.|I suggest we vote.
1857|[E o abordare bună].|That's a good approach.
1858|Aici [sunt sceptic].|I'm skeptical about that.
1859|Asta [nu se poate pune în practică].|That's not feasible.
1860|[Ar trebui să cântărim riscul].|We should weigh up the risk.
1861|[Trebuie să reducem costurile].|We have to cut costs.
1862|Asta [nu merită din punct de vedere financiar].|That doesn't pay off.
1863|Vânzările [au crescut semnificativ].|Sales have risen significantly.
1864|[Ne-am atins obiectivele].|We've reached our targets.
1865|Echipa [a făcut o treabă excelentă].|The team did an excellent job.
1866|[Primesc un bonus].|I'm getting a bonus.
1867|[Am cerut o mărire de salariu].|I asked for a raise.
1868|[Am o evaluare anuală].|I have a performance review.
1869|Șeful meu [mi-a dat feedback].|My boss gave me feedback.
1870|[Trebuie să lucrez la gestionarea timpului].|I need to work on my time management.
1871|[Mă perfecționez în paralel].|I'm doing further training on the side.
1872|[Mă recalific].|I'm retraining.
1873|[Mi-am deschis propria afacere].|I've become self-employed.
1874|[Lucrez ca freelancer].|I work freelance.
1875|[Avem destule comenzi].|Business is good.
1876|[Trebuie să atrag clienți noi].|I have to find new clients.
1877|[Fac o factură].|I'm writing an invoice.
1878|Clientul [încă n-a plătit].|The client hasn't paid yet.
1879|[Trebuie să trimit o somație de plată].|I have to send a payment reminder.
1880|[Fac o oră pe drum până la serviciu].|I commute an hour to work.
1881|[Lucrez remote două zile pe săptămână].|I work remotely two days a week.
1882|Când lucrez de acasă, [îmi lipsește contactul cu colegii].|I miss the interaction when working from home.
1883|Atmosfera din birou [e tensionată].|The mood in the office is tense.
1884|[Circulă zvonuri despre concedieri].|There are rumors about layoffs.
1885|Firma [desființează posturi].|The company is cutting jobs.
1886|[Mi-am depus demisia].|I handed in my resignation.
1887|[Am un preaviz de trei luni].|I have a three-month notice period.
1888|[Primesc o recomandare bună].|I'm getting a good reference.
1889|Ultima mea zi de lucru [e vineri].|My last day at work is Friday.
1890|[Dăm o petrecere de rămas-bun].|We're having a farewell party.
1891|[Ies la pensie].|I'm retiring.
1892|[Am un contract pe perioadă nedeterminată].|I have a permanent contract.
1893|Contractul meu [e pe perioadă determinată].|My contract is fixed-term.
1894|Orele suplimentare [nu sunt plătite].|The overtime isn't paid.
1895|[Îmi iau liber pentru orele suplimentare].|I'm taking time off in lieu of overtime.
1896|[Fac parte din consiliul salariaților].|I'm on the works council.
1897|Sindicatul [cheamă la grevă].|The union is calling a strike.
1898|[Am un job de birou].|I have an office job.
1899|[Răspund de direcția strategică].|I'm responsible for the strategic direction.
1900|[Trebuie să ne optimizăm procesele].|We have to optimize our processes.
1901|Responsabilitățile [nu sunt clar definite].|Responsibilities aren't clearly defined.
1902|Asta [ține de atribuțiile mele].|That falls within my remit.
1903|[Lucrăm cu mai multe departamente împreună].|We work across departments.
1904|Comunicarea [lasă de dorit].|Communication leaves a lot to be desired.
1905|Asta [trebuie decis la cel mai înalt nivel].|That has to be decided at the highest level.
1906|Conducerea [a dat undă verde].|Management has given the green light.
1907|[Ne confruntăm cu provocări mari].|We're facing major challenges.
1908|[Trebuie să cucerim piețe noi].|We have to open up new markets.
1909|Concurența [nu doarme].|The competition never sleeps.
1910|[Trebuie să ne diferențiem de concurență].|We have to stand out from the competition.
1911|Asta [e avantajul nostru unic].|That's our unique selling point.
1912|Compania [trece printr-o perioadă de transformări].|The company is undergoing upheaval.
1913|Restructurarea [creează neliniște].|The restructuring is causing unrest.
1914|Moralul [e la pământ].|Morale is at rock bottom.
1915|Mulți angajați [și-au pierdut orice motivație].|Many employees have mentally checked out.
1916|Fluctuația de personal [e îngrijorător de mare].|Staff turnover is worryingly high.
1917|[Trebuie să-i facem pe angajați să rămână].|We have to strengthen employee retention.
1918|Specialiștii [sunt greu de găsit].|Skilled workers are hard to find.
1919|Postul [e neocupat de luni de zile].|The position has been vacant for months.
1920|Candidata [a lăsat o impresie excelentă].|The applicant made an excellent impression.
1921|[Are experiența necesară].|She brings the necessary experience.
1922|[E supracalificat] pentru post.|He's overqualified for the position.
1923|[Ne-am decis pentru alt candidat].|We decided on another candidate.
1924|[Vreau să-mi asum responsabilități].|I want to take on responsibility.
1925|[Peste cinci ani mă văd într-o funcție de conducere].|In five years I see myself in a leadership position.
1926|Cea mai mare slăbiciune a mea [e perfecționismul].|My biggest weakness is my perfectionism.
1927|[Mă concentrez pe soluții].|I work in a solution-oriented way.
1928|[Îmi păstrez calmul chiar și sub presiune].|I keep a cool head even under pressure.
1929|[Deleagă sarcinile cu pricepere].|She delegates tasks skillfully.
1930|[E un micromanager].|He's a micromanager.
1931|[Pur și simplu nu poate lăsa lucrurile din mână].|He just can't let go.
1932|[Conduce cu mână fermă].|She leads with a firm hand.
1933|[Nu are nicio calitate de lider].|He has no leadership qualities at all.
1934|Șeful [m-a criticat în fața tuturor].|The boss criticized me in front of everyone.
1935|Asta [a fost o palmă peste față].|That was a slap in the face.
1936|[Nu mă simt apreciat].|I don't feel valued.
1937|Munca mea [nu e recunoscută].|My work isn't recognized.
1938|[Se laudă cu meritele altora].|He takes credit for other people's work.
1939|[Face doar strictul necesar] de la restructurare încoace.|She's been doing the bare minimum since the restructuring.
1940|[O ia ușor].|He takes it easy.
1941|[Am strâns un munte de ore suplimentare].|I have a mountain of overtime piled up.
1942|[Sunt la un pas de burnout].|I'm on the verge of burnout.
1943|[Trebuie să învăț să spun nu].|I have to learn to say no.
1944|Echilibrul dintre muncă și viața personală [pur și simplu nu există].|The work-life balance just isn't right.
1945|[Îmi iau o pauză].|I'm taking a break.
1946|[Îmi iau un an sabatic].|I'm taking a sabbatical.
1947|[Mi-am schimbat direcția profesională].|I've changed career direction.
1948|[Am făcut pasul cel mare].|I took the plunge.
1949|Firma [e în pragul falimentului].|The company is on the verge of bankruptcy.
1950|Firma [a intrat în insolvență].|The company filed for bankruptcy.
1951|[Suntem pe profit].|We're in the black.
1952|[Suntem pe pierdere].|We're in the red.
1953|Raportul trimestrial [depășește așteptările].|The quarterly report exceeds expectations.
1954|[Am obținut un contract important].|We landed a major contract.
1955|Contractul [e semnat și parafat].|The contract is signed and sealed.
1956|[Trebuie să renegociem].|We have to renegotiate.
1957|Negocierile [s-au blocat].|The negotiations have stalled.
1958|[Suntem de acord în linii mari].|We agree on the basics.
1959|[Trebuie să găsim un compromis].|We have to find a compromise.
1960|Asta [e ultima mea ofertă].|That's my final offer.
1961|La asta [nu pot să accept].|I can't agree to that.
1962|Asta [se poate aranja].|That can be arranged.
1963|[O să insist pentru asta].|I'll push for that.
1964|[Mă consult cu echipa mea].|I'll consult with my team.
1965|[Vă anunț cât mai curând].|I'll let you know promptly.
1966|[Revin către dumneavoastră cât de repede pot].|I'll get back to you as soon as possible.
1967|[Referitor la] e-mailul dumneavoastră de luni|With reference to your email of Monday
1968|[Așa cum am discutat la telefon], vă trimit contractul.|As discussed on the phone, I'm sending you the contract.
1969|[Vă stau la dispoziție pentru orice întrebări].|I'm happy to answer any further questions.
1970|[V-aș fi recunoscător] dacă ați putea verifica asta.|I'd be grateful if you could check that.
1971|[Din păcate trebuie să vă informăm] că livrarea întârzie.|Unfortunately we have to inform you that the delivery is delayed.
1972|[Vă rugăm să ne înțelegeți].|We ask for your understanding.
1973|[Ne cerem scuze pentru neplăcerile create].|We apologize for the inconvenience.
1974|[Cu stimă, din Berlin]|Kind regards from Berlin
1975|[Am preluat postul în mod interimar].|I've taken over the post on an interim basis.
1976|[A fost promovată șefă de departament].|She was promoted to head of department.
1977|[E mâna dreaptă a șefului].|He's the boss's right-hand man.
1978|[Trage sforile din umbră].|She's pulling the strings behind the scenes.
1979|[Are pile].|He has connections.
1980|Fără relații [nu ajungi departe aici].|Without connections you won't get far here.
1981|Networkingul [face parte din meserie].|Networking is part of the business.
1982|[Ne tutuim cu șeful].|We're on first-name terms with the boss.
1983|Tonul [e dur, dar cald].|The tone is rough but warm.
1984|Atmosfera de lucru [e excelentă].|The working atmosphere is excellent.
1985|[E un adevărat om de echipă].|He's a real team player.
1986|[Ea e un lup singuratic].|She's a lone wolf.
1987|[Se face de neînlocuit].|He makes himself indispensable.
1988|Nimeni [nu e de neînlocuit].|Nobody is irreplaceable.
1989|[Sunt doar o rotiță în angrenaj].|I'm just a small cog in the machine.
1990|Birocrația [paralizează totul].|Bureaucracy paralyzes everything.
1991|Asta [trebuie să treacă mai întâi prin trei niveluri].|That has to go through three levels first.
1992|[Birocrația face legea].|Red tape rules.
1993|[Nu reinventăm roata].|We're not reinventing the wheel.
1994|[Trebuie să gândim dincolo de tipare].|We have to think outside the box.
1995|Asta [e un pas în direcția bună].|That's a step in the right direction.
1996|Hai [să facem lucrurile ca lumea].|Let's do it properly.
1997|[Nu trebuie să rămânem în urmă].|We mustn't fall behind.
1998|Digitalizarea [schimbă fundamental lumea muncii].|Digitalization is fundamentally changing the world of work.
1999|Multe activități [sunt automatizate].|Many tasks are being automated.
2000|Învățarea pe tot parcursul vieții [e indispensabilă].|Lifelong learning is indispensable.
2001|[Îmi place să joc] fotbal.|I like playing soccer.
2002|[Merg la alergat] în fiecare dimineață.|I go jogging every morning.
2003|[Cine a] câștigat?|Who won?
2004|[Am] câștigat!|We won!
2005|[Am] pierdut.|We lost.
2006|[Îmi place să înot].|I like swimming.
2007|[Merg] cu bicicleta.|I ride a bike.
2008|[Joci] tenis?|Do you play tennis?
2009|[Fac] yoga.|I do yoga.
2010|[Merg] la sală.|I go to the gym.
2011|[Care e] sportul tău preferat?|What's your favorite sport?
2012|[Sportul meu preferat e] baschetul.|My favorite sport is basketball.
2013|[Alerg] cinci kilometri.|I run five kilometers.
2014|[Sunt] în formă.|I'm fit.
2015|[Meciul] începe la opt.|The game starts at eight.
2016|[Gol]!|Goal!
2017|[Joc] la un club.|I play in a club.
2018|[Ne antrenăm] de două ori pe săptămână.|We train twice a week.
2019|[Îmi place să fac drumeții].|I like hiking.
2020|[Schiez].|I ski.
2021|[Îmi place să dansez].|I like dancing.
2022|[Joc] golf.|I play golf.
2023|[Vii] cu mine la antrenament?|Are you coming to practice?
2024|[E] distractiv!|That's fun!
2025|[Îmi place să mă uit] la fotbal.|I like watching soccer.
2026|[Cât e scorul]?|What's the score?
2027|[E] doi la unu.|It's two to one.
2028|[Egal].|It's a draw.
2029|[Sunt] fan Bayern München.|I'm a Bayern Munich fan.
2030|[Vremea e] bună de alergat.|The weather is good for running.
2031|[Am nevoie de] pantofi noi de alergare.|I need new running shoes.
2032|[Unde e] piscina?|Where is the swimming pool?
2033|[Joc] volei.|I play volleyball.
2034|[Îmi place să] fac escaladă.|I like climbing.
2035|[Fac] sport.|I do sports.
2036|[Nu fac] deloc sport.|I don't do any sports.
2037|[Sunt] foarte rapid.|I'm very fast.
2038|[Hai]!|Go!
2039|[Continuă]!|Keep going!
2040|[Bravo]!|Well done!
2041|[Joc] în fiecare sâmbătă.|I play every Saturday.
2042|[Jucăm] în patru.|We're playing as a foursome.
2043|[Stadionul e] mare.|The stadium is big.
2044|[Mergem] împreună [la sală]?|Shall we go to the gym together?
2045|[Nu mai am] deloc [suflu].|I'm completely out of breath.
2046|[Am] febră musculară.|I'm sore.
2047|[Mă antrenez] pentru un maraton.|I'm training for a marathon.
2048|[Am abonament] la sală.|I'm a member of the gym.
2049|[Mă încălzesc].|I'm warming up.
2050|[Fac stretching].|I'm stretching.
2051|[Fac] zece flotări.|I'm doing ten push-ups.
2052|[Ridic] greutăți.|I lift weights.
2053|[Cine joacă] azi?|Who's playing today?
2054|[Meciul] e sold out.|The game is sold out.
2055|[Avem] bilete la meci.|We have tickets for the game.
2056|[A fost] un meci super!|That was a great game!
2057|[Arbitrul] e orb!|The referee is blind!
2058|[A fost] fault!|That was a foul!
2059|[Penalty]!|Penalty!
2060|[A dat] un gol.|He scored a goal.
2061|[Echipa] joacă prost.|The team is playing badly.
2062|[Am câștigat] meciul.|We won the game.
2063|[M-am accidentat].|I got hurt.
2064|[Mă doare genunchiul].|My knee hurts.
2065|Ieri [am alergat] zece kilometri.|I ran ten kilometers yesterday.
2066|[Merg] la înot [când] e cald.|I go swimming when it's warm.
2067|[Merg] cu bicicleta la serviciu.|I bike to work.
2068|[Am început] să joc tenis.|I've started playing tennis.
2069|[Joc] fotbal de zece ani.|I've been playing soccer for ten years.
2070|În weekend [mergem la drumeție].|We're going hiking at the weekend.
2071|[Cât mai e] până în vârf?|How far is it to the summit?
2072|[Am nevoie de] o pauză.|I need a break.
2073|[Nu mai pot]!|I can't go on!
2074|[Încă două ture]!|Two more laps!
2075|[Poți s-o faci]!|You can do it!
2076|[Dă tot ce ai]!|Give it everything!
2077|[Sunt] în echipă.|I'm on the team.
2078|[Avem] meci mâine.|We have a game tomorrow.
2079|[Antrenamentul] se anulează azi.|Practice is canceled today.
2080|[Cât de des te antrenezi]?|How often do you train?
2081|[Merg la alergat] de trei ori pe săptămână.|I run three times a week.
2082|[Fac] un curs de dans.|I'm taking a dance class.
2083|[Vreau să] slăbesc.|I want to lose weight.
2084|[Vreau să pun] masă musculară.|I want to build muscle.
2085|[Transpir] ca un nebun.|I'm sweating like crazy.
2086|[Apa e] prea rece pentru înot.|The water is too cold for swimming.
2087|[Ne jucăm] în parc.|We're playing in the park.
2088|[E] un jucător bun.|He's a good player.
2089|[Cine e] jucătorul tău preferat?|Who's your favorite player?
2090|[Mă uit] la meci la bar.|I'm watching the game at the pub.
2091|[Încerc să mă mențin în formă].|I try to keep fit.
2092|[M-am lovit] la genunchi.|I hurt my knee.
2093|[Mi-am scrântit] glezna.|I sprained my ankle.
2094|[Trebuie să fac] o pauză.|I have to take a break.
2095|[Nu sunt în formă].|I'm out of shape.
2096|[Sunt] din nou [în formă].|I'm back in shape.
2097|[Mi-am] doborât [recordul personal].|I broke my personal record.
2098|[Am terminat] maratonul!|I finished the marathon!
2099|[Am promovat] în ligă.|We got promoted in the league.
2100|[Am retrogradat].|We got relegated.
2101|[Echipa] e pe locul trei.|The team is in third place.
2102|[Meciul a intrat] în prelungiri.|The game went into overtime.
2103|[S-a ajuns] la loviturile de departajare.|It came down to a penalty shootout.
2104|[A primit] cartonaș roșu.|He got a red card.
2105|[A fost] clar [ofsaid].|That was clearly offside.
2106|[Am egalat] în ultimul minut.|We equalized in the last minute.
2107|Antrenorul l-a [schimbat].|The coach subbed him out.
2108|[Stă] pe bancă.|He's on the bench.
2109|[Țin pumnii] echipei.|I'm keeping my fingers crossed for the team.
2110|[Cu ce echipă ții]?|Which team are you rooting for?
2111|[Nu mă interesează sportul].|I'm not interested in sports.
2112|[Mă mișc] prea puțin.|I don't move enough.
2113|[Ar trebui să fac] mai mult sport.|I should do more sport.
2114|[M-am înscris] la sală.|I signed up at the gym.
2115|[Prefer să alerg afară].|I'd rather run outside.
2116|Dimineața [fac] mereu [câteva exerciții].|I always do a few exercises in the morning.
2117|[Mă doare] tot.|Everything hurts.
2118|[Sunt] complet [epuizat].|I'm completely exhausted.
2119|[Am] un [cârcel] la picior.|I have a cramp in my leg.
2120|[Mă înțeapă în coastă].|I have a side stitch.
2121|[Am urcat] până în vârf.|We climbed all the way to the summit.
2122|[Priveliștea a meritat] urcușul.|The view was worth the climb.
2123|[Am] un [plan de antrenament].|I have a training plan.
2124|[Sunt atent] la tehnică la antrenament.|I pay attention to my technique while training.
2125|[După antrenament] sunt mereu bine dispus.|After training I'm always in a good mood.
2126|[Sportul mă ajută] să mă deconectez.|Sport helps me switch off.
2127|Meciul e [transmis în direct].|The game is being broadcast live.
2128|[Ne uităm] la meci [împreună].|We're watching the game together.
2129|[Pun pariu] că o să câștigăm.|I bet we'll win.
2130|[E indisponibil din cauza unei accidentări].|He's out injured.
2131|[A stabilit] recordul mondial.|She set the world record.
2132|[Turneul] are loc vara.|The tournament takes place in the summer.
2133|[Am ajuns] în finală.|We reached the final.
2134|[Am fost eliminați] în semifinale.|We were knocked out in the semifinal.
2135|Atmosfera de pe stadion a fost [incredibilă].|The atmosphere in the stadium was incredible.
2136|Până la urmă echipa [a ieșit învingătoare].|The team came out on top in the end.
2137|[Mai întâi trebuie să mă încălzesc].|I need to warm up first.
2138|[Meciul n-ar fi putut fi mai palpitant].|The game could hardly have been more exciting.
2139|[A fost] o [victorie pe teren propriu].|That was a home win.
2140|[Am pierdut la scor].|We lost by a mile.
2141|[Ne-au măturat de pe teren].|They wiped the floor with us.
2142|[A fost] un [autogol].|That was an own goal.
2143|[A băgat mingea în poartă].|He buried the ball in the net.
2144|[Portarul a apărat fenomenal].|The goalkeeper made outstanding saves.
2145|[Golul nu se pune].|The goal doesn't count.
2146|[VAR-ul] a confirmat.|VAR confirmed it.
2147|[A simulat].|He took a dive.
2148|[Trebuie să întărim apărarea].|We have to strengthen the defense.
2149|Sezonul a fost [cu suișuri și coborâșuri].|The season was mixed.
2150|[O luăm la vale].|We're going downhill.
2151|[E în formă maximă].|He's in top form.
2152|[Sunt dependent de] escaladă.|I'm addicted to climbing.
2153|[Mă antrenez până la epuizare].|I train until I'm exhausted.
2154|[Mi-am rupt un ligament].|I tore a ligament.
2155|[Sunt scos din joc].|I'm out of action.
2156|[Trebuie să o las mai moale].|I have to take it easy.
2157|[A alergat până n-a mai putut].|He ran his heart out.
2158|[E ambițioasă la maximum].|She's incredibly ambitious.
2159|[Important e să participi].|Taking part is what counts.
2160|[Meciul era deja decis].|The game was already decided.
2161|[Am întors situația].|We turned things around.
2162|[Fanii au fluierat].|The fans booed.
2163|[E vedeta echipei].|He's the star of the team.
2164|[Antrenorul a fost dat afară].|The coach was fired.
2165|[A fost dopaj].|That was doping.
2166|[Alerg primul meu semimaraton].|I'm running my first half marathon.
2167|[Nu mai sunt un leneș] când vine vorba de sport.|I'm not a couch potato anymore.
2168|[Mi-am învins lenea].|I overcame my lazy side.
2169|[Sunt complet stors].|I'm completely worn out.
2170|[Trage de timp].|He's playing for time.
2171|[Meciul e pe muchie de cuțit].|The game is on a knife-edge.
2172|[Au luat cupa].|They won the cup.
2173|[Deținătorii titlului] au ieșit din competiție.|The defending champions are out.
2174|[Sunt cu trup și suflet] sportiv.|I'm an athlete heart and soul.
2175|[Mingea e rotundă].|Anything can happen in football.
2176|[Meciul se termină la fluierul final].|It's not over until it's over.
2177|[A păstrat un profil discret].|He kept a low profile.
2178|[Avem victoria în buzunar].|We've got the win in the bag.
2179|[A fost o pasă de gol].|That was a perfect setup.
2180|[A nimerit în plin].|He hit the bull's-eye.
2181|[Ne-au făcut praf].|They trounced us.
2182|[Am aruncat prosopul].|We threw in the towel.
2183|[S-a autodepășit].|He surpassed himself.
2184|[A fost o cursă strânsă].|That was a neck-and-neck race.
2185|[Am scăpat ieftin].|We got off lightly.
2186|[Victoria a fost obținută cu greu].|The victory was hard-won.
2187|[A fost un meci la o singură poartă].|That was a completely one-sided game.
2188|[Și-a păstrat sângele rece].|He kept his nerve.
2189|[A atins forma maximă].|She hit peak form.
2190|[Trebuie să ne suflecăm mânecile].|We have to roll up our sleeves.
2191|[Antrenorul a mizat pe calul greșit].|The coach backed the wrong horse.
2192|[Nu e o joacă].|That's no walk in the park.
2193|[Nu-l mai oprește nimeni].|There's no stopping him.
2194|[Suntem la capătul puterilor].|We're at the end of our strength.
2195|[A ridicat ștacheta sus].|She set the bar high.
2196|[Am reușit să redresăm situația].|We managed to turn things around.
2197|[A mers ca pe roate].|It went like clockwork.
2198|[E o vulpe bătrână].|He's an old hand.
2199|[Suntem de neînvins].|We're unbeatable.
2200|[După meci urmează alt meci].|After the game is before the game.
2201|[Mă antrenez de trei ori pe săptămână la club].|I train three times a week at the club.
2202|Duminică [avem un meci în deplasare].|We have an away game on Sunday.
2203|Meciul de acasă [e sold out].|The home game is sold out.
2204|[Am pierdut la limită].|We narrowly lost.
2205|[Am câștigat detașat].|We won by a lot.
2206|Meciul [s-a terminat la egalitate].|The game ended in a draw.
2207|[Cine a marcat golul]?|Who scored the goal?
2208|[A ratat un penalty].|He missed a penalty.
2209|Arbitrul [a fluierat fault].|The referee called a foul.
2210|[A primit cartonaș galben].|He got a yellow card.
2211|Echipa [e pe primul loc].|The team is in first place.
2212|[Sunt de ani de zile fan al] acestui club.|I've been a fan of this club for years.
2213|[Merg des pe stadion].|I go to the stadium regularly.
2214|[Mi-am cumpărat un tricou nou].|I bought a new jersey.
2215|În weekend [alerg o cursă de zece kilometri].|I'm running a ten-kilometer race at the weekend.
2216|[Vreau să-mi îmbunătățesc timpul].|I want to improve my time.
2217|[Fac exerciții de stretching în fiecare dimineață].|I do stretching exercises every morning.
2218|[Mi-am luat un antrenor personal].|I got myself a personal trainer.
2219|[Prefer înotul în loc de alergat].|I'd rather go swimming than running.
2220|În weekend [mergem cu bicicleta].|We're going cycling at the weekend.
2221|[Mi-am rupt mâna] la schi.|I broke my arm skiing.
2222|[Trebuie să iau o pauză de șase săptămâni].|I have to take six weeks off.
2223|[Sunt din nou în formă].|I'm fit again.
2224|[Fac un curs de yoga] pentru începători.|I'm doing a yoga class for beginners.
2225|[Jucăm tenis în fiecare joi].|We play tennis every Thursday.
2226|[N-am deloc rezistență].|I have no stamina.
2227|[Am ieșit complet din mână].|I'm completely out of practice.
2228|[Mergem la escaladă] în sală.|We're going indoor climbing.
2229|[Am câștigat cursa]!|I won the race!
2230|Echipa [a avut o serie de victorii].|The team went on a winning streak.
2231|[Sunt neînvinși de zece meciuri].|They've been unbeaten for ten games.
2232|[Am pierdut contactul cu vârful clasamentului].|We've lost touch with the top of the table.
2233|Echipa [luptă pentru evitarea retrogradării].|The team is fighting relegation.
2234|[Au retrogradat în liga a doua].|They've been relegated to the second division.
2235|[Am reușit promovarea]!|We got promoted!
2236|Meciul [a fost foarte disputat].|The game was hard-fought.
2237|[Au întors meciul în ultimul minut].|They turned the game around in the last minute.
2238|Golul [a venit în prelungiri].|The goal came in stoppage time.
2239|Egalarea [a fost pe deplin meritată].|The equalizer was well deserved.
2240|Portarul [a apărat un penalty].|The goalkeeper saved a penalty.
2241|[A marcat un autogol].|He scored an own goal.
2242|[A fost eliminat pentru un fault de ultim apărător].|He was sent off for a professional foul.
2243|Asta [a fost clar o decizie greșită].|That was clearly the wrong call.
2244|Arbitrul [a arbitrat total pe dos].|The ref completely botched the game.
2245|Fanii [au împins echipa de la spate].|The fans drove the team on.
2246|Pe stadion [era o atmosferă de-ți făcea pielea de găină].|The atmosphere in the stadium gave you goosebumps.
2247|[E în cea mai bună formă a vieții lui].|He's in the form of his life.
2248|[A jucat un sezon foarte bun].|She played a strong season.
2249|[A lipsit din cauza unei accidentări].|He was out through injury.
2250|[Și-a rupt ligamentele încrucișate].|He tore his cruciate ligament.
2251|Recuperarea [durează câteva luni].|Rehab takes several months.
2252|[E aproape de revenire].|He's about to make his comeback.
2253|Antrenorul [mizează pe jucătorii tineri].|The coach relies on young players.
2254|[A semnat un contract până în 2028].|He signed a contract until 2028.
2255|Clubul [a achiziționat un atacant nou].|The club signed a new striker.
2256|Suma de transfer [a fost astronomică].|The transfer fee was astronomical.
2257|[Mă antrenez pentru primul meu triatlon].|I'm training for my first triathlon.
2258|[Mi-am doborât recordul personal].|I beat my personal best.
2259|[Am alergat maratonul în mai puțin de patru ore].|I ran the marathon in under four hours.
2260|Ultimii kilometri [au fost un iad].|The last few kilometers were hell.
2261|[Am mers până la limitele mele].|I pushed myself to my limits.
2262|[M-am stors complet de puteri].|I completely wore myself out.
2263|[Mai întâi trebuie să-mi revin].|I need to recover first.
2264|[Mi-am luat o zi de odihnă].|I took a rest day.
2265|[Fac antrenament pe intervale].|I do interval training.
2266|[Mă antrenez după un plan].|I train according to a plan.
2267|[Sunt atent la puls].|I keep an eye on my pulse.
