1|[Oi], tudo bem?|Hi, how's it going?
1644|[Sem problema], eu faço.|No problem, I'll do it.
1645|[Não tenho] tempo.|I don't have time.
1646|[Eu tenho uma reunião] às dez.|I have a meeting at ten.
1647|[Hoje estou trabalhando de casa].|I'm working from home today.
1648|[Você pode me mandar] o arquivo?|Can you send me the file?
1649|[Vou te mandar] os documentos.|I'll send you the documents.
1650|[Segue em anexo] o meu currículo.|Please find my CV attached.
1651|[Atenciosamente]|Kind regards (email sign-off)
1652|[Prezados senhores],|Dear Sir or Madam,
1653|[Estou me candidatando] à vaga.|I'm applying for the position.
1654|[Tenho] uma entrevista de emprego.|I have a job interview.
1655|[Eu consegui] a vaga!|I got the job!
1656|[Eu fiz] muita hora extra.|I've worked a lot of overtime.
1657|[Estou] muito [estressado].|I'm totally stressed.
1658|[A impressora] não está funcionando.|The printer isn't working.
1659|[Eu esqueci] a minha senha.|I forgot my password.
1660|[O computador] travou.|The computer crashed.
1661|[Já volto].|I'll be right back.
1662|[Vou sair] para o almoço.|I'm going on my lunch break.
1663|[Você vem] comigo ao refeitório?|Are you coming to the cafeteria?
1664|[Tenho que terminar] isso até sexta.|I have to finish this by Friday.
1665|[Quando é] o prazo?|When's the deadline?
1666|[Tenho] uma dúvida [sobre o projeto].|I have a question about the project.
1667|[Eu sou] novo aqui.|I'm new here.
1668|[Eu trabalho aqui] há três anos.|I've been working here for three years.
1669|[Estou fazendo] um curso técnico.|I'm doing an apprenticeship.
1670|[Estou fazendo] estágio.|I'm doing an internship.
1671|[Eu avisei que estou doente].|I called in sick.
1672|[Vou tirar férias] semana que vem.|I'm taking vacation next week.
1673|[A gente tem] um projeto novo.|We have a new project.
1674|[Eu sou responsável] pelo marketing.|I'm responsible for marketing.
1675|[Você pode] me [cobrir]?|Can you cover for me?
1676|[A reunião] foi cancelada.|The meeting is canceled.
1677|[Estou] numa reunião.|I'm in a meeting.
1678|[Eu retorno a ligação] para o senhor.|I'll call you back.
1679|[Quem está falando], por favor?|Who's speaking, please?
1680|[Vou transferir] a ligação.|I'll put you through.
1681|[Ele não está] no momento.|He's not here right now.
1682|[Posso deixar] um recado?|Can I leave a message?
1683|[Quanto você ganha]?|How much do you earn?
1684|[Eu ganhei] um aumento.|I got a raise.
1685|[Eu] pedi demissão.|I quit.
1686|[Estou procurando] uma nova vaga.|I'm looking for a new position.
1687|[A equipe é] ótima.|The team is great.
1688|[Eu trabalho] em turnos.|I work shifts.
1689|[Estou] no turno da noite.|I'm on the night shift.
1690|[Eu me desloco] todo dia para o trabalho.|I commute every day.
1691|[Eu te dou um retorno] amanhã.|I'll get back to you tomorrow.
1692|[Estou] muito [estressado] agora.|I'm totally stressed right now.
1693|[Será que a gente poderia remarcar] o horário?|Could we reschedule the appointment?
1694|[Eu tenho] uma [sugestão].|I'd have a suggestion.
1695|[O que o senhor acha de] essa ideia?|What do you think of this idea?
1696|[Concordo com] o senhor.|I agree with you.
1697|[Eu vejo isso] de um jeito um pouco [diferente].|I see that somewhat differently.
1698|[O senhor poderia explicar isso melhor], por favor?|Could you explain that in more detail, please?
1699|[Eu cuido disso].|I'll take care of it.
1700|[Eu te aviso].|I'll let you know.
1701|[Me mantém informado].|Keep me posted.
1702|[Eu] ainda [não tive tempo de fazer isso].|I haven't gotten around to it yet.
1703|[Hoje eu não dou mais conta].|I won't manage it today.
1704|[Estou] com [muita coisa na cabeça].|I have a lot on my plate.
1705|[Estou sobrecarregado].|I'm overloaded.
1706|[A gente precisa definir] prioridades.|We have to set priorities.
1707|[Isso é prioridade máxima].|That has top priority.
1708|[Eu cometi] um erro.|I made a mistake.
1709|[Foi] um [mal-entendido].|That was a misunderstanding.
1710|[Vou mandar um convite] para a reunião para o senhor.|I'll send you an invite for the meeting.
1711|[Muito obrigado pela] sua resposta rápida.|Thank you for your quick reply.
1712|[Aguardo] o seu retorno.|I look forward to hearing from you.
1713|[Segue em anexo] a ata.|Attached I'm sending you the minutes.
1714|[Em caso de dúvidas], fico [à disposição].|If you have any questions, I'm happy to help.
1715|[Infelizmente vou ter que cancelar] a reunião.|Unfortunately I have to cancel the meeting.
1716|[Estarei disponível] de novo a partir de segunda.|I'll be reachable again from Monday.
1717|[Estou de férias] até sexta.|I'm on vacation until Friday.
1718|[A gente concluiu] o projeto.|We completed the project.
1719|[Estou trabalhando numa apresentação] agora.|I'm working on a presentation right now.
1720|[Ainda preciso conferir] os números.|I still have to check the numbers.
1721|[Podemos conversar rapidinho por telefone]?|Can we have a quick call?
1722|[Isso não está no meu radar].|That's not on my radar.
1723|Meu contrato está [vencendo].|My contract is expiring.
1724|[Fui promovido].|I got promoted.
1725|[Eu quero me especializar mais].|I want to further my education.
1726|[Tenho experiência] em vendas.|I have experience in sales.
1727|[Meus pontos fortes] são o trabalho em equipe e a paciência.|My strengths are teamwork and patience.
1728|[Eu gosto de trabalhar em equipe].|I like working in a team.
1729|[Eu trabalho bem sob pressão].|I work well under pressure.
1730|[Quando eu posso] começar?|When can I start?
1731|[A empresa] me [contratou].|The company hired me.
1732|[Fui demitido].|I got fired / laid off.
1733|[Estou desempregado] no momento.|I'm unemployed at the moment.
1734|[Como está] o clima na equipe?|What's the mood like in the team?
1735|[O cliente está] insatisfeito.|The client is dissatisfied.
1736|[Eu gostaria de voltar] ao último ponto.|I'd like to come back to the last point.
1737|[Isso não depende de mim].|That's out of my hands.
1738|[Vamos ter isso em mente].|Let's keep that in mind.
1739|[A gente deveria conversar sobre isso em particular].|We should discuss this in private.
1740|[Eu combinei isso com o chefe].|I've cleared it with the boss.
1741|[Isso é assunto para o chefe].|That's a matter for the boss.
1742|[Estamos todos remando na mesma direção].|We're all pulling in the same direction.
1743|[O projeto está por um fio].|The project is hanging in the balance.
1744|[Estamos] bem [dentro do cronograma].|We're well on schedule.
1745|[Estamos atrasados].|We're behind schedule.
1746|[Isso já está resolvido].|That's been taken care of.
1747|[Estou até o pescoço] de trabalho.|I'm up to my ears in work.
1748|[Isso faz a gente perder tempo à toa].|That takes up unnecessary time.
1749|[Ainda preciso resolver umas coisas].|I still have a few things to take care of.
1750|[A gente precisa fazer isso direito].|We have to do this properly.
1751|[Estou de saco cheio] desse emprego.|I'm fed up with this job.
1752|[Estou esgotado].|I'm burned out.
1753|[O trabalho está me engolindo].|The work is getting on top of me.
1754|[Estou fazendo só o mínimo].|I'm doing the bare minimum.
1755|[Ele é] um [workaholic].|He's a workaholic.
1756|[Ela fez carreira].|She made a career for herself.
1757|[Estou negociando] o meu salário.|I'm negotiating my salary.
1758|[Isso não é negociável].|That's non-negotiable.
1759|[A gente deveria jogar no seguro].|We should play it safe.
1760|[Eu vou dar andamento] nisso.|I'll get that started.
1761|[Eu penso diferente] nesse ponto.|I'm of a different opinion there.
1762|[Essa é] uma [boa objeção].|That's a good objection.
1763|[Isso é perda de tempo].|That's a waste of time.
1764|[A gente está andando em círculos].|We're going around in circles.
1765|[Vamos resumir rapidinho].|Let's quickly summarize.
1766|[Eu conversei] com a equipe.|I consulted with the team.
1767|[O contrato está garantido].|The deal is in the bag.
1768|[A gente fechou] o contrato.|We landed the contract.
1769|[Essa reunião podia ter sido um e-mail].|The meeting could have been an email.
1770|[A partir de amanhã estou de férias] e fora do ar.|I'm on vacation from tomorrow and unreachable.
1771|[Estou com a cabeça cheia agora].|My head is full right now.
1772|[Ele empurra tudo com a barriga].|He puts everything off.
1773|[Isso é uma faca de dois gumes].|That's a double-edged sword.
1774|[Estou trabalhando a todo vapor].|I'm working flat out.
1775|[Foi um sucesso total].|That was a complete success.
1776|[De modo geral], estou satisfeito com o resultado.|By and large, I'm happy with the result.
1777|[A gente deveria tirar o projeto do papel].|We should get the project off the ground.
1778|[Não é lá essas coisas], mas funciona.|It's not ideal, but it works.
1779|[A gente precisa colocar as cartas na mesa].|We have to put our cards on the table.
1780|[Ele deu tudo de si] na apresentação.|He pulled out all the stops in the presentation.
1781|[Estamos sob uma enorme pressão de tempo].|We're under enormous time pressure.
1782|[Tudo depende] do orçamento.|It all depends on the budget.
1783|[A gente precisa ficar atento].|We have to stay on the ball.
1784|[Ele tem jeito para] negociação.|He has a knack for negotiations.
1785|[Ela é quem mexe os pauzinhos].|She's pulling the strings.
1786|[Isso não é da minha alçada].|That's not my department.
1787|[Estamos no caminho certo].|We're on the right track.
1788|[Isso foge] do escopo.|That goes beyond the scope.
1789|[Eu seguro as pontas] para o senhor.|I'll cover for you.
1790|[O projeto empacou].|The project has stalled.
1791|[A gente precisa puxar o freio de mão].|We have to pull the plug.
1792|[Ele puxa o saco] do chefe.|He's sucking up to the boss.
1793|[Isso é uma gota no oceano].|That's a drop in the ocean.
1794|[A gente não reinventou a roda].|We didn't reinvent the wheel.
1795|[Já não sei mais o que fazer].|I'm at my wit's end.
1796|[Isso já está no papo].|That's all wrapped up.
1797|[Ele está puxando o meu tapete].|He's trying to get me fired.
1798|[A gente precisa mostrar a cara].|We have to show our true colors.
1799|[Eu não vou me arriscar demais].|I'm not going out on a limb.
1800|Isso [não leva a gente a lugar nenhum].|That doesn't get us anywhere.
1801|Eu [consegui um emprego de] enfermeiro.|I found a job as a nurse.
1802|Eu [trabalho em turnos] e muitas vezes pego o turno da noite.|I work shifts and often have night shifts.
1803|A gente [tem horário flexível].|We have flexible working hours.
1804|Hoje eu [vou sair mais cedo do trabalho].|I'm finishing early today.
1805|Posso [tirar um dia de folga amanhã]?|Can I take a day off tomorrow?
1806|Esta semana eu [estou viajando a trabalho].|I'm on a business trip this week.
1807|Eu [ainda preciso responder uns e-mails].|I still have to answer a few emails.
1808|[O senhor poderia me mandar] os documentos [até sexta]?|Could you send me the documents by Friday?
1809|Eu [perdi o prazo].|I missed the deadline.
1810|A gente [está dentro do cronograma].|We're on schedule.
1811|A reunião [foi remarcada para quinta].|The meeting was moved to Thursday.
1812|Eu [vou participar da reunião por vídeo].|I'm joining the meeting by video.
1813|[Você está no mudo].|You're on mute.
1814|[Você pode compartilhar a tela]?|Can you share your screen?
1815|Meu chefe [é bem exigente].|My boss is pretty strict.
1816|Minha colega [me ajudou muito].|My colleague helped me a lot.
1817|Eu [gosto de trabalhar com ele].|I like working with him.
1818|Eu [estou em período de experiência de seis meses].|I have a six-month probation period.
1819|Eu [ganho mais do que antes].|I earn more than before.
1820|[Quantos dias de férias você tem]?|How many vacation days do you have?
1821|Eu [estou satisfeito com o meu trabalho].|I'm happy with my job.
1822|Eu [quero mudar de área].|I want a career change.
1823|Eu [me candidatei em três empresas].|I applied to three companies.
1824|[Como foi a entrevista de emprego]?|How did the job interview go?
1825|Eles [me aprovaram para a vaga]!|They offered me the job!
1826|Infelizmente [eu não fui selecionado].|Unfortunately I got a rejection.
1827|Eu [começo no dia primeiro de outubro].|I start on October first.
1828|Eu [trabalho na contabilidade].|I work in accounting.
1829|Eu [sou responsável pelo atendimento ao cliente].|I'm responsible for customer service.
1830|Eu [estou atolado de trabalho].|I'm swamped with work.
1831|Eu [mal estou dando conta do trabalho].|I can barely keep up with work.
1832|A gente [está com falta de pessoal].|We're understaffed.
1833|O projeto [saiu do controle].|The project got out of hand.
1834|A gente [precisa puxar o freio de emergência].|We have to pull the emergency brake.
1835|A gente [estourou o orçamento].|We've gone over budget.
1836|[Não vai dar para cumprir] o prazo.|The deadline can't be met.
1837|Eu [queria pedir uma prorrogação do prazo].|I'm asking for an extension.
1838|Isso [é prioridade máxima].|That has top priority.
1839|Isso [pode esperar].|That can wait.
1840|Eu [já vou resolver isso].|I'll take care of it right away.
1841|Eu [vou encaminhar isso para o setor responsável].|I'll forward that to the relevant department.
1842|Isso [não é comigo].|I'm not responsible for that.
1843|Sobre isso, [o senhor precisa falar com a minha colega].|You'll have to contact my colleague about that.
1844|Eu [coloco o senhor em cópia].|I'll cc you.
1845|[Segue em anexo] a proposta.|Please find the offer attached.
1846|[Peço um retorno] até segunda.|Please get back to me by Monday.
1847|[Desde já, agradeço].|Thank you in advance.
1848|[No momento, estou fora do escritório].|I'm currently out of the office.
1849|[Em caso de urgência, favor entrar em contato com] o Sr. Weber.|In urgent cases, please contact Mr. Weber.
1850|Vamos [marcar uma reunião rápida].|Let's schedule a short meeting.
1851|O que [está na pauta]?|What's on the agenda?
1852|Quem [vai fazer a ata hoje]?|Who's taking the minutes today?
1853|[Mais alguma pergunta]?|Are there any more questions?
1854|Isso a gente [devia deixar para depois].|We should postpone that.
1855|A gente [precisa tomar uma decisão].|We have to make a decision.
1856|Eu [sugiro] que a gente vote.|I suggest we vote.
1857|Essa [é uma boa abordagem].|That's a good approach.
1858|Quanto a isso, [eu tenho minhas dúvidas].|I'm skeptical about that.
1859|Isso [não é viável].|That's not feasible.
1860|A gente [deveria avaliar bem o risco].|We should weigh up the risk.
1861|A gente [precisa cortar custos].|We have to cut costs.
1862|Isso [não compensa].|That doesn't pay off.
1863|O faturamento [aumentou bastante].|Sales have risen significantly.
1864|A gente [bateu as metas].|We've reached our targets.
1865|A equipe [fez um trabalho excelente].|The team did an excellent job.
1866|Eu [vou ganhar um bônus].|I'm getting a bonus.
1867|Eu [pedi um aumento].|I asked for a raise.
1868|Eu [tenho uma avaliação de desempenho].|I have a performance review.
1869|Meu chefe [me deu um feedback].|My boss gave me feedback.
1870|Eu [preciso melhorar a minha gestão do tempo].|I need to work on my time management.
1871|Eu [faço cursos de capacitação por fora].|I'm doing further training on the side.
1872|Eu [estou me requalificando para outra profissão].|I'm retraining.
1873|Eu [abri meu próprio negócio].|I've become self-employed.
1874|Eu [trabalho como freelancer].|I work freelance.
1875|O movimento [está bom].|Business is good.
1876|Eu [preciso captar clientes].|I have to find new clients.
1877|Eu [estou emitindo uma nota fiscal].|I'm writing an invoice.
1878|O cliente [ainda não pagou].|The client hasn't paid yet.
1879|Eu [preciso mandar uma cobrança].|I have to send a payment reminder.
1880|Eu [levo uma hora para chegar ao trabalho].|I commute an hour to work.
1881|Eu [trabalho remoto dois dias por semana].|I work remotely two days a week.
1882|No home office [eu sinto falta da troca com os colegas].|I miss the interaction when working from home.
1883|O clima no escritório [está tenso].|The mood in the office is tense.
1884|[Estão rolando boatos de demissões].|There are rumors about layoffs.
1885|A empresa [está cortando vagas].|The company is cutting jobs.
1886|Eu [entreguei a minha carta de demissão].|I handed in my resignation.
1887|Eu [tenho um aviso prévio de três meses].|I have a three-month notice period.
1888|Eu [vou ganhar uma boa carta de referência].|I'm getting a good reference.
1889|Meu último dia de trabalho [é na sexta].|My last day at work is Friday.
1890|A gente [vai fazer uma festa de despedida].|We're having a farewell party.
1891|Eu [vou me aposentar].|I'm retiring.
1892|Eu [tenho um contrato por tempo indeterminado].|I have a permanent contract.
1893|Meu contrato [é temporário].|My contract is fixed-term.
1894|As horas extras [não são pagas].|The overtime isn't paid.
1895|Eu [estou compensando as horas extras com folga].|I'm taking time off in lieu of overtime.
1896|Eu [faço parte da comissão de funcionários].|I'm on the works council.
1897|O sindicato [está convocando uma greve].|The union is calling a strike.
1898|Eu [trabalho em escritório].|I have an office job.
1899|Eu [sou responsável pela direção estratégica].|I'm responsible for the strategic direction.
1900|A gente [precisa otimizar os nossos processos].|We have to optimize our processes.
1901|As responsabilidades [não estão bem definidas].|Responsibilities aren't clearly defined.
1902|Isso [é da minha alçada].|That falls within my remit.
1903|A gente [trabalha de forma integrada entre os setores].|We work across departments.
1904|A comunicação [deixa muito a desejar].|Communication leaves a lot to be desired.
1905|Isso [precisa ser decidido no mais alto escalão].|That has to be decided at the highest level.
1906|A diretoria [deu sinal verde].|Management has given the green light.
1907|A gente [tem grandes desafios pela frente].|We're facing major challenges.
1908|A gente [precisa conquistar novos mercados].|We have to open up new markets.
1909|A concorrência [não dorme].|The competition never sleeps.
1910|A gente [precisa se destacar da concorrência].|We have to stand out from the competition.
1911|Esse [é o nosso diferencial].|That's our unique selling point.
1912|A empresa [está passando por uma grande transformação].|The company is undergoing upheaval.
1913|A reestruturação [está gerando inquietação].|The restructuring is causing unrest.
1914|O ânimo [está no fundo do poço].|Morale is at rock bottom.
1915|Muitos funcionários [já se desligaram mentalmente].|Many employees have mentally checked out.
1916|A rotatividade [está preocupantemente alta].|Staff turnover is worryingly high.
1917|A gente [precisa reforçar a retenção de talentos].|We have to strengthen employee retention.
1918|Profissionais qualificados [são difíceis de encontrar].|Skilled workers are hard to find.
1919|A vaga [está em aberto há meses].|The position has been vacant for months.
1920|A candidata [causou uma ótima impressão].|The applicant made an excellent impression.
1921|Ela [tem a experiência necessária].|She brings the necessary experience.
1922|Ele [é qualificado demais] para a vaga.|He's overqualified for the position.
1923|A gente [optou por outro candidato].|We decided on another candidate.
1924|Eu [quero assumir responsabilidades].|I want to take on responsibility.
1925|Eu [me vejo daqui a cinco anos num cargo de liderança].|In five years I see myself in a leadership position.
1926|Meu maior defeito [é o perfeccionismo].|My biggest weakness is my perfectionism.
1927|Eu [trabalho com foco em soluções].|I work in a solution-oriented way.
1928|Eu [mantenho a cabeça fria mesmo sob pressão].|I keep a cool head even under pressure.
1929|Ela [sabe delegar tarefas muito bem].|She delegates tasks skillfully.
1930|Ele [é um microgerenciador].|He's a micromanager.
1931|Ele [simplesmente não consegue soltar as rédeas].|He just can't let go.
1932|Ela [lidera com pulso firme].|She leads with a firm hand.
1933|Ele [não tem nenhum perfil de liderança].|He has no leadership qualities at all.
1934|O chefe [me criticou na frente de todo mundo].|The boss criticized me in front of everyone.
1935|Isso [foi um tapa na cara].|That was a slap in the face.
1936|Eu [não me sinto valorizado].|I don't feel valued.
1937|Meu trabalho [não é reconhecido].|My work isn't recognized.
1938|Ele [leva o crédito pelo trabalho dos outros].|He takes credit for other people's work.
1939|Desde a reestruturação, ela [só faz o mínimo necessário].|She's been doing the bare minimum since the restructuring.
1940|Ele [leva tudo na flauta].|He takes it easy.
1941|Eu [tenho uma montanha de horas extras acumuladas].|I have a mountain of overtime piled up.
1942|Eu [estou à beira de um burnout].|I'm on the verge of burnout.
1943|Eu [preciso aprender a dizer não].|I have to learn to say no.
1944|O equilíbrio entre trabalho e vida pessoal [simplesmente não existe].|The work-life balance just isn't right.
1945|Eu [vou dar um tempo].|I'm taking a break.
1946|Eu [vou tirar um ano sabático].|I'm taking a sabbatical.
1947|Eu [mudei de rumo na carreira].|I've changed career direction.
1948|Eu [me joguei de cabeça].|I took the plunge.
1949|A empresa [está à beira da falência].|The company is on the verge of bankruptcy.
1950|A empresa [pediu falência].|The company filed for bankruptcy.
1951|A gente [está no azul].|We're in the black.
1952|A gente [está no vermelho].|We're in the red.
1953|O relatório trimestral [superou as expectativas].|The quarterly report exceeds expectations.
1954|A gente [fechou um contrato enorme].|We landed a major contract.
1955|O contrato [está assinado e garantido].|The contract is signed and sealed.
1956|A gente [precisa renegociar].|We have to renegotiate.
1957|As negociações [empacaram].|The negotiations have stalled.
1958|A gente [está de acordo no essencial].|We agree on the basics.
1959|A gente [precisa chegar a um meio-termo].|We have to find a compromise.
1960|Essa [é a minha última oferta].|That's my final offer.
1961|Com isso [eu não posso concordar].|I can't agree to that.
1962|Isso [dá para arranjar].|That can be arranged.
1963|Eu [vou batalhar por isso].|I'll push for that.
1964|Eu [vou conversar com a minha equipe].|I'll consult with my team.
1965|Eu [dou um retorno para o senhor em breve].|I'll let you know promptly.
1966|Eu [retorno para o senhor assim que possível].|I'll get back to you as soon as possible.
1967|[Em referência ao] seu e-mail de segunda-feira|With reference to your email of Monday
1968|[Conforme conversamos por telefone], envio o contrato ao senhor.|As discussed on the phone, I'm sending you the contract.
1969|[Fico à disposição para qualquer esclarecimento].|I'm happy to answer any further questions.
1970|[Eu ficaria grato] se o senhor pudesse verificar isso.|I'd be grateful if you could check that.
1971|[Infelizmente, informamos] que a entrega vai atrasar.|Unfortunately we have to inform you that the delivery is delayed.
1972|[Contamos com a sua compreensão].|We ask for your understanding.
1973|[Pedimos desculpas pelo transtorno].|We apologize for the inconvenience.
1974|[Atenciosamente, de Berlim]|Kind regards from Berlin
1975|Eu [assumi o cargo interinamente].|I've taken over the post on an interim basis.
1976|Ela [foi promovida a chefe de departamento].|She was promoted to head of department.
1977|Ele [é o braço direito do chefe].|He's the boss's right-hand man.
1978|Ela [mexe os pauzinhos nos bastidores].|She's pulling the strings behind the scenes.
1979|Ele [tem QI, quem indica].|He has connections.
1980|Sem contatos [não se vai longe aqui].|Without connections you won't get far here.
1981|Fazer networking [faz parte do negócio].|Networking is part of the business.
1982|A gente [chama o chefe de você].|We're on first-name terms with the boss.
1983|O jeito lá [é bruto, mas carinhoso].|The tone is rough but warm.
1984|O ambiente de trabalho [é excelente].|The working atmosphere is excellent.
1985|Ele [é muito bom de equipe].|He's a real team player.
1986|Ela [prefere trabalhar sozinha].|She's a lone wolf.
1987|Ele [se faz indispensável].|He makes himself indispensable.
1988|Ninguém [é insubstituível].|Nobody is irreplaceable.
1989|Eu [sou só uma pecinha na engrenagem].|I'm just a small cog in the machine.
1990|A burocracia [trava tudo].|Bureaucracy paralyzes everything.
1991|Isso [precisa passar por três instâncias antes].|That has to go through three levels first.
1992|A burocracia [manda em tudo].|Red tape rules.
1993|A gente [não está reinventando a roda].|We're not reinventing the wheel.
1994|A gente [precisa pensar fora da caixa].|We have to think outside the box.
1995|Isso [é um passo na direção certa].|That's a step in the right direction.
1996|Vamos [fazer isso direito, de uma vez].|Let's do it properly.
1997|A gente [não pode ficar para trás].|We mustn't fall behind.
1998|A digitalização [está transformando profundamente o mundo do trabalho].|Digitalization is fundamentally changing the world of work.
1999|Muitas atividades [estão sendo automatizadas].|Many tasks are being automated.
2000|A aprendizagem ao longo da vida [é indispensável].|Lifelong learning is indispensable.
2001|[Eu gosto de jogar] futebol.|I like playing soccer.
2002|[Eu vou correr] toda manhã.|I go jogging every morning.
2003|[Quem] ganhou?|Who won?
2004|[A gente] ganhou!|We won!
2005|[A gente] perdeu.|We lost.
2006|[Eu gosto de nadar].|I like swimming.
2007|[Eu ando] de bicicleta.|I ride a bike.
2008|[Você joga] tênis?|Do you play tennis?
2009|[Eu faço] ioga.|I do yoga.
2010|[Eu vou] para a academia.|I go to the gym.
2011|[Qual é] o seu esporte favorito?|What's your favorite sport?
2012|[Meu esporte favorito é] basquete.|My favorite sport is basketball.
2013|[Eu corro] cinco quilômetros.|I run five kilometers.
2014|[Eu estou] em forma.|I'm fit.
2015|[O jogo] começa às oito.|The game starts at eight.
2016|[Gol]!|Goal!
2017|[Eu jogo] num clube.|I play in a club.
2018|[A gente treina] duas vezes por semana.|We train twice a week.
2019|[Eu gosto de fazer trilha].|I like hiking.
2020|[Eu esquio].|I ski.
2021|[Eu gosto de dançar].|I like dancing.
2022|[Eu jogo] golfe.|I play golf.
2023|[Você vem] comigo pro treino?|Are you coming to practice?
2024|[Que] divertido!|That's fun!
2025|[Eu gosto de assistir] futebol.|I like watching soccer.
2026|[Quanto está] o jogo?|What's the score?
2027|[Está] dois a um.|It's two to one.
2028|[Empate].|It's a draw.
2029|[Eu sou] torcedor do Bayern de Munique.|I'm a Bayern Munich fan.
2030|[O tempo está] bom pra correr.|The weather is good for running.
2031|[Eu preciso de] tênis de corrida novos.|I need new running shoes.
2032|[Onde fica] a piscina?|Where is the swimming pool?
2033|[Eu jogo] vôlei.|I play volleyball.
2034|[Eu gosto de escalar].|I like climbing.
2035|[Eu pratico] esporte.|I do sports.
2036|[Eu não pratico] nenhum esporte.|I don't do any sports.
2037|[Eu sou] muito rápido.|I'm very fast.
2038|[Vai]!|Go!
2039|[Continua]!|Keep going!
2040|[Muito bem]!|Well done!
2041|[Eu jogo] todo sábado.|I play every Saturday.
2042|[A gente joga] em quatro.|We're playing as a foursome.
2043|[O estádio é] grande.|The stadium is big.
2044|[Vamos] juntos [pra academia]?|Shall we go to the gym together?
2045|[Eu estou] completamente [sem fôlego].|I'm completely out of breath.
2046|[Eu estou] todo dolorido.|I'm sore.
2047|[Eu estou treinando] para uma maratona.|I'm training for a marathon.
2048|[Eu sou] sócio da academia.|I'm a member of the gym.
2049|[Eu estou] me [aquecendo].|I'm warming up.
2050|[Eu estou me alongando].|I'm stretching.
2051|[Eu estou fazendo] dez flexões.|I'm doing ten push-ups.
2052|[Eu faço] musculação.|I lift weights.
2053|[Quem joga] hoje?|Who's playing today?
2054|[O jogo] está esgotado.|The game is sold out.
2055|[A gente tem] ingressos para o jogo.|We have tickets for the game.
2056|[Foi] um jogo incrível!|That was a great game!
2057|[O juiz] está cego!|The referee is blind!
2058|[Isso foi] falta!|That was a foul!
2059|[Pênalti]!|Penalty!
2060|[Ele fez] um gol.|He scored a goal.
2061|[O time] está jogando mal.|The team is playing badly.
2062|[A gente ganhou] o jogo.|We won the game.
2063|[Eu] me [machuquei].|I got hurt.
2064|[Meu joelho está doendo].|My knee hurts.
2065|[Eu corri] dez quilômetros ontem.|I ran ten kilometers yesterday.
2066|[Eu vou] nadar [quando] está calor.|I go swimming when it's warm.
2067|[Eu vou] de bicicleta para o trabalho.|I bike to work.
2068|[Eu comecei] a jogar tênis.|I've started playing tennis.
2069|[Eu jogo] futebol há dez anos.|I've been playing soccer for ten years.
2070|[A gente vai fazer trilha] no fim de semana.|We're going hiking at the weekend.
2071|[Quanto falta] até o topo?|How far is it to the summit?
2072|[Eu preciso de] uma pausa.|I need a break.
2073|[Eu não aguento] mais!|I can't go on!
2074|[Mais duas voltas]!|Two more laps!
2075|[Você consegue]!|You can do it!
2076|[Dá tudo de si]!|Give it everything!
2077|[Eu estou] no time.|I'm on the team.
2078|[A gente tem] jogo amanhã.|We have a game tomorrow.
2079|[O treino] foi cancelado hoje.|Practice is canceled today.
2080|[Com que frequência você treina]?|How often do you train?
2081|[Eu corro] três vezes por semana.|I run three times a week.
2082|[Eu estou fazendo] um curso de dança.|I'm taking a dance class.
2083|[Eu quero] emagrecer.|I want to lose weight.
2084|[Eu quero ganhar] massa muscular.|I want to build muscle.
2085|[Eu estou suando] muito.|I'm sweating like crazy.
2086|[A água está] fria demais pra nadar.|The water is too cold for swimming.
2087|[A gente está jogando] no parque.|We're playing in the park.
2088|[Ele é] um bom jogador.|He's a good player.
2089|[Quem é] o seu jogador favorito?|Who's your favorite player?
2090|[Eu vou assistir] o jogo no bar.|I'm watching the game at the pub.
2091|[Eu tento me manter em forma].|I try to keep fit.
2092|[Eu machuquei] o joelho.|I hurt my knee.
2093|[Eu torci] o tornozelo.|I sprained my ankle.
2094|[Eu preciso fazer] uma pausa.|I have to take a break.
2095|[Eu estou fora de forma].|I'm out of shape.
2096|[Eu estou em forma] de novo.|I'm back in shape.
2097|[Eu] bati meu [recorde pessoal].|I broke my personal record.
2098|[Eu completei] a maratona!|I finished the marathon!
2099|[A gente subiu] de divisão.|We got promoted in the league.
2100|[A gente foi rebaixado].|We got relegated.
2101|[O time] está em terceiro lugar.|The team is in third place.
2102|[O jogo foi] para a prorrogação.|The game went into overtime.
2103|[Foi] para os pênaltis.|It came down to a penalty shootout.
2104|[Ele levou] cartão vermelho.|He got a red card.
2105|[Foi] claramente [impedimento].|That was clearly offside.
2106|[A gente empatou] no último minuto.|We equalized in the last minute.
2107|O técnico [substituiu] ele.|The coach subbed him out.
2108|[Ele está] no banco.|He's on the bench.
2109|[Eu estou torcendo] pelo time.|I'm keeping my fingers crossed for the team.
2110|[Você torce para qual time]?|Which team are you rooting for?
2111|[Eu não me interesso por esporte].|I'm not interested in sports.
2112|[Eu me mexo] muito pouco.|I don't move enough.
2113|[Eu deveria praticar] mais esporte.|I should do more sport.
2114|[Eu me matriculei] na academia.|I signed up at the gym.
2115|[Eu prefiro correr ao ar livre].|I'd rather run outside.
2116|[Eu] sempre [faço uns exercícios] de manhã.|I always do a few exercises in the morning.
2117|[Está] tudo [doendo].|Everything hurts.
2118|[Eu estou] completamente [exausto].|I'm completely exhausted.
2119|[Eu estou com cãibra] na perna.|I have a cramp in my leg.
