1|[Hoi], hoe gaat het?|Hi, how's it going?
1996|Laten we [spijkers met koppen slaan].|Let's do it properly.
1997|We [mogen de boot niet missen].|We mustn't fall behind.
1998|De digitalisering [verandert de arbeidswereld ingrijpend].|Digitalization is fundamentally changing the world of work.
1999|Veel taken [worden geautomatiseerd].|Many tasks are being automated.
2000|Levenslang leren [is onmisbaar].|Lifelong learning is indispensable.
2001|[Ik voetbal graag].|I like playing soccer.
2002|[Ik ga] elke ochtend [hardlopen].|I go jogging every morning.
2003|[Wie heeft] er gewonnen?|Who won?
2004|[We hebben] gewonnen!|We won!
2005|[We hebben] verloren.|We lost.
2006|[Ik zwem] graag.|I like swimming.
2007|[Ik fiets].|I ride a bike.
2008|[Speel jij] tennis?|Do you play tennis?
2009|[Ik doe] aan yoga.|I do yoga.
2010|[Ik ga] naar de sportschool.|I go to the gym.
2011|[Wat is] jouw favoriete sport?|What's your favorite sport?
2012|[Mijn favoriete sport is] basketbal.|My favorite sport is basketball.
2013|[Ik loop] vijf kilometer.|I run five kilometers.
2014|[Ik ben] fit.|I'm fit.
2015|[De wedstrijd] begint om acht uur.|The game starts at eight.
2016|[Goal]!|Goal!
2017|[Ik speel] bij een club.|I play in a club.
2018|[We trainen] twee keer per week.|We train twice a week.
2019|[Ik wandel] graag.|I like hiking.
2020|[Ik ski].|I ski.
2021|[Ik dans] graag.|I like dancing.
2022|[Ik speel] golf.|I play golf.
2023|[Ga je mee] naar de training?|Are you coming to practice?
2024|[Dat is] leuk!|That's fun!
2025|[Ik kijk] graag voetbal.|I like watching soccer.
2026|[Hoe staat het]?|What's the score?
2027|[Het staat] twee-een.|It's two to one.
2028|[Gelijkspel].|It's a draw.
2029|[Ik ben] fan van Bayern München.|I'm a Bayern Munich fan.
2030|[Het weer is] goed om te hardlopen.|The weather is good for running.
2031|[Ik heb] nieuwe hardloopschoenen [nodig].|I need new running shoes.
2032|[Waar is] het zwembad?|Where is the swimming pool?
2033|[Ik speel] volleybal.|I play volleyball.
2034|[Ik klim] graag.|I like climbing.
2035|[Ik sport].|I do sports.
2036|[Ik doe] niet aan sport.|I don't do any sports.
2037|[Ik ben] heel snel.|I'm very fast.
2038|[Kom op]!|Go!
2039|[Doorgaan]!|Keep going!
2040|[Goed gedaan]!|Well done!
2041|[Ik speel] elke zaterdag.|I play every Saturday.
2042|[We spelen] met z'n vieren.|We're playing as a foursome.
2043|[Het stadion is] groot.|The stadium is big.
2044|[Zullen we] samen [naar de sportschool gaan]?|Shall we go to the gym together?
2045|[Ik ben] helemaal [buiten adem].|I'm completely out of breath.
2046|[Ik heb] spierpijn.|I'm sore.
2047|[Ik train] voor een marathon.|I'm training for a marathon.
2048|[Ik ben] lid van de sportschool.|I'm a member of the gym.
2049|[Ik ben] aan het [opwarmen].|I'm warming up.
2050|[Ik rek me uit].|I'm stretching.
2051|[Ik doe] tien push-ups.|I'm doing ten push-ups.
2052|[Ik doe aan] gewichtheffen.|I lift weights.
2053|[Wie speelt er] vandaag?|Who's playing today?
2054|[De wedstrijd] is uitverkocht.|The game is sold out.
2055|[We hebben] kaartjes voor de wedstrijd.|We have tickets for the game.
2056|[Dat was] een geweldige wedstrijd!|That was a great game!
2057|[De scheidsrechter] is blind!|The referee is blind!
2058|[Dat was] een overtreding!|That was a foul!
2059|[Penalty]!|Penalty!
2060|[Hij heeft] een doelpunt [gemaakt].|He scored a goal.
2061|[Het team] speelt slecht.|The team is playing badly.
2062|[We hebben] de wedstrijd [gewonnen].|We won the game.
2063|[Ik heb] me [bezeerd].|I got hurt.
2064|[Mijn knie doet pijn].|My knee hurts.
2065|[Ik heb] gisteren tien kilometer [gelopen].|I ran ten kilometers yesterday.
2066|[Ik ga] zwemmen [als] het warm is.|I go swimming when it's warm.
2067|[Ik fiets] naar mijn werk.|I bike to work.
2068|[Ik ben] met tennis [begonnen].|I've started playing tennis.
2069|[Ik voetbal] al tien jaar.|I've been playing soccer for ten years.
2070|[We gaan] in het weekend [wandelen].|We're going hiking at the weekend.
2071|[Hoe ver] is het naar de top?|How far is it to the summit?
2072|[Ik heb] even pauze [nodig].|I need a break.
2073|[Ik kan] niet meer!|I can't go on!
2074|[Nog twee rondjes]!|Two more laps!
2075|[Je kunt het]!|You can do it!
2076|[Geef alles]!|Give it everything!
2077|[Ik zit] in het team.|I'm on the team.
2078|[We hebben] morgen een wedstrijd.|We have a game tomorrow.
2079|[De training] gaat vandaag niet door.|Practice is canceled today.
2080|[Hoe vaak train je]?|How often do you train?
2081|[Ik ga] drie keer per week [hardlopen].|I run three times a week.
2082|[Ik doe] een danscursus.|I'm taking a dance class.
2083|[Ik wil] afvallen.|I want to lose weight.
2084|[Ik wil] spiermassa [opbouwen].|I want to build muscle.
2085|[Ik zweet] me kapot.|I'm sweating like crazy.
2086|[Het water is] te koud om te zwemmen.|The water is too cold for swimming.
2087|[We spelen] in het park.|We're playing in the park.
2088|[Hij is] een goede speler.|He's a good player.
2089|[Wie is] jouw favoriete speler?|Who's your favorite player?
2090|[Ik kijk] de wedstrijd in de kroeg.|I'm watching the game at the pub.
2091|[Ik probeer fit te blijven].|I try to keep fit.
2092|[Ik heb] mijn knie [bezeerd].|I hurt my knee.
2093|[Ik heb] mijn enkel [verzwikt].|I sprained my ankle.
2094|[Ik moet] even pauze [nemen].|I have to take a break.
2095|[Ik ben niet in vorm].|I'm out of shape.
2096|[Ik ben] weer [in vorm].|I'm back in shape.
2097|[Ik heb] mijn [persoonlijk record] verbroken.|I broke my personal record.
2098|[Ik heb] de marathon [uitgelopen]!|I finished the marathon!
2099|[We zijn] in de competitie [gepromoveerd].|We got promoted in the league.
2100|[We zijn gedegradeerd].|We got relegated.
2101|[Het team] staat op de derde plaats.|The team is in third place.
2102|[De wedstrijd ging] naar de verlenging.|The game went into overtime.
2103|[Het kwam] aan op penalty's.|It came down to a penalty shootout.
2104|[Hij heeft] een rode kaart [gekregen].|He got a red card.
2105|[Dat was] duidelijk [buitenspel].|That was clearly offside.
2106|[We hebben] in de laatste minuut [gelijkgemaakt].|We equalized in the last minute.
2107|De trainer heeft hem [gewisseld].|The coach subbed him out.
2108|[Hij zit] op de bank.|He's on the bench.
2109|[Ik duim] voor het team.|I'm keeping my fingers crossed for the team.
2110|[Voor welk team ben jij]?|Which team are you rooting for?
2111|[Ik ben] niet [geïnteresseerd in sport].|I'm not interested in sports.
2112|[Ik beweeg] te weinig.|I don't move enough.
2113|[Ik zou] meer moeten [sporten].|I should do more sport.
2114|[Ik heb] me bij de sportschool [ingeschreven].|I signed up at the gym.
2115|[Ik ga] liever [buiten hardlopen].|I'd rather run outside.
2116|[Ik doe] 's ochtends altijd [een paar oefeningen].|I always do a few exercises in the morning.
2117|[Alles doet] me [pijn].|Everything hurts.
2118|[Ik ben] helemaal [uitgeput].|I'm completely exhausted.
2119|[Ik heb kramp] in mijn been.|I have a cramp in my leg.
2120|[Ik heb steken in mijn zij].|I have a side stitch.
2121|[We zijn] helemaal naar de top [geklommen].|We climbed all the way to the summit.
2122|[Het uitzicht was] de klim [waard].|The view was worth the climb.
2123|[Ik heb] een [trainingsschema].|I have a training plan.
2124|[Ik let] tijdens het trainen op mijn techniek.|I pay attention to my technique while training.
2125|[Na het trainen] ben ik altijd goedgehumeurd.|After training I'm always in a good mood.
2126|[Sport helpt me] om te ontspannen.|Sport helps me switch off.
2127|De wedstrijd wordt [live uitgezonden].|The game is being broadcast live.
2128|[We kijken] de wedstrijd [samen].|We're watching the game together.
2129|[Ik wed] dat we winnen.|I bet we'll win.
2130|[Hij is geblesseerd uitgevallen].|He's out injured.
2131|[Ze heeft] het wereldrecord [gevestigd].|She set the world record.
2132|[Het toernooi] vindt in de zomer plaats.|The tournament takes place in the summer.
2133|[We hebben] de finale [gehaald].|We reached the final.
2134|[We zijn] in de halve finale [uitgeschakeld].|We were knocked out in the semifinal.
2135|De sfeer in het stadion was [ongelooflijk].|The atmosphere in the stadium was incredible.
2136|Het team [trok] uiteindelijk [aan het langste eind].|The team came out on top in the end.
2137|[Ik moet eerst even opwarmen].|I need to warm up first.
2138|[De wedstrijd was nauwelijks spannender te maken].|The game could hardly have been more exciting.
2139|[Dat was] een [thuisoverwinning].|That was a home win.
2140|[We zijn met grote cijfers verslagen].|We lost by a mile.
2141|[Ze hebben] ons [van het veld geveegd].|They wiped the floor with us.
2142|[Dat was] een [eigen doelpunt].|That was an own goal.
2143|[Hij schoot de bal keihard in het net].|He buried the ball in the net.
2144|[De keeper heeft fantastisch gekeept].|The goalkeeper made outstanding saves.
2145|[Het doelpunt telt niet].|The goal doesn't count.
2146|[De VAR] heeft het bevestigd.|VAR confirmed it.
2147|[Hij liet zich expres vallen].|He took a dive.
2148|[We moeten de verdediging versterken].|We have to strengthen the defense.
2149|Het seizoen was [wisselvallig].|The season was mixed.
2150|[Het gaat bergafwaarts met ons].|We're going downhill.
2151|[Hij is in topvorm].|He's in top form.
2152|[Ik ben verslaafd aan] klimmen.|I'm addicted to climbing.
2153|[Ik train tot ik erbij neerval].|I train until I'm exhausted.
2154|[Ik heb een gescheurde enkelband] opgelopen.|I tore a ligament.
2155|[Ik ben uitgeschakeld].|I'm out of action.
2156|[Ik moet het rustiger aan doen].|I have to take it easy.
2157|[Hij heeft zich het vuur uit de sloffen gelopen].|He ran his heart out.
2158|[Ze is enorm ambitieus].|She's incredibly ambitious.
2159|[Meedoen is belangrijker dan winnen].|Taking part is what counts.
2160|[De wedstrijd was al beslist].|The game was already decided.
2161|[We hebben het tij gekeerd].|We turned things around.
2162|[De fans floten hen uit].|The fans booed.
2163|[Hij is de ster van het team].|He's the star of the team.
2164|[De trainer is ontslagen].|The coach was fired.
2165|[Dat was doping].|That was doping.
2166|[Ik loop mijn eerste halve marathon].|I'm running my first half marathon.
2167|[Ik ben geen bankhanger] meer.|I'm not a couch potato anymore.
2168|[Ik heb mijn innerlijke luiheid] overwonnen.|I overcame my lazy side.
2169|[Ik ben helemaal kapot].|I'm completely worn out.
2170|[Hij speelt op tijd].|He's playing for time.
2171|[De wedstrijd staat op het scherp van de snede].|The game is on a knife-edge.
2172|[Ze hebben de beker gewonnen].|They won the cup.
2173|[De titelverdedigers] liggen eruit.|The defending champions are out.
2174|[Ik ben in hart en nieren] sporter.|I'm an athlete heart and soul.
2175|[De bal is rond].|Anything can happen in football.
2176|[Het is pas voorbij als het voorbij is].|It's not over until it's over.
2177|[Hij hield zich gedeisd].|He kept a low profile.
2178|[We hebben de overwinning op zak].|We've got the win in the bag.
2179|[Dat was een voorzet op een presenteerblaadje].|That was a perfect setup.
2180|[Hij heeft de spijker op z'n kop geslagen].|He hit the bull's-eye.
2181|[Ze hebben] ons [ingemaakt].|They trounced us.
2182|[We hebben de handdoek in de ring gegooid].|We threw in the towel.
2183|[Hij is boven zichzelf uitgestegen].|He surpassed himself.
2184|[Dat was een nek-aan-nekrace].|That was a neck-and-neck race.
2185|[We zijn er met de schrik van afgekomen].|We got off lightly.
2186|[De overwinning was zwaarbevochten].|The victory was hard-won.
2187|[Het was eenrichtingsverkeer].|That was a completely one-sided game.
2188|[Hij heeft het hoofd koel gehouden].|He kept his nerve.
2189|[Ze liep tot topvorm op].|She hit peak form.
2190|[We moeten de handen uit de mouwen steken].|We have to roll up our sleeves.
2191|[De trainer heeft op het verkeerde paard gewed].|The coach backed the wrong horse.
2192|[Dat is geen pretje].|That's no walk in the park.
2193|[Hij is niet te stoppen].|There's no stopping him.
2194|[We zijn aan het eind van ons Latijn].|We're at the end of our strength.
2195|[Ze heeft de lat hoog gelegd].|She set the bar high.
2196|[We hebben het tij kunnen keren].|We managed to turn things around.
2197|[Het liep op rolletjes].|It went like clockwork.
2198|[Hij is een ouwe rot in het vak].|He's an old hand.
2199|[We zijn onverslaanbaar].|We're unbeatable.
2200|[Na de wedstrijd is voor de wedstrijd].|After the game is before the game.
2201|Ik [train drie keer per week bij de club].|I train three times a week at the club.
2202|We [hebben zondag een uitwedstrijd].|We have an away game on Sunday.
2203|De thuiswedstrijd [is uitverkocht].|The home game is sold out.
2204|We [hebben nipt verloren].|We narrowly lost.
2205|We [hebben ruim gewonnen].|We won by a lot.
2206|De wedstrijd [eindigde in een gelijkspel].|The game ended in a draw.
2207|[Wie heeft er gescoord]?|Who scored the goal?
2208|Hij [heeft een penalty gemist].|He missed a penalty.
2209|De scheidsrechter [floot voor een overtreding].|The referee called a foul.
2210|Hij [kreeg een gele kaart].|He got a yellow card.
2211|Het team [staat op de eerste plaats].|The team is in first place.
2212|Ik [ben al jaren fan van] deze club.|I've been a fan of this club for years.
2213|Ik [ga regelmatig naar het stadion].|I go to the stadium regularly.
2214|Ik [heb een nieuw shirt gekocht].|I bought a new jersey.
2215|Ik [loop dit weekend een loop van tien kilometer].|I'm running a ten-kilometer race at the weekend.
2216|Ik [wil mijn tijd verbeteren].|I want to improve my time.
2217|Ik [doe elke ochtend rekoefeningen].|I do stretching exercises every morning.
2218|Ik [heb een personal trainer genomen].|I got myself a personal trainer.
2219|Ik [ga liever zwemmen dan hardlopen].|I'd rather go swimming than running.
2220|We [gaan dit weekend fietsen].|We're going cycling at the weekend.
2221|Ik [heb mijn arm gebroken] bij het skiën.|I broke my arm skiing.
2222|Ik [moet zes weken rust houden].|I have to take six weeks off.
2223|Ik [ben weer fit].|I'm fit again.
2224|Ik [volg een yogacursus] voor beginners.|I'm doing a yoga class for beginners.
2225|We [tennissen elke donderdag].|We play tennis every Thursday.
2226|Ik [heb geen conditie].|I have no stamina.
2227|Ik [ben helemaal uit de oefening].|I'm completely out of practice.
2228|We [gaan binnen klimmen] in de klimhal.|We're going indoor climbing.
2229|Ik [heb de race gewonnen]!|I won the race!
2230|Het team [heeft een zegereeks neergezet].|The team went on a winning streak.
2231|Ze [zijn al tien wedstrijden ongeslagen].|They've been unbeaten for ten games.
2232|We [hebben de aansluiting met de top verloren].|We've lost touch with the top of the table.
2233|Het team [vecht tegen degradatie].|The team is fighting relegation.
2234|Ze [zijn gedegradeerd naar de tweede divisie].|They've been relegated to the second division.
2235|We [zijn gepromoveerd]!|We got promoted!
2236|De wedstrijd [was zwaar bevochten].|The game was hard-fought.
2237|Ze [hebben de wedstrijd in de laatste minuut omgedraaid].|They turned the game around in the last minute.
2238|Het doelpunt [viel in de blessuretijd].|The goal came in stoppage time.
2239|De gelijkmaker [was dik verdiend].|The equalizer was well deserved.
2240|De keeper [heeft een penalty gestopt].|The goalkeeper saved a penalty.
2241|Hij [heeft een eigen doelpunt gemaakt].|He scored an own goal.
2242|Hij [kreeg rood voor het neerhalen van een doorgebroken speler].|He was sent off for a professional foul.
2243|Dat [was duidelijk een verkeerde beslissing].|That was clearly the wrong call.
2244|De scheids [heeft de wedstrijd helemaal verpest].|The ref completely botched the game.
2245|De fans [hebben het team naar voren geschreeuwd].|The fans drove the team on.
2246|In het stadion [hing een kippenvelsfeer].|The atmosphere in the stadium gave you goosebumps.
2247|Hij [is in de vorm van zijn leven].|He's in the form of his life.
2248|Ze [heeft een sterk seizoen gespeeld].|She played a strong season.
2249|Hij [viel uit door een blessure].|He was out through injury.
2250|Hij [heeft zijn kruisband gescheurd].|He tore his cruciate ligament.
2251|De revalidatie [duurt een aantal maanden].|Rehab takes several months.
2252|Hij [staat op het punt van zijn comeback].|He's about to make his comeback.
2253|De trainer [zet in op jonge spelers].|The coach relies on young players.
2254|Hij [heeft een contract tot 2028 getekend].|He signed a contract until 2028.
2255|De club [heeft een nieuwe spits aangetrokken].|The club signed a new striker.
2256|De transfersom [was astronomisch].|The transfer fee was astronomical.
2257|Ik [train voor mijn eerste triatlon].|I'm training for my first triathlon.
2258|Ik [heb mijn persoonlijk record verbroken].|I beat my personal best.
2259|Ik [heb de marathon onder de vier uur gelopen].|I ran the marathon in under four hours.
2260|De laatste kilometers [waren een hel].|The last few kilometers were hell.
2261|Ik [ben tot het uiterste gegaan].|I pushed myself to my limits.
2262|Ik [heb me helemaal leeggegeven].|I completely wore myself out.
2263|Ik [moet eerst even herstellen].|I need to recover first.
2264|Ik [heb een rustdag ingelast].|I took a rest day.
2265|Ik [doe intervaltraining].|I do interval training.
2266|Ik [train volgens een schema].|I train according to a plan.
2267|Ik [let op mijn hartslag].|I keep an eye on my pulse.
2268|Krachttraining [is goed voor je houding].|Strength training is good for your posture.
2269|Ik [sport om mijn hoofd leeg te maken].|I do sport to clear my head.
2270|Na het sporten [voel ik me herboren].|After sport I feel like a new person.
2271|Ik [moet mezelf naar de training slepen].|I have to drag myself to training.
2272|Vandaag [heb ik geen zin in sporten].|I can't be bothered to exercise today.
2273|Ik [heb mijn luiheid overwonnen].|I overcame my inner couch potato.
2274|Ik [sport alleen als het mooi weer is].|I only do sport when the weather's nice.
2275|Ik [ga in de winter graag langlaufen].|I like cross-country skiing in winter.
2276|We [hebben een huttentocht gemaakt].|We did a hut-to-hut hike.
2277|De klim [was behoorlijk steil].|The ascent was pretty steep.
2278|We [hebben de top bereikt].|We reached the summit.
2279|Ik [heb hoogtevrees].|I'm afraid of heights.
2280|We [zijn gaan kanoën].|We went canoeing.
2281|Ik [heb mijn duikbrevet gehaald].|I got my diving certificate.
2282|Ik [ben aan het leren surfen].|I'm learning to surf.
2283|We [spelen beachvolleybal].|We're playing beach volleyball.
2284|Ik [zit bij een tafeltennisclub].|I'm in a table tennis club.
2285|We [hebben een oefenwedstrijd].|We have a friendly match.
2286|Het toernooi [wordt volgens het knock-outsysteem gespeeld].|The tournament is played in a knockout format.
2287|We [zijn in de groepsfase uitgeschakeld].|We were knocked out in the group stage.
2288|We [staan in de kwartfinale].|We're in the quarterfinals.
2289|De finale [wordt live uitgezonden].|The final is being broadcast live.
2290|We [kijken de wedstrijd op een groot scherm op het plein].|We're watching the game at a public screening.
2291|Het nationale elftal [viel tegen].|The national team was disappointing.
2292|Ze [won goud op de Olympische Spelen].|She won gold at the Olympics.
2293|Hij [heeft het wereldrecord verbroken].|He broke the world record.
2294|Ze [werd wereldkampioen].|She became world champion.
2295|Hij [is positief getest].|He tested positive (for doping).
2296|Hij [werd voor twee jaar geschorst].|He was banned for two years.
2297|Fairplay [vind ik belangrijker dan winnen].|Fair play is more important to me than winning.
2298|Ik [ben een slechte verliezer].|I'm a sore loser.
2299|Het team [heeft de titel dubbel en dwars verdiend].|The team thoroughly earned the title.
2300|Ze [hebben de tegenstander van het veld gespeeld].|They completely outplayed the opponent.
2301|Dat [was een machtsvertoon].|That was a show of strength.
2302|De underdog [heeft de favoriet van zijn voetstuk gestoten].|The underdog broke the favorite's spell.
2303|Dat [was een enorme verrassing].|That was a huge surprise.
2304|Het team [is roemloos ten onder gegaan].|The team went out without a whimper.
2305|Het team [heeft zich belachelijk gemaakt].|The team embarrassed itself.
2306|De verdediging [stond als een muur].|The defense stood like a wall.
2307|De verdediging [was zo lek als een mandje].|The defense was full of holes.
2308|Hij [scoorde het doelpunt uit het niets].|He scored the goal out of nowhere.
2309|Dat [was een doelpunt van de maand].|That was a goal of the month.
2310|Hij [heeft de assist ijskoud afgerond].|He coolly converted the assist.
2311|Hij [is een geboren spits].|He's a natural striker.
2312|Ze [is het hart van het team].|She's the heart and soul of the team.
2313|De aanvoerder [gaf het goede voorbeeld].|The captain led by example.
2314|De trainer [ligt onder vuur].|The coach is under fire.
2315|De trainer [zit op de schopstoel].|The coach's job is on the line.
2316|De club [heeft aan de noodrem getrokken].|The club pulled the plug.
2317|Hij [heeft het team opnieuw samengesteld].|He restructured the team.
2318|De tactiek [heeft niet uitgepakt].|The tactics didn't work out.
2319|Ze [speelden op de counter].|They relied on counterattacks.
2320|Het team [heeft karakter getoond].|The team showed character.
2321|Ze [hebben zich terug in de wedstrijd geknokt].|They fought their way back into the game.
2322|De wedstrijd [stond op het scherp van de snede].|The game hung in the balance.
2323|Het [was een thriller tot de laatste seconde].|It was a thriller right up to the last second.
2324|De zenuwen [waren tot het uiterste gespannen].|Nerves were on edge.
2325|Hij [heeft op het beslissende moment gefaald].|He choked at the crucial moment.
2326|Hij [is niet opgewassen tegen de druk].|He can't cope with the pressure.
2327|Ze [heeft stalen zenuwen].|She has nerves of steel.
2328|Hij [is een meester in zelfpromotie].|He's a master of self-promotion.
2329|De overwinning [is haar naar het hoofd gestegen].|The win went to her head.
2330|Hoogmoed [komt voor de val].|Pride comes before a fall.
2331|Dat [is het begin van het einde] van een tijdperk.|That's the beginning of the end of an era.
2332|Hij [heeft zijn voetbalschoenen aan de wilgen gehangen].|He hung up his boots.
2333|Hij [heeft zijn afscheid aangekondigd].|He announced his retirement.
2334|Ze [is een levende legende].|She's a living legend.
2335|Hij [heeft sportgeschiedenis geschreven].|He made sporting history.
2336|Het record [heeft decennialang standgehouden].|The record stood for decades.
2337|Dat [is een mijlpaal] voor de vrouwensport.|That's a milestone for women's sport.
2338|Het profvoetbal [is een miljardenindustrie geworden].|Professional football has become a billion-dollar business.
2339|De commercialisering [loopt uit de hand].|Commercialization is getting out of hand.
2340|De fans [protesteren tegen de hoge ticketprijzen].|The fans are protesting against high ticket prices.
2341|De breedtesport [schiet er daarbij bij in].|Grassroots sport gets neglected.
2342|Clubs [draaien op vrijwilligers].|Clubs depend on volunteers.
2343|Sport [bevordert de saamhorigheid].|Sport promotes cohesion.
2344|Hij [is een echte sportman].|He's a true sportsman.
2345|Ze [heeft doorzettingsvermogen].|She's got grit.
2346|Hij [laat zich niet kisten].|He doesn't let himself be beaten.
2347|Opgeven [is geen optie].|Giving up is not an option.
2348|Ik [heb me erdoorheen gebeten].|I gritted my teeth and got through it.
2349|Ik [heb mezelf overtroffen].|I outdid myself.
2350|Ik [heb de smaak te pakken].|I've got a taste for it.
2351|De training [betaalt zich uit].|The training is paying off.
2352|Ik [ben zo fit als een hoentje].|I'm as fit as a fiddle.
2353|Ik [ben compleet uit vorm].|I'm completely out of shape.
2354|Ik [heb een kater] van de training, spierpijn bedoel ik.|I'm aching from training, muscle ache, I mean.
2355|Ik [heb pijn in spieren waarvan ik niet eens wist dat ik ze had].|Muscles I didn't know I had are hurting.
2356|Ik [heb tijdens de warming-up een spier verrekt].|I pulled a muscle while warming up.
2357|Ik [heb het overdreven met trainen].|I overdid the training.
2358|Minder [is soms meer], ook bij sport.|Less is sometimes more, even in sport.
2359|Ik [luister naar mijn lichaam].|I listen to my body.
2360|Herstel [is net zo belangrijk als trainen].|Recovery is just as important as training.
2361|Ik [train met een hartslagmeter].|I train with a heart rate monitor.
2362|Mijn fitness-app [spoort me aan].|My fitness app motivates me.
2363|Ik [heb mezelf een ambitieus doel gesteld].|I've set myself an ambitious goal.
2364|Mijn ambitie [is gewekt].|My ambition has been sparked.
2365|Ik [doe het met hart en ziel].|I'm in it heart and soul.
2366|Ik [ben een echte bankhanger].|I'm a total couch potato.
2367|Sport [is moord], zei Churchill zogenaamd.|Sport is murder, Churchill supposedly said.
2368|Ik [ben meer het relaxte type].|I'm more the laid-back type.
2369|Mijn favoriete sport [is kijken].|My favorite sport is watching.
2370|Ik [leef bij elke wedstrijd mee].|I get caught up in every game.
2371|Ik [ben een fervente fan].|I'm a passionate fan.
2372|Het [is niet zomaar een spel, het is een passie].|It's not just a game, it's a passion.
2373|We [hebben de nederlaag waardig gedragen].|We took the defeat with composure.
2374|De teleurstelling [stond op hun gezicht te lezen].|The disappointment was written all over their faces.
2375|Ze [vielen elkaar in de armen].|They embraced each other.
2376|De hele stad [was door het dolle heen].|The whole city was in raptures.
2377|Het [was een uitzonderingstoestand].|It was a state of emergency.
2378|De fans [bestormden het veld].|The fans stormed the pitch.
2379|Dat [was het grootste succes uit de clubgeschiedenis].|That was the biggest success in the club's history.
2380|De beker [staat nu in onze prijzenkast].|The cup is now in our trophy cabinet.
2381|De bal [is rond en een wedstrijd duurt negentig minuten].|The ball is round and the game lasts ninety minutes.
2382|Elf vrienden [moeten jullie zijn].|You have to be eleven friends. (team spirit)
2383|Dat ronde ding [moet in dat vierkante ding].|The round thing has to go in the square thing.
2384|We [hebben ons duur verkocht].|We didn't go down without a fight.
2385|Het [was een morele overwinning].|It was a moral victory.
2386|Ook verliezen [moet je leren].|Losing is something you have to learn too.
2387|De revanche [volgt in de return].|Revenge will come in the return leg.
2388|We [hebben nog een appeltje te schillen].|We still have a score to settle.
2389|De derby [is altijd iets bijzonders].|The derby is always something special.
2390|De rivaliteit [gaat decennia terug].|The rivalry goes back decades.
2391|Hij [speelt met vuur].|He's playing with fire.
2392|Dat [is een koorddansact].|That's a balancing act.
2393|We [hebben de slag te pakken].|We've got the hang of it.
2394|Hij [ligt aan kop].|He's in the lead.
2395|Ze [leverden een nek-aan-nekrace].|They were neck and neck.
2396|Hij [zit op het laatste rechte stuk].|He's on the home straight.
2397|We [hebben de lat hoog gelegd].|We've set the bar high.
2398|Hij [heeft een lange adem].|He has staying power.
2399|Ze [is een echte vechter].|She's a born fighter.
2400|Hij [geeft nooit op tot het laatste fluitsignaal].|He never gives up until the final whistle.
2401|[Waar is] het station?|Where is the train station?
2402|[Een kaartje naar] München, alstublieft.|A ticket to Munich, please.
2403|[Hoe kom ik] bij het hotel?|How do I get to the hotel?
2404|[Gaat u] rechtdoor.|Go straight ahead.
2405|[Gaat u] naar links.|Go left.
2406|[Gaat u] naar rechts.|Go right.
2407|[Is dat] ver?|Is that far?
2408|[Het is] niet ver.|It's not far.
2409|[Waar is] de bushalte?|Where is the bus stop?
2410|[Wanneer komt] de bus?|When is the bus coming?
2411|[Ik zoek] de metro.|I'm looking for the subway.
2412|[Ik heb] een kamer [gereserveerd].|I booked a room.
2413|[Een eenpersoonskamer], alstublieft.|A single room, please.
2414|[Een tweepersoonskamer], alstublieft.|A double room, please.
2415|[Voor] twee nachten.|For two nights.
2416|[Is] het ontbijt [inbegrepen]?|Is breakfast included?
2417|[Waar is] het vliegveld?|Where is the airport?
2418|[Ik ben] op vakantie.|I'm on vacation.
2419|[Ik ga] naar Berlijn.|I'm going to Berlin.
2420|[Ik vlieg] naar Wenen.|I'm flying to Vienna.
2421|[Hier is] mijn paspoort.|Here's my passport.
2422|[Enkele reis of retour]?|One-way or round-trip?
2423|[Retour], alstublieft.|Round-trip, please.
2424|[Welk spoor]?|Which platform?
2425|[De trein vertrekt] om tien uur.|The train leaves at ten.
2426|[Ik ben] de weg [kwijt].|I'm lost.
2427|[Kunt u me helpen]?|Can you help me?
2428|[Waar is] het toilet?|Where is the restroom?
2429|[Een taxi], alstublieft.|A taxi, please.
2430|[Naar het vliegveld], alstublieft.|To the airport, please.
2431|[Hoe lang] duurt de rit?|How long does the ride take?
2432|[Ik ben] toerist.|I'm a tourist.
2433|[De stad is] mooi.|The city is beautiful.
2434|[Waar is] het museum?|Where is the museum?
2435|[Wanneer] gaat het museum open?|When does the museum open?
2436|[Een kaartje], alstublieft.|A ticket, please. / A map, please.
2437|[Is dit] de trein naar Keulen?|Is this the train to Cologne?
2438|[Waar] kan ik geld wisselen?|Where can I exchange money?
2439|[Mijn koffer is] weg.|My suitcase is gone.
2440|[Ik kom uit] Canada.|I'm from Canada.
2441|[Hoe heet] deze straat?|What's the name of this street?
2442|[Is er] hier een hotel?|Is there a hotel here?
2443|[Het hotel is] vol.|The hotel is full.
2444|[Ik ben] op het strand.|I'm at the beach.
2445|[Hoe laat gaat] de volgende trein?|When does the next train leave?
2446|[Is deze plaats vrij]?|Is this seat free?
2447|[Moet ik] overstappen?|Do I have to change trains?
2448|[Waar moet ik] uitstappen?|Where do I have to get off?
2449|[Ik wil graag] een kaartje [kopen].|I'd like to buy a ticket.
2450|[Waar is] de kaartautomaat?|Where is the ticket machine?
2451|[Hoeveel kost] een dagkaart?|How much is a day pass?
2452|[Gaat deze bus] naar het centrum?|Does this bus go to the center?
2453|[De volgende halte] is Marienplatz.|The next stop is Marienplatz.
