1|[Hola], ¿qué tal?|Hi, how's it going?
881|[Me he dormido].|I overslept.
882|[Me pongo cómodo].|I'm making myself comfortable.
883|[El paquete ha] llegado.|The package has arrived.
884|¿[Puedes recoger] el paquete?|Can you accept the package?
885|[El portero] viene mañana.|The caretaker is coming tomorrow.
886|[El baño está] libre.|The bathroom is free.
887|[Necesito] una toalla.|I need a towel.
888|¿[Dónde está] la aspiradora?|Where's the vacuum cleaner?
889|[La tele está] rota.|The TV is broken.
890|[Estoy cargando] el móvil.|I'm charging my phone.
891|[Estamos en plena] mudanza.|We're in the middle of moving.
892|[No me apetece] ordenar hoy.|I don't feel like tidying up today.
893|[Hemos reformado] el piso.|We renovated the apartment.
894|[Hemos vuelto a pintar] el salón.|We repainted the living room.
895|[El grifo gotea].|The faucet is dripping.
896|[El váter está atascado].|The toilet is clogged.
897|[Tengo que llamar] al casero.|I have to call the landlord.
898|[La fianza] me la devuelven.|I'll get the deposit back.
899|[He firmado] el contrato de alquiler.|I signed the lease.
900|[El piso] ya [está alquilado].|The apartment is already taken.
901|[Tenemos que montar] los muebles.|We have to assemble the furniture.
902|¿[Me ayudas] con la mudanza?|Can you help me move?
903|[Ya me he adaptado bien].|I've settled in well.
904|[Huele raro] aquí.|It smells weird in here.
905|[Me he pasado] todo el día [limpiando].|I cleaned all day.
906|[Esto está] hecho un [desastre].|It's a total mess here.
907|¿[Quién se ha dejado] la luz [encendida]?|Who left the light on?
908|[He subido] la calefacción.|I turned up the heating.
909|[Se ha fundido] la bombilla.|The light bulb burned out.
910|[Tenemos que separar] la basura.|We have to separate the trash.
911|[Los vecinos están de fiesta] otra vez.|The neighbors are partying again.
912|[No puedo dormir] con este ruido.|I can't sleep with that noise.
913|[Es] hora de descanso, hay que guardar silencio.|It's quiet hours.
914|[Se me cae] la casa [encima].|I'm going stir-crazy.
915|Hoy [prefiero quedarme en casa].|I'd rather stay home today.
916|Hoy [no hago nada de nada].|I'm doing nothing at all today.
917|[Hemos hecho limpieza general].|We did a big house clean.
918|[He derramado] algo.|I spilled something.
919|¿[Dónde guardas] los platos?|Where do you keep the plates?
920|[Déjalo en la mesa] y ya está.|Just put it on the table.
921|[Mete] las cosas [en el armario].|Put the things in the closet.
922|[No encuentro] mis gafas.|I can't find my glasses anymore.
923|[Esto parece] un campo de batalla.|It looks like a storm hit this place.
924|[La habitación está] muy bien [decorada].|The room is nicely furnished.
925|[Me gustaría] tener un balcón.|I'd like to have a balcony.
926|[Hemos llamado] a un [técnico].|We ordered a repairman.
927|[Se ha ido la luz].|The power went out.
928|[He pagado] la factura por transferencia.|I transferred the payment for the bill.
929|[Nos repartimos] las tareas de casa.|We share the housework.
930|[Te toca] cocinar a ti.|It's your turn to cook.
931|[Prefiero vivir en la ciudad].|I prefer living in the city.
932|[Me gustaría irme a vivir al campo].|I'd like to move to the countryside.
933|[La ubicación es] genial.|The location is great.
934|[Está] a solo cinco minutos [andando].|It's only a five-minute walk.
935|¡[Ponte cómodo]!|Make yourself comfortable!
936|[El alquiler ha subido bastante] últimamente.|The rent has gone up quite a bit lately.
937|[Nunca encuentro el momento] para limpiar las ventanas.|I just never get around to cleaning the windows.
938|[El piso es] una [ganga].|The apartment is a bargain.
939|[Buscar piso es] una pesadilla.|Apartment hunting is a nightmare.
940|[Nos hemos comprado] un [piso].|We bought a condo.
941|[El casero no se ocupa de] nada.|The landlord doesn't take care of anything.
942|[Tengo] una [inundación] en casa.|I have water damage.
943|[Las paredes son] de [papel].|The walls are paper-thin.
944|[Hay corriente] aquí.|There's a draft in here.
945|[Esto es] un caos.|It's chaos here.
946|Por fin [he hecho limpieza de trastos].|I finally decluttered.
947|Eso va a [los muebles viejos] que recoge el ayuntamiento.|That goes out as bulky waste.
948|[Hemos reformado] la cocina [de arriba abajo].|We completely remodeled the kitchen.
949|[Soy] un [obseso del orden].|I'm a neat freak.
950|[Soy] más bien [desordenado].|I'm more on the messy side.
951|[Ha llegado la liquidación de los gastos].|The utility bill statement came.
952|[Tenemos que pagar la diferencia].|We have to pay extra.
953|[El plazo de preaviso] es de tres meses.|The notice period is three months.
954|[He dejado] el piso.|I gave notice on the apartment.
955|[Busco] a alguien que [se quede con mi piso].|I'm looking for someone to take over my lease.
956|[El moho] del baño es un fastidio.|The mold in the bathroom is annoying.
957|[He montado] la estantería [yo solo].|I assembled the shelf myself.
958|[Es] mi [refugio].|That's my retreat.
959|Aquí [me siento como pez en el agua].|I feel right at home here.
960|[La decoración es] de buen gusto.|The decor is tasteful.
961|[Aquí entra] mucho [aire por todas partes].|It's quite drafty here.
962|[Tenemos calefacción] de gas.|We heat with gas.
963|[La lavadora] ha perdido agua.|The washing machine leaked.
964|[La vecina] se queja constantemente.|The neighbor complains constantly.
965|[Tengo] una [copia de la llave] en casa del vecino.|I have a spare key at the neighbor's.
966|[Hemos subarrendado] el piso.|We sublet the apartment.
967|[El piso está] recién [reformado].|The apartment is freshly renovated.
968|[Soy] muy [casero].|I'm a homebody.
969|[Me he pasado] todo el día [de relax].|I chilled all day.
970|[La casa] es de los años cincuenta.|The house dates from the fifties.
971|[Vivimos] en las [afueras].|We live on the outskirts.
972|[La zona está] muy [solicitada].|The area is in high demand.
973|[La calefacción] se ha disparado de precio.|Heating costs have exploded.
974|[El sótano está] húmedo.|The basement is damp.
975|[Hogar, dulce hogar].|Home sweet home.
976|Aquí [se me cae la casa encima].|I'm going stir-crazy here.
977|[Hemos construido] nuestro [nido].|We've made our nest.
978|[Esto es] un [pozo sin fondo].|That's a money pit.
979|[Vivimos] aquí [muy apretados].|We live in very cramped quarters.
980|[El casero ha pedido] el piso [para uso propio].|The landlord has claimed the apartment for his own use.
981|[El tope del alquiler] aquí no se aplica.|The rent cap doesn't apply here.
982|[He entregado] el piso [limpio y vacío].|I handed over the apartment swept clean.
983|[El piso] es pequeño, pero muy apañado.|The place is small but nice.
984|[Hay] un [desorden tremendo].|It's a complete mess.
985|[Nos hemos instalado a gusto].|We've settled in comfortably.
986|La casa [ya tiene sus años].|The house is showing its age.
987|[Vivo] prácticamente [puerta con puerta] con él.|I live practically next door to him.
988|Aquí [no se oye ni una mosca].|It's as quiet as a mouse here.
989|[Nos hemos saltado las normas de la comunidad].|We ignored the house rules.
990|Por fin [he sentado la cabeza].|I've finally settled down.
991|[Hemos acondicionado] el desván.|We converted the attic.
992|[El piso está] muy bien comunicado.|The apartment is conveniently located for transport.
993|[Está] todo [como los chorros del oro].|Everything is spotless.
994|La casa [es patrimonio protegido].|The house is a listed building.
995|[Me tuteo] con mis vecinos.|I'm on first-name terms with my neighbors.
996|[Más que vivir], aquí [sobrevivimos].|We're camping here more than living.
997|El piso tiene [encanto], pero ninguna comodidad.|The apartment has charm but no comfort.
998|[Lo hemos] dejado todo [como nuevo].|We got everything in shape.
999|[Prefiero no meterme en lo que no me importa].|I prefer to mind my own business.
1000|[Como en casa no se está en ningún sitio].|There's no place like home.
1001|¿Podrías [poner el lavavajillas], por favor?|Could you load the dishwasher, please?
1002|Todavía tengo que [cambiar las sábanas].|I still have to change the bed sheets.
1003|Deberíamos [hacer una limpieza a fondo] otra vez.|We should do a thorough clean again.
1004|[Hay que fregar el suelo].|The floor needs mopping.
1005|He [limpiado las ventanas].|I cleaned the windows.
1006|¿Puedes [regar las plantas] mientras estoy fuera?|Can you water the flowers while I'm away?
1007|[El hervidor está roto].|The kettle is broken.
1008|Necesitamos [una lavadora nueva].|We need a new washing machine.
1009|[Cierra la puerta al salir, por favor].|Please close the door behind you.
1010|[Quítate los zapatos, por favor].|Please take your shoes off.
1011|¿[Dónde cuelgo] la chaqueta?|Where should I hang my jacket?
1012|[Deja la bolsa] en el pasillo, sin más.|Just put the bag in the hallway.
1013|[La luz del pasillo] ya no funciona.|The light in the hallway doesn't work anymore.
1014|Hemos comprado [una alfombra nueva].|We bought a new rug.
1015|[El piso está recién pintado].|The apartment is freshly painted.
1016|[Vivo de alquiler].|I rent my home.
1017|Nos hemos [comprado una casa].|We bought a house.
1018|El casero [se pasa] mañana.|The landlord is coming by tomorrow.
1019|Tengo [cita para ver el piso].|I have an appointment to view the apartment.
1020|¿[De cuánto es la fianza]?|How much is the deposit?
1021|[Se admiten mascotas].|Pets are allowed.
1022|[La cocina está] totalmente [equipada].|The kitchen is fully equipped.
1023|[Necesito] un destornillador.|I need a screwdriver.
1024|¿Me [ayudas a montarlo]?|Can you help me put it together?
1025|[El trastero está] lleno de cosas viejas.|The basement is full of old things.
1026|[Mi escritorio] está junto a la ventana.|My desk is by the window.
1027|[El sofá es súper cómodo].|The sofa is super comfortable.
1028|[Voy] un momento [a bajar la basura].|I'm just going to take the trash out.
1029|La calefacción hace [ruidos raros].|The heating is making strange noises.
1030|[El desagüe está atascado].|The drain is clogged.
1031|[Hay una gotera] en el techo.|It's dripping from the ceiling.
1032|[Han saltado los plomos].|The fuse blew.
1033|[Me he quedado fuera] sin llaves y el cerrajero es carísimo.|I locked myself out and the locksmith is expensive.
1034|El portero se encarga [de la reparación].|The caretaker is taking care of the repair.
1035|Los gastos de comunidad están [incluidos en el alquiler].|Utilities are included in the rent.
1036|Tenemos que [reformar el piso] antes de mudarnos.|We have to renovate the apartment before we move out.
1037|[La entrega del piso] es el lunes.|The apartment handover is on Monday.
1038|[Me han devuelto la fianza].|I got the deposit back.
1039|[El camión de la mudanza] llega a las ocho.|The moving van is coming at eight.
1040|[Las cajas] se amontonan en el pasillo.|The boxes are piling up in the hallway.
1041|[Todavía no he terminado de desembalar].|I haven't finished unpacking yet.
1042|El piso está [todavía un poco vacío].|The apartment is still a bit bare.
1043|Todavía tenemos que [colgar las lámparas].|We still have to put up lamps.
1044|Soy [un manazas].|I'm all thumbs.
1045|Es [muy manitas].|He's good with his hands.
1046|[La puerta del armario] se atasca.|The cupboard door is stuck.
1047|La ventana [no cierra bien].|The window won't close properly.
1048|Entra corriente [por las rendijas].|There's a draft coming through the cracks.
1049|La pared tiene [humedad].|The wall is damp.
1050|En el sótano huele [a cerrado].|It smells musty in the basement.
1051|Tenemos que [ventilar a menudo].|We have to air the place regularly.
1052|La aspiradora [ya no aspira bien].|The vacuum isn't sucking properly anymore.
1053|La lavadora [no centrifuga].|The washing machine isn't spinning.
1054|La ropa [todavía no está seca].|The laundry isn't dry yet.
1055|Todavía tengo que [planchar].|I still have to iron.
1056|Odio [doblar la ropa].|I hate folding laundry.
1057|¿[A quién le toca limpiar] esta semana?|Whose turn is it to clean this week?
1058|En el piso compartido tenemos [un cuadrante de limpieza].|We have a cleaning schedule in our shared flat.
1059|Mi compañero de piso [siempre lo deja todo tirado].|My roommate always leaves everything lying around.
1060|Los platos sucios se amontonan [otra vez].|The dirty dishes are piling up again.
1061|La cocina parece [un campo de batalla].|The kitchen looks like a battlefield.
1062|Me paso el día [recogiendo lo que dejan los demás].|I clean up after everyone.
1063|¿[Puedes recoger tus cosas], por favor?|Can you please put your stuff away?
1064|Los vecinos se han [quejado del ruido].|The neighbors complained about the noise.
1065|[A partir de las diez] hay que [guardar silencio].|Quiet hours start at ten.
1066|La vecina [nos recoge los paquetes].|The neighbor accepts our packages.
1067|Nos llevamos [bien con los vecinos].|We get along well with the neighbors.
1068|[En la escalera] huele a comida.|The stairwell smells of food.
1069|El ascensor está [otra vez averiado].|The elevator is out of order again.
1070|Vivo [en un bajo].|I live on the ground floor.
1071|El piso es [un ático].|The apartment is in the attic.
1072|Tenemos [un jardincito detrás de la casa].|We have a small garden behind the house.
1073|Tengo que [cortar el césped].|I have to mow the lawn.
1074|Hay que [podar] el seto.|The hedge needs trimming.
1075|[En otoño] tenemos que [rastrillar las hojas].|In autumn we have to rake the leaves.
1076|[En invierno] tengo que [quitar la nieve con la pala].|In winter I have to shovel snow.
1077|Tenemos calefacción [de leña].|We heat with wood.
1078|La factura de la luz es [bastante alta].|The electricity bill is pretty high.
1079|Intentamos [ahorrar energía].|We're trying to save energy.
1080|[Apaga la luz] cuando salgas.|Turn the light off when you leave the room.
1081|[No dejes] el grifo [abierto] tanto rato.|Don't leave the water running so long.
1082|Separamos [la basura] en papel, plástico y orgánico.|We separate the trash into paper, plastic and organic.
1083|Los contenedores [se vacían los martes].|The trash cans are emptied on Tuesdays.
1084|El vidrio lo llevo [al contenedor].|I take the glass recycling to the container.
1085|[Tengo la sensación] de que el piso nunca está limpio.|I feel like the apartment is never clean.
1086|[El orden es media vida].|Tidiness is half the battle.
1087|Necesito [más espacio para guardar cosas].|I need more storage space.
1088|El armario está [a reventar].|The wardrobe is bursting at the seams.
1089|Hago [limpieza de trastos una vez al año].|I declutter once a year.
1090|Esto se puede [tirar].|That can go.
1091|[Esto] lo regalo.|I'll give that away.
1092|El piso [tiene muchísima luz].|The apartment is flooded with light.
1093|Tenemos [suelo radiante].|We have underfloor heating.
1094|El baño es [bastante estrecho].|The bathroom is pretty cramped.
1095|La cocina [ya venía amueblada].|The fitted kitchen was already there.
1096|Vivimos [en un edificio antiguo].|We live in an old building.
1097|El edificio antiguo tiene [techos altos].|The old building has high ceilings.
1098|¡Qué [acogedora] es vuestra casa!|It's cozy at your place!
1099|Los alquileres se han [disparado].|Rents have shot up.
1100|[La vivienda asequible escasea].|Affordable housing is in short supply.
1101|[Por cada piso] hay [cien candidatos].|There are a hundred applicants for every apartment.
1102|Tuve que [rellenar un formulario con mis datos].|I had to fill out a tenant information form.
1103|El casero pide [un certificado de que no debo alquileres].|The landlord requires proof that I have no rent arrears.
1104|El alquiler [se actualiza cada año].|The rent is adjusted every year.
1105|Tenemos [un alquiler escalonado].|We have a graduated rent.
1106|La subida del alquiler [no es legal].|The rent increase isn't lawful.
1107|Me he [puesto en contacto con la asociación de inquilinos].|I contacted the tenants' association.
1108|El piso se [convirtió en vivienda en propiedad].|The apartment was converted into a condo.
1109|Hemos [pedido una hipoteca].|We took out a mortgage.
1110|El préstamo es [a treinta años].|The loan runs for thirty years.
1111|¡Por fin [no debemos nada]!|We're finally debt-free.
1112|La casa [necesita una reforma integral].|The house is in need of renovation.
1113|Tenemos que [cambiar el tejado].|We have to have the roof redone.
1114|El aislamiento es [totalmente insuficiente].|The insulation is completely inadequate.
1115|Vamos a [instalar una bomba de calor].|We're having a heat pump installed.
1116|Los albañiles [no tienen hueco en meses].|The tradespeople are booked up for months.
1117|La obra [se está eternizando].|The construction work is dragging on forever.
1118|[Prácticamente vivimos en una obra].|We're practically living on a building site.
1119|El ruido [me está volviendo loco].|The noise is driving me mad.
1120|Las paredes son [tan finas que se oye todo].|The walls are so thin you can hear every word.
1121|Los vecinos están de fiesta [hasta las tantas].|The neighbors party until all hours.
1122|No he [pegado ojo].|I didn't sleep a wink.
1123|[Se ha roto] la paz en el edificio.|The peace in the building has been disturbed.
1124|La administración de la finca [no contesta a mis correos].|The property management isn't responding to my emails.
1125|Hemos [conseguido una rebaja del alquiler].|We secured a rent reduction.
1126|El moho es [un defecto de la vivienda alquilada].|The mold is a defect in the rented property.
1127|Lo reconozco: soy [muy casero].|I'm a self-confessed homebody.
1128|[En casa] es donde [mejor desconecto].|I switch off best at home.
1129|Aquí me siento [a salvo y protegido].|I feel safe and secure here.
1130|El piso tiene [alma].|The apartment has soul.
1131|Es [cuestión de gustos], pero a mí me gusta.|That's a matter of taste, but I like it.
1132|Los muebles son [una mezcla de todo un poco].|The furniture is a colorful mishmash.
1133|Nos hemos [decantado por un estilo minimalista].|We opted for a minimalist style.
1134|[Menos es más].|Less is more.
1135|Tengo [debilidad por los muebles antiguos].|I have a soft spot for old furniture.
1136|El armario lo [pillé en el rastro].|I snagged the cupboard at the flea market.
1137|El sofá es [una herencia familiar].|The sofa is a family heirloom.
1138|El piso está [amueblado de forma práctica].|The apartment is practically furnished.
1139|La cocina es [el corazón de la casa].|The kitchen is the heart of the apartment.
1140|Pasamos [la mayor parte del tiempo en la cocina].|We spend most of our time in the kitchen.
1141|El despacho [hace también de habitación de invitados].|The study doubles as a guest room.
1142|Aprovechamos [cada metro cuadrado].|We make use of every square meter.
1143|El piso [está lleno de recovecos].|The apartment has lots of nooks and crannies.
1144|[La distribución del piso] es [poco práctica].|The apartment's layout is impractical.
1145|La ubicación es [inmejorable].|The location is unbeatable.
1146|[Todo] está [a un paso andando].|Everything is within walking distance.
1147|[La conexión con el transporte público] es [excelente].|The public transport connections are excellent.
1148|El barrio [está cambiando].|The neighborhood is changing.
1149|El barrio [se está gentrificando cada vez más].|The neighborhood is becoming increasingly gentrified.
1150|A los vecinos de toda la vida [los están echando].|The longtime residents are being pushed out.
1151|Aquí [todo el mundo se conoce].|Everyone knows everyone here.
1152|Los vecinos son [muy serviciales].|The neighborhood is very helpful.
1153|Hemos [organizado una fiesta de barrio].|We organized a neighborhood party.
1154|Vivimos [puerta con puerta].|We live right next door to each other.
1155|Prefiero [no meterme donde no me llaman].|I'd rather mind my own business.
1156|Las normas de la comunidad son [estrictas].|The house rules are strict.
1157|El vecino cotilla vigila [cómo separamos la basura].|The busybody neighbor checks the trash sorting.
1158|Soy [una persona muy ordenada].|I'm a tidy person.
1159|[No puedo pensar en medio del caos].|I can't think in chaos.
1160|El caos creativo es [mi seña de identidad].|Creative chaos is my trademark.
1161|[Quien es ordenado] es que [le da pereza buscar].|Tidy people are just too lazy to search.
1162|Las tareas de casa [casi siempre me tocan a mí].|The housework usually falls to me.
1163|Nos [repartimos las tareas de casa a partes iguales].|We share the housework fairly.
1164|Limpiar [me horroriza].|I dread cleaning.
1165|Nos [damos el lujo de tener una asistenta].|We treat ourselves to a cleaner.
1166|El piso está [como los chorros del oro].|The apartment is sparkling clean.
1167|Se podría [comer en el suelo].|You could eat off the floor.
1168|Esto parece [una leonera].|It looks like a pigsty.
1169|El piso es [una pocilga].|The place is a pigsty.
1170|Hemos [puesto la casa patas arriba].|We turned the house upside down.
1171|Fue [como buscar una aguja en un pajar].|It was like looking for a needle in a haystack.
1172|La llave [se la ha tragado la tierra].|The key has vanished into thin air.
1173|Nos mudamos [al campo].|We're moving out to the countryside.
1174|La vida en el campo tiene [sus pros y sus contras].|Country life has its pros and cons.
1175|[En la ciudad eres más anónimo].|You're more anonymous in the city.
1176|Echo de menos [la vida de gran ciudad].|I miss big-city life.
1177|¡Por fin [tenemos casa propia]!|We're finally in our own home.
1178|La fiesta de inauguración es [el sábado].|The housewarming party is on Saturday.
1179|Traemos [pan y sal], como manda la tradición.|We're bringing bread and salt. (housewarming tradition)
1180|La casa está [lista para entrar a vivir].|The house is ready to move into.
1181|Hemos [diseñado la casa a nuestro gusto].|We designed the house to our wishes.
1182|[Una casita en el campo] fue [siempre nuestro sueño].|A little house in the country was always our dream.
1183|Mi hogar está [donde está mi familia].|Home is where my family is.
1184|[Tener tu propia casa] te da [sensación de seguridad].|Your own home gives you a sense of security.
1185|No es [la casa, sino la gente que vive en ella].|It's not the house but the people in it.
1186|[Como en casa no se está en ningún sitio].|There's no place like home.
1187|El piso tiene [cierto encanto].|The apartment has a certain charm.
1188|Ya nos hemos [instalado a gusto].|We've settled in nicely.
1189|Es [solo una solución provisional].|That's only a temporary solution.
1190|Vivimos [temporalmente con mis padres].|We're temporarily living with my parents.
1191|Buscar piso [te destroza los nervios].|Apartment hunting wears on your nerves.
1192|Estoy [harto de mudanzas].|I'm sick of moving.
1193|[Tres mudanzas] equivalen a [un incendio].|Moving three times is as bad as a fire.
1194|El piso [ha sido una auténtica suerte].|The apartment is a real stroke of luck.
1195|[Hemos firmado el contrato y nos han dado las llaves].|We signed the lease and got the keys.
1196|La casa [está en un estado lamentable].|The house is in a dreadful state.
1197|[Hemos hecho la reforma nosotros mismos].|We did the renovation ourselves.
1198|El jardín [está totalmente abandonado].|The garden is completely overgrown.
1199|No [he oído el despertador].|I didn't hear the alarm.
1200|Tenemos [un piso de un dormitorio].|We have a two-room apartment.
1201|[Quería] un café, por favor.|I'd like a coffee, please.
1202|[La cuenta], por favor.|The bill, please.
1203|[Tengo hambre].|I'm hungry.
1204|[Tengo sed].|I'm thirsty.
1205|¿[Qué quieres] beber?|What would you like to drink?
1206|[Un agua], por favor.|A water, please.
1207|[Una cerveza], por favor.|A beer, please.
1208|[Yo quiero] la sopa.|I'll have the soup.
1209|[Para mí], una pizza.|A pizza for me.
1210|[La carta], por favor.|The menu, please.
1211|¡[Que aproveche]!|Enjoy your meal!
1212|¡[Salud]!|Cheers!
1213|¡[Qué rico]!|Delicious!
1214|[Esto está] bueno.|That tastes good.
1215|[No como] carne.|I don't eat meat.
1216|[No bebo] alcohol.|I don't drink alcohol.
1217|[Me gusta] el queso.|I like cheese.
1218|[No me gusta] el pescado.|I don't like fish.
1219|¿[Qué te gusta comer]?|What do you like to eat?
1220|[Me gusta comer] pasta.|I like eating pasta.
1221|¿[Está libre] este sitio?|Is this seat free?
1222|[Otro café], por favor.|Another coffee, please.
1223|[Con leche], por favor.|With milk, please.
1224|[Sin azúcar].|Without sugar.
1225|¿[Cuánto cuesta] esto?|How much does that cost?
1226|[Para llevar], por favor.|To go, please.
1227|[Para tomar aquí].|For here.
1228|[Estoy lleno].|I'm full.
1229|[La comida está] fría.|The food is cold.
1230|[Esto] pica demasiado.|That's too spicy.
1231|[Queremos pedir].|We'd like to order.
1232|[Una mesa para] dos, por favor.|A table for two, please.
1233|[Tomo] té.|I'm drinking tea.
1234|[Desayuno] a las ocho.|I have breakfast at eight.
1235|¿[Qué hay] de comer?|What's for lunch?
1236|[El pan está] recién hecho.|The bread is fresh.
1237|[Estoy haciendo] espaguetis.|I'm cooking spaghetti.
1238|[Un trozo de] tarta, por favor.|A piece of cake, please.
1239|[Una copa de] vino tinto, por favor.|A glass of red wine, please.
1240|[Una botella de] agua, por favor.|A bottle of water, please.
1241|[Quiero] pagar.|I'd like to pay.
1242|[Quédese con el cambio].|Keep the change.
1243|[Soy] vegetariano.|I'm a vegetarian.
1244|[Es] mi comida favorita.|That's my favorite food.
1245|¡[Más], por favor!|More, please!
1246|¿[Tienen] mesa [para dos]?|Do you have a table for two?
1247|¡[Esto está] buenísimo!|That tastes really good!
1248|¿[Juntos o por separado]?|Together or separately? (when paying)
1249|[Por separado], por favor.|Separately, please.
1250|¿[Qué me recomienda]?|What can you recommend?
1251|¿[Cuál es] el plato del día?|What's the dish of the day?
1252|[Quería] el número cinco.|I'd like number five.
1253|¿[Puedo pagar] con tarjeta?|Can I pay by card?
1254|[Tengo] una mesa [reservada].|I reserved a table.
1255|[A nombre de] Schmidt.|Under the name Schmidt.
1256|¿[Nos podría traer un poco más de pan]?|Could we have some more bread?
1257|[Esto no lo he pedido yo].|I didn't order that.
1258|¿[Qué tal estaba todo]?|Did you enjoy it?
1259|[Estaba] muy [rico], gracias.|It was very tasty, thanks.
1260|[Estoy llenísimo].|I'm totally stuffed.
1261|[Ya no] tengo [más] hambre.|I'm not hungry anymore.
1262|¿[Qué] lleva [esto]?|What's in it?
1263|¿[Esto] pica?|Is that spicy?
1264|¿[Esto es] vegano?|Is that vegan?
1265|[Yo quiero] lo mismo.|I'll have the same.
1266|[De primero] quiero la ensalada.|As a starter I'll have the salad.
1267|[De segundo], el escalope.|The schnitzel as a main course.
1268|[De postre], un helado.|Ice cream for dessert.
1269|Hoy [cocinamos] juntos.|We're cooking together today.
1270|¿[Me pasas] la sal?|Can you pass me the salt?
1271|Todavía [tengo que ir a hacer la compra].|I still have to go grocery shopping.
1272|[Necesitamos] leche y huevos.|We need milk and eggs.
1273|[Estoy haciendo] un bizcocho.|I'm baking a cake.
1274|¡[Qué bien huele]!|That smells delicious!
1275|[La comida] ya casi [está lista].|Dinner is almost ready.
1276|¿[Vamos a comer] fuera?|Shall we go out to eat?
1277|[Te invito yo].|It's on me.
1278|[Nos vamos a compartir] una pizza.|We're sharing a pizza.
1279|[Esto está] demasiado salado.|That's too salty.
1280|[La carne está] todavía cruda.|The meat is still raw.
1281|[Estoy] a dieta.|I'm on a diet.
1282|[No como] gluten.|I don't eat gluten.
1283|[Por las mañanas siempre tomo] café.|I always drink coffee in the morning.
1284|[Un capuchino] para llevar.|A cappuccino to go.
1285|¿[De qué tamaño]?|Which size?
1286|¿[Con nata]?|With whipped cream?
1287|[Ha sido] la mejor comida [en mucho tiempo].|That was the best meal in a long time.
1288|¿[Ya has comido]?|Have you eaten yet?
1289|[Voy a pedir] pizza para los dos.|I'm ordering us pizza.
1290|¿[Cuánto tarda] esto?|How long will that take?
1291|¿[Me podría recomendar algo]?|Could you recommend something?
1292|[Soy alérgico a] los frutos secos.|I'm allergic to nuts.
1293|[No tolero] la leche.|I can't tolerate dairy.
1294|[Quería] el filete [al punto].|I'd like the steak medium.
1295|¿[Me podría poner] la salsa [aparte]?|Could I have the sauce on the side?
1296|[Esto] se ha [quedado frío], lo siento.|Unfortunately it's gone cold.
1297|[Llevamos esperando] media hora.|We've been waiting for half an hour.
1298|[Creo que falta] un plato.|I think there's a dish missing here.
1299|¿[Nos pueden poner] lo que ha sobrado [para llevar]?|Can we get the leftovers packed up?
1300|[La propina] ya está incluida.|The tip is already included.
1301|Lo que más me gusta [cocinar] es [comida italiana].|I like cooking Italian food best.
1302|[La receta es] de mi abuela.|The recipe is from my grandma.
1303|[Tienes que poner el agua a hervir].|You have to bring the water to a boil.
1304|[Déjalo a fuego lento] diez minutos.|Let it simmer for ten minutes.
1305|[Pica] la cebolla [muy fina].|Chop the onions finely.
1306|Esto tiene que estar otra hora [en el horno].|That has to go in the oven for another hour.
1307|[Se me ha quemado] la comida.|I burned the food.
1308|[Ya se me está haciendo la boca agua].|My mouth is already watering.
1309|[Me comería una vaca entera].|I could eat a horse.
1310|[Tengo un hambre que me muero].|I'm starving.
1311|[No soy muy fan de] las setas.|I'm not a big fan of mushrooms.
1312|[Llevo] un año [comiendo vegano].|I've been eating vegan for a year.
1313|[Cuido] mi alimentación.|I watch what I eat.
1314|[Intento] comer menos azúcar.|I'm trying to eat less sugar.
1315|[Esto] me resulta [demasiado grasiento].|That's too greasy for me.
1316|[El restaurante] siempre [está completo].|The restaurant is always fully booked.
1317|[Deberíamos reservar] antes.|We should book in advance.
1318|[La relación calidad-precio] es genial.|The value for money is great.
1319|[Las raciones son] enormes.|The portions are huge.
1320|[Me gusta probar cosas nuevas].|I like trying new things.
1321|¿[Quieres probar]?|Do you want to try some?
1322|[Es] una [especialidad] de Baviera.|That's a specialty from Bavaria.
1323|¿[Qué es lo que más te gusta beber]?|What do you like to drink most?
1324|[Me apetece] algo [dulce].|I'm in the mood for something sweet.
1325|[Me apetece algo salado].|I feel like something savory.
1326|[Vamos a hacer una barbacoa] el fin de semana.|We're having a barbecue at the weekend.
1327|Cada uno [trae] algo.|Everyone brings something.
1328|[Yo me encargo de] la bebida.|I'll take care of the drinks.
1329|[La comida está] un poco [sosa].|The food is a bit bland.
1330|[Le falta un poco de sal].|It still needs a bit of salt.
1331|Me he [puesto como un cerdo].|I overate.
1332|[Soy] un [tragón].|I'm a total glutton.
1333|[Invita] la casa.|That's on the house.
1334|[Quería] el [tique].|I'd like the receipt.
1335|¿[Está libre este sitio] o esperas a alguien?|Is anyone sitting here?
1336|La verdad, [no es lo mío].|That's not really my thing.
1337|[La comida estaba de lujo].|The food was a dream.
1338|[Es] un [placer para el paladar].|That's a feast for the taste buds.
1339|[Soy] un [sibarita].|I'm a foodie.
1340|[Soy] muy [golosa].|I have a sweet tooth.
1341|La comida [me ha sentado pesada].|The food is sitting heavy in my stomach.
1342|[Es cuestión de gustos].|That's a matter of taste.
1343|[Sobre gustos no hay nada escrito].|There's no accounting for taste.
1344|[Tengo el estómago revuelto].|I have an upset stomach.
1345|[Está carísimo para lo que es].|That's totally overpriced.
1346|[El servicio] deja mucho que desear.|The service leaves a lot to be desired.
1347|[Quiero poner una reclamación].|I'd like to make a complaint.
1348|[La carne está] dura como una suela de zapato.|The meat is as tough as leather.
