1|[Hi], how's it going?|Hola, ¿qué tal?
2628|[Could you take a picture of us]?|¿Nos podría hacer una foto?
2629|We [got a hotel right on the beach].|Cogimos un hotel en la playa.
2630|The flight [is three hours late].|El vuelo lleva tres horas de retraso.
2631|We [missed our connecting flight].|Hemos perdido el vuelo de conexión.
2632|The airline [rebooked us].|La aerolínea nos ha cambiado a otro vuelo.
2633|We're [getting a meal voucher].|Nos dan un vale para comida.
2634|I'm [entitled to compensation].|Tengo derecho a una indemnización.
2635|I [took a red-eye].|Cogí un vuelo nocturno.
2636|I [could barely sleep on the plane].|Apenas pude dormir en el avión.
2637|The jet lag [is really getting to me].|El jet lag me está matando.
2638|I [need a few days to adjust].|Necesito unos días para adaptarme.
2639|We [took the overnight train].|Fuimos en el tren nocturno.
2640|The train workers [are on strike again].|Los trenes están otra vez de huelga.
2641|There's [a shuttle bus replacing the train].|Hay un servicio de autobuses que sustituye al tren.
2642|The train [is ridiculously packed].|El tren va hasta los topes.
2643|I [couldn't get a seat].|No he conseguido asiento.
2644|The AC on the train [broke down].|El aire acondicionado del tren se ha estropeado.
2645|We're [stuck in the middle of nowhere].|Estamos parados en mitad de la vía.
2646|Due to a signal problem, [we'll be delayed].|Debido a una avería en la señalización, el tren sufrirá un retraso.
2647|This train [ends here], everybody off, please.|El tren finaliza aquí su recorrido, rogamos a todos los viajeros que se bajen.
2648|We [hitchhiked across Ireland].|Recorrimos Irlanda haciendo autostop.
2649|We [went on a road trip].|Hicimos un viaje por carretera.
2650|We [drove along the coast].|Fuimos en coche por la costa.
2651|The tolls [are pretty expensive].|El peaje es bastante caro.
2652|We [bought a highway toll sticker].|Compramos la viñeta para la autopista.
2653|We [sat in traffic for three hours].|Estuvimos tres horas en un atasco.
2654|We [took a wrong turn and ended up in the middle of nowhere].|Nos equivocamos de camino y acabamos en mitad de la nada.
2655|The GPS [sent us down a dead end].|El GPS nos metió en un callejón sin salida.
2656|We're [almost out of gas].|El depósito está casi vacío.
2657|Our [car broke down].|Se nos ha averiado el coche.
2658|I'm [calling roadside assistance].|Voy a llamar a la asistencia en carretera.
2659|We [rented a vacation home].|Alquilamos una casa de vacaciones.
2660|The place [was exactly as advertised].|El alojamiento era tal cual lo describían.
2661|The photos [looked really promising].|Las fotos prometían mucho.
2662|The hotel [is right on the ocean].|El hotel está justo al lado del mar.
2663|The room [has a balcony with an ocean view].|La habitación tiene un balcón con vistas al mar.
2664|The breakfast buffet [was awesome].|El bufé del desayuno era una pasada.
2665|We [booked an all-inclusive].|Reservamos con todo incluido.
2666|We [went during the off-season].|Aprovechamos la temporada baja.
2667|In peak season, [everything's packed].|En temporada alta todo está a reventar.
2668|We [stay away from tourist hotspots].|Evitamos los sitios más turísticos.
2669|We [prefer to travel off the beaten path].|Preferimos viajar lejos de las rutas trilladas.
2670|The locals [gave us an insider tip].|La gente de allí nos dio un buen chivatazo.
2671|We [just wandered around].|Nos dejamos llevar sin rumbo fijo.
2672|We [explored the city on foot].|Recorrimos la ciudad a pie.
2673|We [went on a bike tour].|Hicimos una ruta en bici.
2674|The museum [was worth a visit].|El museo merecía la pena.
2675|The line [went on forever].|La cola era interminable.
2676|We [bought the tickets online ahead of time].|Compramos las entradas por internet con antelación.
2677|Admission [is free on Sundays].|Los domingos la entrada es gratuita.
2678|The weather [threw a wrench in our plans].|El tiempo nos fastidió los planes.
2679|We [spent a rainy day at the museum].|Pasamos un día de lluvia en el museo.
2680|I [got sunstroke].|Tengo una insolación.
2681|I [got an upset stomach] on vacation.|Se me revolvió el estómago en las vacaciones.
2682|My travel first-aid kit [was worth its weight in gold].|Mi botiquín de viaje valió su peso en oro.
2683|I [have travel health insurance].|Tengo un seguro médico de viaje.
2684|I [barely speak a word of the local language].|No hablo casi ni una palabra del idioma de allí.
2685|We [got by with hand gestures].|Nos entendimos por señas.
2686|The people [were incredibly welcoming].|La gente era increíblemente hospitalaria.
2687|We [got to know the country and the people].|Conocimos el país y a su gente.
2688|The scenery [was stunning].|El paisaje era impresionante.
2689|The sunset [was like a dream].|La puesta de sol era de ensueño.
2690|I [took about a thousand pictures].|Hice mil fotos.
2691|I'll [send you a postcard].|Te mando una postal.
2692|The vacation [was way too short].|Las vacaciones se me hicieron cortísimas.
2693|I [feel totally recharged].|Estoy totalmente descansado.
2694|I'm [already itching to travel] even though I just got back.|Ya tengo ganas de volver a viajar, y eso que acabo de llegar.
2695|I'm [already planning my next trip].|Ya estoy planeando el próximo viaje.
2696|Travel [broadens your horizons].|Viajar amplía horizontes.
2697|We [just up and flew to Lisbon].|Nos plantamos en Lisboa sin pensarlo dos veces.
2698|The trip [was doomed from the start].|El viaje empezó con mal pie.
2699|[Pretty much everything that could go wrong did].|Salió mal prácticamente todo lo que podía salir mal.
2700|We [made the best of it].|Hicimos de la necesidad virtud.
2701|Looking back, [we can laugh about it].|Ahora podemos reírnos de ello.
2702|It [was a trip into the unknown].|Aquello fue un viaje hacia lo desconocido.
2703|I'm [traveling light].|Viajo ligero de equipaje.
2704|I [only ever travel with a carry-on].|Por norma solo viajo con equipaje de mano.
2705|I'm [a huge fan of traveling on my own terms].|Soy un apasionado de viajar por libre.
2706|Package tours [aren't my thing].|Los viajes organizados no van conmigo.
2707|I [like to go with the flow and not plan much].|Me gusta improvisar y planificar poco.
2708|I [planned everything down to the minute].|Lo planifiqué todo al milímetro.
2709|I [need a backup plan].|Necesito un plan B.
2710|We [walked right into a tourist trap].|Caímos en una trampa para turistas.
2711|We [got totally ripped off].|Nos timaron a base de bien.
2712|The cab driver [took the long way].|El taxista dio un rodeo.
2713|Watch out [for pickpockets]!|¡Cuidado con los carteristas!
2714|Someone [swiped my wallet].|Me han robado la cartera.
2715|I [had to go to the embassy to apply for a new passport].|Tuve que ir a la embajada a pedir un pasaporte provisional.
2716|The entry requirements [have changed].|Los requisitos de entrada han cambiado.
2717|You [need a visa to get in].|Hace falta visado para entrar.
2718|Border control [took forever].|El control fronterizo duró una eternidad.
2719|We [got searched thoroughly at customs].|En la aduana nos registraron a fondo.
2720|The travel advisory [was lifted].|Han levantado la alerta de viaje.
2721|The State Department [advises against travel to the region].|El Ministerio de Asuntos Exteriores desaconseja viajar a la región.
2722|Mass tourism [is ruining the old town].|El turismo de masas está destrozando el casco antiguo.
2723|The locals [can't afford the rent anymore].|La gente del barrio ya no puede pagar los alquileres.
2724|A lot of cities [are adding a tourist tax].|Muchas ciudades están implantando una tasa turística.
2725|I'm [trying to travel more sustainably].|Intento viajar de forma más sostenible.
2726|I [skip short flights].|Evito los vuelos cortos.
2727|I [offset my flights].|Compenso las emisiones de mis vuelos.
2728|When you take the train, [the journey is the destination].|En tren, lo importante es el camino.
2729|We [made a stopover in Vienna].|Hicimos una parada en Viena.
2730|The city [completely won me over].|La ciudad me cautivó.
2731|The city [has a charm all its own].|La ciudad desprende un encanto muy especial.
2732|The old town [is a UNESCO World Heritage Site].|El casco antiguo es Patrimonio de la Humanidad de la UNESCO.
2733|You [can feel the history].|Se respira historia.
2734|The city [is buzzing around the clock].|La ciudad tiene vida las veinticuatro horas.
2735|This is [a city that never sleeps].|Aquí no duerme nadie.
2736|The village [sits on a hillside like something out of a painting].|El pueblo se asienta de forma pintoresca en la ladera.
2737|[Time has stood still] here.|Aquí el tiempo se ha detenido.
2738|It's [heaven on earth].|Esto es el paraíso en la tierra.
2739|The bay [can only be reached by boat].|A la cala solo se puede llegar en barco.
2740|The beach [was deserted].|La playa estaba desierta.
2741|We [had the beach all to ourselves].|Teníamos la playa para nosotros solos.
2742|The water [was crystal clear].|El agua era cristalina.
2743|We [camped under the stars].|Acampamos bajo un cielo estrellado.
2744|We [traveled around in an RV].|Viajamos en autocaravana.
2745|We [hiked from hut to hut].|Fuimos andando de refugio en refugio.
2746|The trail [was poorly marked].|El sendero estaba mal señalizado.
2747|We [lost our bearings].|Nos desorientamos.
2748|It [was already getting dark when we got there].|Ya estaba anocheciendo cuando llegamos.
2749|We [had a hard time finding the place].|Nos costó un montón encontrar el alojamiento.
2750|Our hosts [gave us a warm welcome].|Los anfitriones nos recibieron con los brazos abiertos.
2751|We [got invited to dinner].|Nos invitaron a cenar.
2752|The trip [changed the way I see the world].|El viaje cambió mi forma de ver el mundo.
2753|I [came back with a suitcase full of memories].|Volví con una maleta llena de recuerdos.
2754|I [fell in love with the country].|Me enamoré del país.
2755|I [could see myself living there].|Me imagino viviendo allí.
2756|I [went through culture shock].|Sufrí un choque cultural.
2757|You [have to adapt to the local customs].|Hay que adaptarse a las costumbres del lugar.
2758|I [put my foot in my mouth] because I didn't know the customs.|Metí la pata porque no conocía las costumbres.
2759|Tipping [isn't customary there].|Allí no se suele dejar propina.
2760|Haggling [is just part of the deal at the bazaar].|En el bazar regatear forma parte del juego.
2761|I'm [a terrible haggler].|Se me da fatal regatear.
2762|We [let ourselves get totally pampered].|Nos dejamos mimar a lo grande.
2763|I [did a digital detox].|Me tomé un descanso digital.
2764|I [was offline for two weeks].|Estuve dos semanas desconectado.
2765|The daily grind [caught up with me fast].|La rutina me atrapó enseguida.
2766|The relaxation [lasted exactly two days].|El relax me duró exactamente dos días.
2767|This trip [will keep me going for a long time].|Este viaje me va a dar cuerda para mucho tiempo.
2768|I'm [a globetrotter].|Soy un trotamundos.
2769|I've [been to every continent].|Ya he estado en todos los continentes.
2770|My passport [is full of stamps].|Mi pasaporte está lleno de sellos.
2771|I've [caught the travel bug].|Me ha picado el gusanillo de viajar.
2772|I [don't really feel at home anywhere].|No me siento de ningún sitio.
2773|I'm [living out of a suitcase].|Vivo con la maleta a cuestas.
2774|I'm [always on the go].|Estoy siempre de aquí para allá.
2775|I [travel a lot for work].|Viajo mucho por trabajo.
2776|Business trips [are nothing like a vacation].|Los viajes de trabajo tienen poco que ver con las vacaciones.
2777|I'm [tacking a few vacation days onto my business trip].|Aprovecho el viaje de trabajo para tomarme unos días de vacaciones.
2778|I [work as a digital nomad].|Trabajo como nómada digital.
2779|I [can work from anywhere].|Puedo trabajar desde cualquier sitio.
2780|We [took a weekend trip to the city].|Hicimos una escapada de fin de semana a una ciudad.
2781|We [went on a cruise].|Nos fuimos de crucero.
2782|Cruises [get a lot of criticism for their environmental impact].|Los cruceros están en el punto de mira por su impacto ambiental.
2783|I [got seasick].|Me mareé en el barco.
2784|The crossing [was rough].|La travesía fue movidita por la tormenta.
2785|We [got there just in time].|Llegamos justo a tiempo.
2786|We [almost missed the ferry].|Por un pelo no perdimos el ferri.
2787|We [made it to the gate at the last minute].|Llegamos a la puerta de embarque por los pelos.
2788|Our luggage [went on a trip around the world].|Nuestro equipaje dio la vuelta al mundo.
2789|The suitcase [turned up again].|La maleta ha aparecido.
2790|It [was the trip of a lifetime].|Fue el viaje de mi vida.
2791|When you travel, [you've got stories to tell].|Quien viaja tiene mucho que contar.
2792|The drive [took us up some crazy switchbacks].|El trayecto iba por unas curvas de infarto.
2793|We [adapted to the local customs].|Nos adaptamos a las costumbres del país.
2794|The city [is a melting pot of cultures].|La ciudad es un crisol de culturas.
2795|We [felt a little lost].|Nos sentimos un poco perdidos.
2796|The view [took our breath away].|Las vistas nos dejaron sin aliento.
2797|We [headed out at dawn].|Salimos al amanecer.
2798|We [picked up a rental car at the airport].|Recogimos un coche de alquiler en el aeropuerto.
2799|I [almost always fall asleep on the train].|En el tren me quedo dormido casi siempre.
2800|We [stopped for a break on the way].|Paramos a descansar por el camino.
2801|[I'm looking for] a jacket.|Busco una chaqueta.
2802|[That's] too expensive.|Es demasiado caro.
2803|[That's] cheap.|Es barato.
2804|[I'll take] it.|Me lo llevo.
2805|[Do you have] this in blue?|¿Lo tiene en azul?
2806|[Where's] the register?|¿Dónde está la caja?
2807|[I'm paying] cash.|Pago en efectivo.
2808|[A bag], please.|Una bolsa, por favor.
2809|[I don't need] a bag.|No necesito bolsa.
2810|[When] does the store open?|¿A qué hora abre la tienda?
2811|[When] does the grocery store close?|¿A qué hora cierra el supermercado?
2812|[I'm going] shopping.|Voy a hacer la compra.
2813|[Where can I get] bread?|¿Dónde hay pan?
2814|[I'd like] two pounds of apples.|Quería un kilo de manzanas.
2815|[That's] everything.|Es todo.
2816|[Anything else]?|¿Algo más?
2817|[Nope, that's it].|No, nada más.
2818|[That's] ten euros.|Son diez euros.
2819|[How much] is that altogether?|¿Cuánto es?
2820|[The receipt], please.|El tique, por favor.
2821|[I'm just looking].|Solo estoy mirando.
2822|[I like that].|Me gusta.
2823|[I don't like that].|No me gusta.
2824|[What size] are you?|¿Qué talla tiene?
2825|[I'm a] medium.|Tengo la talla M.
2826|[It's] too big.|Me queda grande.
2827|[It's] too small.|Me queda pequeño.
2828|[It fits] really well.|Me queda bien.
2829|[Where's] the fitting room?|¿Dónde está el probador?
2830|[Do you have] milk?|¿Tiene leche?
2831|[I need] water.|Necesito agua.
2832|[Where can I find] the cheese?|¿Dónde está el queso?
2833|[It's] a gift.|Es para regalo.
2834|[Is this] on sale?|¿Está de oferta?
2835|[I'm buying] new shoes.|Me compro unos zapatos nuevos.
2836|[The store is] closed.|La tienda está cerrada.
2837|[The store is] open.|La tienda está abierta.
2838|[Here's] your change.|Aquí tiene el cambio.
2839|[I don't have] any cash.|No llevo efectivo.
2840|[Where's] an ATM?|¿Dónde hay un cajero?
2841|[I want to] buy that.|Quiero comprar esto.
2842|[The shoes are] nice.|Los zapatos son bonitos.
2843|[The T-shirt is] five euros.|La camiseta cuesta cinco euros.
2844|[Can I try] this [on]?|¿Me lo puedo probar?
2845|[Do you have] this [in the next size up]?|¿Lo tiene en una talla más?
2846|[Do you have] this [in the next size down]?|¿Lo tiene en una talla menos?
2847|[I'm just browsing].|Estoy echando un vistazo.
2848|[Can you help me]? I'm looking for a dress.|¿Me puede ayudar? Busco un vestido.
2849|[Does this look good on me]?|¿Me queda bien?
2850|[That looks great on you]!|¡Te queda genial!
2851|[It's] too tight on me.|Me queda demasiado estrecho.
2852|[It's] too loose on me.|Me queda demasiado ancho.
2853|[Does] this [come in another color]?|¿Lo hay también en otro color?
2854|[Could you gift-wrap] that?|¿Me lo puede envolver para regalo?
2855|[Where can I] pay?|¿Dónde puedo pagar?
2856|[Do you take] credit cards?|¿Aceptan tarjeta de crédito?
2857|[Can I tap to pay]?|¿Puedo pagar sin contacto?
2858|[My card] isn't working.|La tarjeta no funciona.
2859|[I'd like] half a pound of ham.|Póngame 200 gramos de jamón.
2860|[Is] a little [over okay]?|¿Le pongo un poquito más?
2861|[Is this] fresh?|¿Es fresco?
2862|[It's] sold out.|Está agotado.
2863|[When are you getting] more in?|¿Cuándo les llega género nuevo?
2864|[I ordered] it online.|Lo he pedido por internet.
2865|[The package] hasn't come yet.|El paquete todavía no ha llegado.
2866|[I'm sending] it [back].|Lo voy a devolver.
2867|[Today] everything's [marked down].|Hoy está todo rebajado.
2868|[There's] 20 percent [off].|Hay un 20 por ciento de descuento.
2869|[I need] a gift for my mom.|Necesito un regalo para mi madre.
2870|[What should I get] him?|¿Qué le puedo regalar?
2871|[I'm going] to the farmers market.|Voy al mercado.
2872|[The market] is on Saturdays.|El mercado es los sábados.
2873|[I] usually [shop] at the grocery store.|Normalmente hago la compra en el supermercado.
2874|[I've got] a shopping list.|Tengo una lista de la compra.
2875|[We] still [need] toilet paper.|Nos hace falta papel higiénico.
2876|[Do you have] the receipt?|¿Tienes el tique de compra?
2877|[That was] a waste of money.|Fue una compra desastrosa.
2878|[I'm saving up] for a new phone.|Estoy ahorrando para un móvil nuevo.
2879|[I'm] out of money.|No me queda dinero.
2880|[I can't afford that].|No me lo puedo permitir.
2881|[I spent] too much.|Me he gastado demasiado.
2882|[Can you lend] me some money?|¿Me prestas dinero?
2883|[I'll pay] you [back] tomorrow.|Mañana te devuelvo el dinero.
2884|[How much] did you [pay] for it?|¿Cuánto te costó?
2885|[That's] a good price.|Es un buen precio.
2886|[There's] a long line here.|Aquí hay una cola muy larga.
2887|[Who's] next?|¿Quién va ahora?
2888|[You're up].|Le toca a usted.
2889|[Do you want] the receipt?|¿Quiere el tique?
2890|[I'd like] a pound of tomatoes.|Póngame medio kilo de tomates.
2891|[I'd like to exchange] this.|Quería cambiar esto.
2892|[That's more than I want to spend].|Se me va de presupuesto.
2893|[I'd like to return] this.|Quería devolver esto.
2894|[Can I get] a [refund]?|¿Me pueden devolver el dinero?
2895|[It's damaged].|Está dañado.
2896|[It was] already [broken] when I bought it.|Ya estaba roto cuando lo compré.
2897|[Does] it [come with a warranty]?|¿Tiene garantía?
2898|[I don't have] the receipt [anymore].|Ya no tengo el tique.
2899|[I'd like to file a complaint] about this.|Quería poner una reclamación por esto.
2900|[Can you] give me [a discount]?|¿Me puede hacer un descuento?
2901|[Is that] the [final price]?|¿Es el precio final?
2902|[It's] a [special deal].|Es una oferta especial.
2903|[During the clearance sale], everything's cheaper.|En las rebajas todo está más barato.
2904|[I] saw it cheaper [online].|Lo he visto más barato por internet.
2905|[I need to think it over].|Me lo tengo que pensar.
2906|[Could you hold] it for me?|Que me lo guarden, por favor.
2907|[Can you order] it for me?|¿Me lo pueden pedir?
2908|[Delivery] takes three days.|El envío tarda tres días.
2909|[Is shipping free]?|¿El envío es gratis?
2910|The package was [left] with the neighbor.|El paquete se lo dejaron al vecino.
2911|[I'd] rather [buy used].|Prefiero comprar de segunda mano.
2912|[I] love [going to flea markets].|Me gusta ir al rastro.
2913|[I care about] quality.|Me fijo en la calidad.
2914|[The quality is disappointing].|La calidad deja mucho que desear.
2915|[It's] not [worth it].|No merece la pena.
2916|[It was] totally [worth it].|Ha merecido la pena.
2917|[I'm] a [bargain hunter].|Soy un cazador de gangas.
2918|[I don't like shopping].|No me gusta ir de compras.
2919|[I only buy the basics].|Solo compro lo imprescindible.
2920|[I overdrew] my account.|Me he quedado en números rojos.
2921|[I have to save money].|Tengo que ahorrar.
2922|Prices [have gone up].|Los precios han subido.
2923|[Everything's getting more expensive].|Todo está cada vez más caro.
2924|[That's not in the budget].|No entra en el presupuesto.
2925|[I] got a [bill].|Me ha llegado una factura.
2926|[I'm paying in installments].|Lo pago a plazos.
2927|[I'll send] you the money.|Te hago una transferencia con el dinero.
2928|[I] still [owe] you twenty euros.|Todavía te debo veinte euros.
2929|[We're splitting] the cost.|Pagamos a medias.
2930|[I] got it [on sale].|Lo compré de oferta.
2931|The store is open [until 8 p.m.]|La tienda abre hasta las ocho.
2932|[On Sundays], the stores are [closed].|Los domingos las tiendas están cerradas.
2933|[I] treated myself to [something nice].|Me he dado un capricho.
2934|[It's a name brand].|Es un producto de marca.
2935|[The store brand] is just as good.|La marca blanca es igual de buena.
2936|[That was a real steal].|Fue una auténtica ganga.
2937|[That's highway robbery]!|¡Es un robo!
2938|They [ripped me off].|Me timaron.
2939|[That costs a fortune].|Cuesta una fortuna.
2940|[That's dirt cheap].|Está tirado de precio.
2941|[That costs an arm and a leg].|Cuesta un ojo de la cara.
2942|[It's worth every penny].|Vale lo que cuesta.
2943|[I'm broke].|Estoy sin blanca.
2944|[I'm short on cash].|Voy justo de dinero.
2945|[I have to tighten my belt].|Tengo que apretarme el cinturón.
2946|[I went on a shopping spree].|Me dio un ataque de compras.
2947|[That was] an [impulse buy].|Fue una compra por impulso.
2948|[I'm a shopaholic].|Soy adicta a las compras.
2949|[The money just slipped through my fingers].|El dinero se me escapó de las manos.
2950|[I'm living paycheck to paycheck].|Vivo al día.
2951|[That's money down the drain].|Es tirar el dinero.
2952|[I snapped it up].|No me lo pensé y lo compré.
2953|[You can't complain about that].|No hay de qué quejarse.
2954|[The price is negotiable].|El precio es negociable.
2955|[We've got a deal].|Trato hecho.
2956|[The offer is only good today].|La oferta solo es válida hoy.
2957|[While supplies last].|Hasta fin de existencias.
2958|[I'm not buying it].|Eso no me lo trago.
2959|[I've lost track of] my spending.|He perdido la cuenta de lo que gasto.
2960|[I keep] a [budget].|Llevo las cuentas de casa.
2961|[The refund] is taking too long.|El reembolso está tardando demasiado.
2962|[I disputed the charge].|He presentado una reclamación formal.
2963|[That's a scam].|Es una estafa.
2964|The merchandise is [defective].|La mercancía es defectuosa.
2965|[That's no longer available].|Ya no está disponible.
2966|[I signed up for a subscription].|Me he hecho una suscripción.
2967|[I canceled my subscription].|He dado de baja la suscripción.
2968|The shipping costs are [steep].|Los gastos de envío son de escándalo.
2969|[I shop sustainably].|Compro de forma sostenible.
2970|[I] always [compare prices].|Siempre comparo precios.
2971|[It's a good value for the money].|La relación calidad-precio es buena.
2972|Downtown is [like a ghost town].|El centro está muerto.
2973|[I don't spend much on clothes].|No gasto mucho en ropa.
2974|[Buy cheap, buy twice].|Lo barato sale caro.
2975|[Money can't buy happiness].|El dinero no da la felicidad.
2976|[I have to pinch every penny].|Tengo que mirar cada céntimo.
2977|[He's rolling in money].|Está forrado.
2978|[That puts a dent in the budget].|Eso hace un agujero en el bolsillo.
2979|[It's not worth mentioning].|No tiene importancia.
2980|[I threw my money down the drain].|He tirado el dinero por la ventana.
2981|[Don't buy a pig in a poke].|Comprar a ciegas.
2982|[The customer is always right].|El cliente siempre tiene razón.
2983|[That's worth its weight in gold].|Vale su peso en oro.
2984|[He doesn't skimp].|Es muy espléndido.
2985|[She lives large].|Vive a todo tren.
2986|[That adds up fast].|Eso sale por un pico.
2987|[I'm flat broke].|Estoy pelado.
2988|[We got swindled].|Nos han tomado el pelo.
2989|[That's priceless].|No tiene precio.
2990|[Sold for a song].|Vendido por cuatro perras.
2991|[Business is booming].|El negocio va viento en popa.
2992|[He's a penny-pincher].|Es un rácano.
2993|[I'm careful with my money].|No suelto un duro.
2994|[That's a steal].|Es un chollo.
2995|[Money is money].|El dinero no tiene olor.
2996|[We don't have any savings to fall back on].|No tenemos nada ahorrado.
2997|[That costs a small fortune].|Cuesta un dineral.
2998|[Prices have gone through the roof].|Los precios se han disparado.
2999|[A penny saved is a penny earned].|Quien no guarda un céntimo, no junta un euro.
3000|[Time is money].|El tiempo es oro.
3001|I'm [looking for a gift for my dad].|Busco un regalo para mi padre.
3002|[Do you have this in black too]?|¿Lo tiene también en negro?
3003|[Where are the fitting rooms]?|¿Dónde están los probadores?
3004|These pants [don't fit me].|El pantalón no me queda bien.
3005|The shoes [pinch a little].|Los zapatos me aprietan un poco.
3006|[Can I return it] if it doesn't fit?|¿Lo puedo devolver si no me queda bien?
3007|How long [do I have to exchange it]?|¿Cuánto tiempo tengo para cambiarlo?
3008|I'd [like a refund].|Quería que me devolvieran el dinero.
3009|[Do you take credit cards too]?|¿Aceptan también tarjeta de crédito?
3010|I'd [rather pay with my phone].|Prefiero pagar con el móvil.
3011|[Do you need a bag]?|¿Quiere bolsa?
3012|[Do you have a rewards card]?|¿Tiene tarjeta de cliente?
3013|The store [is open until eight].|La tienda abre hasta las ocho.
3014|I'd [rather order it online].|Prefiero pedirlo por internet.
3015|The package [is getting delivered tomorrow].|El paquete llega mañana.
3016|I [wasn't home when the delivery guy came].|No estaba en casa cuando vino el repartidor.
3017|I [have to pick up the package at the post office].|Tengo que recoger el paquete en Correos.
3018|I [got the wrong item].|Me han mandado otra cosa.
3019|I'm [sending it back].|Lo devuelvo.
3020|Returns [are free].|La devolución es gratuita.
3021|Right now [everything's marked down].|Ahora mismo está todo rebajado.
3022|I [saved fifty percent].|Me he ahorrado un cincuenta por ciento.
3023|Sorry, that's [out of stock].|Eso ya no nos queda en stock, lo siento.
3024|[Could you order it for me]?|¿Me lo puede pedir?
3025|I [need a new laptop].|Necesito un portátil nuevo.
3026|I'm [comparing prices first].|Primero voy a comparar precios.
3027|I [only buy what I really need].|Solo compro lo que de verdad necesito.
3028|I'm [saving up for a new bike].|Estoy ahorrando para una bici nueva.
3029|By the end of the month, [I'm always strapped for cash].|A final de mes siempre voy justo de dinero.
3030|The quality [leaves a lot to be desired].|La calidad deja mucho que desear.
3031|It [broke after two weeks].|Se rompió a las dos semanas.
3032|I'd [like to file a complaint].|Quería presentar una reclamación.
3033|That's [covered under the warranty].|Eso lo cubre la garantía.
3034|Unfortunately, the warranty [has expired].|Lo siento, la garantía ya ha caducado.
3035|We [can offer you store credit].|Le podemos ofrecer un vale.
3036|I [insist on a refund].|Exijo que me devuelvan el dinero.
3037|I'd [like to speak to the manager].|Quiero hablar con el encargado.
3038|That's [customer service at its finest].|Eso es atención al cliente de primera.
3039|I'm [a loyal customer].|Soy cliente de toda la vida.
3040|I [kept the receipt].|He guardado el tique.
3041|That [was a real lucky find].|Fue todo un hallazgo.
3042|I [snagged it on clearance].|Lo pillé en las rebajas de liquidación.
3043|It [was a spur-of-the-moment purchase].|Fue una compra espontánea.
3044|I [have buyer's remorse].|Me arrepiento de haberlo comprado.
3045|I [let them talk me into buying it].|Me dejé convencer para comprarlo.
3046|The salesperson [was pretty pushy].|El dependiente era bastante pesado.
3047|I'm [just getting some advice].|Solo quiero que me asesoren.
3048|I'll [think about it].|Me lo voy a pensar.
3049|I'd [rather wait for Black Friday].|Prefiero esperar al Black Friday.
3050|Online [it's a lot cheaper].|Por internet sale bastante más barato.
3051|I'd [rather buy from the store around the corner].|Prefiero comprar en la tienda de la esquina.
3052|I [want to support local businesses].|Quiero apoyar al comercio local.
3053|Downtown [is dying].|El centro se está muriendo.
3054|A lot of stores [are sitting empty].|Muchos locales están vacíos.
3055|I'm [not a fan of malls].|No me gustan los centros comerciales.
3056|On Saturdays [the city is totally packed].|Los sábados la ciudad está hasta arriba.
3057|I [hate waiting in line].|Odio hacer cola.
3058|I [use the self-checkout].|Uso la caja de autoservicio.
3059|I [got charged twice].|Me lo han cobrado dos veces.
3060|My card [got declined].|Me han rechazado la tarjeta.
3061|I [forgot my wallet].|Me he dejado la cartera.
3062|I'll [just grab some cash from the ATM].|Voy un momento a sacar dinero.
3063|The ATM [ate my card].|El cajero se me ha tragado la tarjeta.
3064|I [need to freeze my card].|Tengo que bloquear la tarjeta.
3065|I'll [send you the money today].|Hoy mismo te hago la transferencia.
3066|The transfer [hasn't gone through yet].|La transferencia todavía no ha llegado.
3067|I [set up automatic payments].|He configurado una transferencia periódica.
3068|My account [is overdrawn].|Mi cuenta está en números rojos.
3069|I [took out a loan].|He pedido un préstamo.
3070|I'm [paying it off in installments].|Lo estoy pagando a plazos.
3071|I [put some money aside every month].|Cada mes aparto algo de dinero.
3072|I [keep a budget] to stay on top of things.|Apunto todos los gastos para no perder el control.
3073|I [spend too much on food].|Me gasto demasiado en comida.
3074|My fixed expenses [eat up my paycheck].|Los gastos fijos se comen mi sueldo.
3075|I'm [canceling a few subscriptions].|Voy a darme de baja de algunas suscripciones.
3076|The subscription [renews automatically].|La suscripción se renueva automáticamente.
3077|I [got caught in a subscription trap].|Caí en la trampa de una suscripción.
3078|That's [a rip-off].|Es un sacacuartos.
3079|It [pays off in the long run].|A la larga sale a cuenta.
3080|Quality [comes at a price].|La calidad se paga.
3081|I'd [rather buy something good once].|Prefiero comprar algo bueno una sola vez.
3082|I [buy a lot of stuff secondhand].|Compro mucho de segunda mano.
3083|I [sell my old stuff online].|Vendo mis cosas viejas por internet.
3084|I [bought the phone used].|Compré el móvil de segunda mano.
3085|It's [as good as new].|El aparato está como nuevo.
3086|I'm [getting it fixed instead of throwing it out].|Lo llevo a arreglar en vez de tirarlo.
3087|I'm [trying to buy less stuff].|Intento consumir menos.
3088|I [shop at a zero-waste store].|Compro a granel, sin envases.
3089|I [bring my own bag].|Llevo mi propia bolsa.
3090|It's [fair trade].|Es de comercio justo.
3091|I [don't care about the brand].|La marca me da igual.
3092|He [only buys designer clothes].|Solo se compra ropa de marca.
3093|It [was a deal I didn't want to pass up].|Era una ganga que no quería dejar escapar.
3094|I'm [on a shopping spree].|Estoy en plena fiebre de compras.
3095|I [like retail therapy].|Me gusta ir de compras para desestresarme.
3096|Prices [have skyrocketed lately].|Los precios se han disparado últimamente.
